cudagraph_mode,manipulated,batch_size,graph_batch_size,during_time,index,length,avg_power_js,total_energy_j,energy_per_sample,throughput,timestamp,power,temperature,graphics_clock,sm_clock,memory_clock,memory_used,memory_total,gpu_util,memory_util,power_violation_time_ns,power_reference_time_ns,thermal_violation_time_ns,decoding_steps,perf_state,power_state,total_energy,model_mode,kv_cache_lens,model_name,graph_mode,repeat_count,input_len
FULL,True,16,16,1.3191,1,14,,,,,1773369915.242683,211.442,48,2422,2422,12481,94490.25,97887.0,28,23,1600898432,1773369915236899,0,,0,0,29050132215,,8198,llama,mani,60,8192
FULL,True,16,16,1.3191,2,14,,,,,1773369915.286707,211.442,48,2422,2422,12481,94490.25,97887.0,28,23,1600898432,1773369915270479,0,,0,0,29050132215,,8198,llama,mani,60,8192
FULL,True,16,16,1.3191,3,14,,,,,1773369915.3994005,203.216,49,2422,2422,12481,94490.25,97887.0,97,87,1600898432,1773369915390701,0,,0,0,29050165811,,8198,llama,mani,60,8192
FULL,True,16,16,1.3191,4,14,,,,,1773369915.5076735,216.67,49,2422,2422,12481,94490.25,97887.0,97,87,1600898432,1773369915500961,0,,0,0,29050201187,,8198,llama,mani,60,8192
FULL,True,16,16,1.3191,5,14,,,,,1773369915.6160214,202.444,49,2422,2422,12481,94490.25,97887.0,100,90,1600898432,1773369915609260,0,,0,0,29050237334,,8198,llama,mani,60,8192
FULL,True,16,16,1.3191,6,14,,,,,1773369915.7243195,228.845,49,2422,2422,12481,94490.25,97887.0,100,90,1600898432,1773369915717553,0,,0,0,29050272559,,8198,llama,mani,60,8192
FULL,True,16,16,1.3191,7,14,,,,,1773369915.8356903,239.909,49,2422,2422,12481,94490.25,97887.0,100,90,1600898432,1773369915825891,0,,0,0,29050343952,,8198,llama,mani,60,8192
FULL,True,16,16,1.3191,8,14,,,,,1773369915.9441867,288.953,49,2422,2422,12481,94490.25,97887.0,100,89,1600898432,1773369915937222,0,,0,0,29050379753,,8198,llama,mani,60,8192
FULL,True,16,16,1.3191,9,14,,,,,1773369916.0524347,314.212,49,2422,2422,12481,94490.25,97887.0,100,89,1600898432,1773369916045710,0,,0,0,29050415368,,8198,llama,mani,60,8192
FULL,True,16,16,1.3191,10,14,,,,,1773369916.1606,335.882,49,2422,2422,12481,94490.25,97887.0,100,89,1600898432,1773369916153873,0,,0,0,29050451100,,8198,llama,mani,60,8192
