cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,gpu_util_pct
NONE,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,99.93333333333334
NONE,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,99.89999999999999
NONE,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
NONE,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,99.85000000000001
NONE,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,100.0
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,100.0
