cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,avg_temperature_C
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,38.416666666666664
NONE,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int8_prefill-all,38.666666666666664
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int8_decoding-all,35.166666666666664
NONE,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,63.155913978494624
FULL,16,2430,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,55.28703703703704
NONE,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,62.98095238095238
FULL,16,2130,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,52.416666666666664
NONE,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,55.64166666666667
FULL,16,1830,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,47.416666666666664
NONE,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,47.035460992907794
FULL,16,1530,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,42.595238095238095
NONE,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,42.940108892921955
FULL,16,1230,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,38.333333333333336
NONE,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,36.675
FULL,16,930,8192,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,34.513888888888886
NONE,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,61.51724137931035
FULL,16,2430,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,53.5
NONE,16,2130,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,60.80392156862745
FULL,16,2130,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,50.952380952380956
NONE,16,1830,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,54.771929824561404
FULL,16,1830,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,47.05952380952382
NONE,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,47.51515151515152
FULL,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,43.111111111111114
NONE,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,43.5679012345679
