cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,total_energy_based_avg_power_W
FULL,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,246.49591335383096
NONE,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,221.45197360381277
FULL,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,193.94380315441606
NONE,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,158.7980566942113
FULL,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,168.2466368308522
NONE,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,597.8656772331997
FULL,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,354.8398864711448
NONE,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,454.7903444418149
FULL,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,296.9356721217871
NONE,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,352.90355661212885
FULL,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,257.7176680361394
NONE,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,260.7395848110843
FULL,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,234.92361727439243
NONE,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,216.99671149441468
FULL,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,187.85175552665802
NONE,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,160.00679452451917
FULL,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,160.18850977718623
NONE,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,600.2625050255446
FULL,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,349.8469144193348
NONE,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,450.7346209422121
FULL,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,306.4227243544015
NONE,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,354.7375386533983
FULL,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,245.18120186675378
NONE,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,259.38767807266333
FULL,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,223.40050303590021
NONE,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,219.05295958347577
FULL,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,178.9786150003483
NONE,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,159.38426432666085
FULL,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,152.95022973903212
NONE,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,599.1911309797035
FULL,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,342.67466357925105
NONE,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,445.4268020032195
FULL,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,277.3444487098347
NONE,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,351.71860489113607
FULL,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,252.7703241232731
NONE,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,258.3726368702874
FULL,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,209.73108580448755
NONE,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,218.25870248947174
FULL,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,172.4752260974554
NONE,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,161.15169067589423
FULL,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,151.85497864178134
NONE,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,599.0085536547434
FULL,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,335.3383884320532
NONE,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,442.4600551964558
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,274.3919640518266
NONE,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,353.57730521178314
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,241.52801793147617
NONE,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,257.314091873863
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,211.5546534847939
NONE,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,226.08281342706633
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,166.69726883843367
NONE,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,161.26494722280128
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,142.26142087788713
