cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,throughput_tokens_per_sec
FULL,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,1201.4276223290021
NONE,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,12013.198093608702
FULL,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,977.3364449386818
NONE,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,8528.336261305225
FULL,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,832.9238655529143
NONE,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,23506.643604683602
FULL,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,2179.754020813624
NONE,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,21149.286805361327
FULL,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,2111.962919734997
NONE,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,18329.184729408476
FULL,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,1976.4524223122953
NONE,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,15495.342128907174
FULL,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,1704.0240194875087
NONE,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,12578.725800053744
FULL,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,1387.0827915041182
NONE,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,8905.71917777194
FULL,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,1184.3002304970296
NONE,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,24099.079222192806
FULL,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,2796.3201203971166
NONE,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,21686.539670633916
FULL,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,2687.9726066485946
NONE,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,18764.36379369584
FULL,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,2489.0049741688917
NONE,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,15901.821436659515
FULL,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,2131.6146273407867
NONE,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,12924.873123142865
FULL,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,1738.6631638654208
NONE,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,9118.601933102054
FULL,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,1461.375300115849
NONE,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,24523.51966791067
FULL,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,3279.746427012356
NONE,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,21978.179216598106
FULL,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,3127.5224884056315
NONE,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,19019.70900835827
FULL,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,2869.287991498406
NONE,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,16113.648781553928
FULL,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,2446.273537039125
NONE,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,13100.911562450025
FULL,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,1990.1132195822036
NONE,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,9243.615300710873
FULL,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,1647.57992769123
NONE,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,24926.634660896616
FULL,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,3563.9374083492658
NONE,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,22310.988452320427
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,3385.2539948012172
NONE,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,19276.974028237753
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,3073.9673390970224
NONE,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,16300.788356579744
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,2618.9151144138536
NONE,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,13255.901760189865
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,2127.0154656136883
NONE,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,9314.559684663345
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,1752.17190304937
