cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,power_based_avg_power_W
NONE,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,221.70501234567897
FULL,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,192.82105555555555
NONE,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,158.9122252252252
FULL,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,167.6644333333333
NONE,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,600.4854444444444
FULL,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,354.0755297619048
NONE,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,451.09222916666664
FULL,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,292.4132638888889
NONE,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,352.67533333333336
FULL,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,253.09388888888893
NONE,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,258.77409090909083
FULL,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,229.34020833333332
NONE,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,216.65091758241758
FULL,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,184.13213333333331
NONE,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,159.42945614035088
FULL,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,160.23872569444444
NONE,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,600.3197222222221
FULL,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,346.61443055555554
NONE,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,449.59485416666666
FULL,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,282.9949361111111
NONE,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,353.6686428571429
FULL,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,241.7003083333333
NONE,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,259.2340208333333
FULL,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,220.09550000000004
NONE,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,222.6486923076923
FULL,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,175.64081666666667
NONE,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,156.3733
FULL,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,152.01060416666667
NONE,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,600.4132222222221
FULL,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,336.8817833333333
NONE,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,443.733537037037
FULL,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,272.54131666666666
NONE,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,350.0931666666667
FULL,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,243.84816666666666
NONE,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,257.58290740740745
FULL,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,211.2926
NONE,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,221.64728571428574
FULL,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,168.65298333333337
NONE,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,159.2548222222222
FULL,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,145.72524404761904
NONE,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,600.5853787878788
FULL,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,329.92577777777785
NONE,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,442.8876666666667
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,266.96838333333335
NONE,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,349.72926969696965
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,236.1416333333333
NONE,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,256.4361333333334
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,207.28265000000002
NONE,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,220.98526666666666
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,163.61656666666667
NONE,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,157.7323925925926
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,140.88580208333335
