cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,memory_util_pct
FULL,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,46.98333333333333
NONE,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,6.140350877192982
FULL,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,40.0
NONE,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,18.666666666666668
FULL,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,67.0
NONE,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,16.729166666666668
FULL,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,65.0
NONE,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,14.0
FULL,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,60.0
NONE,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,12.229166666666666
FULL,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,52.0
NONE,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,9.64102564102564
FULL,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,41.0
NONE,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,7.0
FULL,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,34.958333333333336
NONE,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,19.0
FULL,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,63.0
NONE,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,17.0
FULL,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,60.0
NONE,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,14.333333333333334
FULL,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,55.0
NONE,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,12.0
FULL,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,47.0
NONE,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,10.0
FULL,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,37.96666666666667
NONE,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,7.0
FULL,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,31.0
NONE,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,18.0
FULL,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,59.05555555555555
NONE,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,16.0
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,56.0
NONE,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,13.0
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,50.949999999999996
NONE,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,11.0
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,44.0
NONE,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,9.0
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,34.949999999999996
NONE,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,6.0
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,29.0
