cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,kv_cache_lens,iteration,sm_clock,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util,avg_temperature
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,8193,1,1830,536984,1200,1.8588,75,283.14320000000004,526.3065801600001,100.0,85.0,51.0
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,8193,2,1830,536470,1200,1.8589,75,282.45640000000003,525.05820196,100.0,85.0,50.6
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,8194,0,1830,535810,1200,1.8587,75,282.61620000000005,525.29873094,100.0,85.0,50.0
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,8194,1,1830,534326,1200,1.8606,75,282.5102,525.6384781200001,100.0,85.0,50.0
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,8194,2,1830,506486,1200,1.8605,75,281.7337,524.16554885,100.0,85.0,49.0
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,8195,0,1830,505879,1200,1.8606,75,281.86330000000004,524.4348559800001,100.0,85.0,49.0
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,8195,1,1830,533207,1200,1.8605,75,280.4594000000001,521.7947137000001,100.0,85.0,49.0
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,8195,2,1830,533343,1200,1.8604,75,281.21000000000004,523.163084,100.0,85.0,49.0
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-all,0,0,1530,2726749,131072,8.8113,1,309.2080697674419,2724.5250651418605,100.0,17.046511627906977,52.093023255813954
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-all,0,1,1530,2724096,131072,8.8115,1,309.4520697674418,2726.7369127558136,100.0,16.58139534883721,51.7906976744186
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-all,0,2,1530,2751158,131072,8.8111,1,308.7033571428571,2720.016150121428,100.0,16.761904761904763,51.61904761904762
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8192,0,1530,393053,992,1.7841,62,233.21479999999997,416.07852467999993,100.0,74.0,46.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8192,1,1530,415160,992,1.7839,62,230.73899999999998,411.61530209999995,100.0,74.0,46.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8192,2,1530,414921,992,1.7839,62,229.3648888888889,409.1640252888889,100.0,74.0,45.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8193,0,1530,415116,992,1.785,62,233.3744,416.573304,100.0,74.0,45.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8193,1,1530,430951,992,1.7831,62,239.88788888888888,427.74409467777775,100.0,74.0,45.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8193,2,1530,430551,992,1.7833,62,239.88479999999998,427.78656384,100.0,74.0,44.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8194,0,1530,406635,992,1.7828,62,239.53344444444443,427.0402247555555,100.0,74.0,44.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8194,1,1530,429897,992,1.783,62,239.17033333333333,426.4407043333333,100.0,74.0,44.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8194,2,1530,460570,992,1.7829,62,256.6308,457.54705332000003,100.0,74.0,45.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8195,0,1530,460776,992,1.783,62,256.7378888888889,457.7636558888889,100.0,74.0,45.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8195,1,1530,461046,992,1.783,62,256.56449999999995,457.4545034999999,100.0,74.0,44.1
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8195,2,1530,460828,992,1.7831,62,255.98911111111113,456.45418402222225,100.0,74.0,44.0
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-all,0,0,1230,2613534,131072,10.8075,1,238.15813461538463,2573.8940398557693,100.0,14.346153846153847,45.67307692307692
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-all,0,1,1230,2597851,131072,10.8103,1,237.32173076923075,2565.519106134615,100.0,14.5,45.63461538461539
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-all,0,2,1230,2590886,131072,10.8113,1,236.4594423076923,2556.433968621154,100.0,14.23076923076923,45.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8192,0,1230,371552,800,1.7718,50,207.04822222222222,366.8480401333333,100.0,60.0,42.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8192,1,1230,350833,800,1.7718,50,206.22833333333335,365.39536100000004,100.0,60.0,41.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8192,2,1230,371245,800,1.7719,50,206.69711111111113,366.2466111777778,100.0,60.0,41.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8193,0,1230,371241,800,1.7721,50,206.568,366.05915280000005,100.0,60.0,41.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8193,1,1230,350658,800,1.772,50,206.6051111111111,366.1042568888889,100.0,60.0,41.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8193,2,1230,370832,800,1.7719,50,206.31988888888887,365.57821112222217,100.0,60.0,41.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8194,0,1230,371211,800,1.7718,50,206.5732222222222,366.0064351333333,100.0,60.0,40.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8194,1,1230,350440,800,1.772,50,206.57411111111114,366.0493248888889,100.0,60.0,40.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8194,2,1230,370533,800,1.7719,50,206.26822222222222,365.4866629555556,100.0,60.0,40.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8195,0,1230,370859,800,1.7721,50,206.317,365.61435570000003,100.0,60.0,40.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8195,1,1230,350125,800,1.772,50,206.24977777777778,365.47460622222223,100.0,60.0,40.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8195,2,1230,370257,800,1.7721,50,206.11866666666666,365.26288919999996,100.0,60.0,40.0
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-all,0,0,930,2838004,131072,14.5533,1,194.1191142857143,2825.073705934286,100.0,9.842857142857143,41.285714285714285
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-all,0,1,930,2812693,131072,14.5594,1,193.61695714285713,2818.946725825714,100.0,10.142857142857142,40.82857142857143
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-all,0,2,930,2810938,131072,14.5561,1,194.78521428571426,2835.3130576642857,100.0,10.442857142857143,40.7
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8192,0,930,563993,1216,3.0892,76,182.2386666666667,562.9716890666667,100.0,52.0,38.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8192,1,930,563454,1216,3.0901,76,182.22853333333333,563.1043908533334,100.0,52.0,38.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8192,2,930,563613,1216,3.0893,76,182.22993333333338,562.9629330466669,100.0,52.0,38.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8193,0,930,563575,1216,3.0906,76,182.07193333333333,562.71151716,100.0,52.0,37.93333333333333
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8193,1,930,563581,1216,3.0909,76,182.1161875,562.90292394375,100.0,52.0,37.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8193,2,930,563278,1216,3.0908,76,181.92026666666666,562.2791602133334,100.0,52.0,37.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8194,0,930,562992,1216,3.0905,76,181.86933333333334,562.0671746666667,100.0,52.0,37.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8194,1,930,563347,1216,3.0914,76,181.90466666666669,562.3400865333334,100.0,52.0,37.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8194,2,930,563665,1216,3.0902,76,182.06193333333331,562.6077863866666,100.0,52.0,37.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8195,0,930,563553,1216,3.0906,76,181.99993333333336,562.48899396,100.0,52.0,37.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8195,1,930,563626,1216,3.0907,76,182.13739999999999,562.93206218,100.0,52.0,37.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8195,2,930,563380,1216,3.0904,76,181.9748,562.3749219199999,100.0,52.0,37.0
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-all,0,0,2255,3361428,131072,5.6123,2,600.6833214285715,3371.215004853572,100.0,26.142857142857142,57.035714285714285
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-all,0,1,2242,3415347,131072,5.6458,2,598.3408571428572,3378.112811257143,100.0,26.035714285714285,61.92857142857143
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-all,0,2,2233,3418287,131072,5.6697,2,596.1003571428571,3379.7101948928566,100.0,25.821428571428573,65.32142857142857
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4096,0,2422,852200,2080,2.2549,130,371.10983333333337,836.8155631833334,100.0,86.0,56.0
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4096,1,2422,814882,2080,2.2549,130,370.8623333333333,836.2574754333333,100.0,86.0,55.0
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4096,2,2422,814085,2080,2.2549,130,370.55974999999995,835.575180275,100.0,86.0,55.0
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4097,0,2422,851205,2080,2.2544,130,370.54833333333335,835.3641626666666,100.0,86.0,55.0
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4097,1,2422,850699,2080,2.2545,130,370.2423333333333,834.7113405,100.0,86.0,55.0
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4097,2,2422,813559,2080,2.2544,130,370.36983333333336,834.9617522666667,100.0,86.0,54.166666666666664
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4098,0,2422,850489,2080,2.2545,130,370.4383333333333,835.1532225,100.0,86.0,54.0
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4098,1,2422,850775,2080,2.2545,130,370.3328333333333,834.9153727500001,100.0,86.0,54.0
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4098,2,2422,813706,2080,2.2545,130,370.3859166666667,835.0350491250001,100.0,86.0,54.0
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4099,0,2422,849808,2080,2.2547,130,370.3455833333333,835.0181867416667,100.0,86.0,54.0
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4099,1,2422,850461,2080,2.2546,130,370.24583333333334,834.7562558333333,100.0,86.0,54.0
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,4099,2,2422,813244,2080,2.2546,130,370.19208333333336,834.6350710833334,100.0,86.0,54.0
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-all,0,0,2130,1585080,65536,2.9338,1,548.1263333333334,1608.0930367333335,100.0,25.133333333333333,64.4
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-all,0,1,2130,1650602,65536,2.9338,1,548.3777333333333,1608.8305940533332,100.0,24.866666666666667,65.6
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-all,0,2,2130,1649899,65536,2.9338,1,551.2761999999999,1617.3341155599999,100.0,25.066666666666666,66.8
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4096,0,2130,627724,1808,1.9954,113,314.3565454545454,627.2670508,100.0,85.0,56.18181818181818
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4096,1,2130,626110,1808,1.9954,113,313.5221818181818,625.6021616,100.0,85.0,55.36363636363637
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4096,2,2130,624851,1808,1.9956,113,312.89645454545456,624.4161646909091,100.0,85.0,55.0
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4097,0,2130,623829,1808,1.9953,113,312.30690909090913,623.145975709091,100.0,85.0,54.0
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4097,1,2130,622984,1808,1.9954,113,312.0034,622.57158436,100.0,85.0,54.0
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4097,2,2130,621822,1808,1.9955,113,311.365,621.3288575,100.0,85.0,53.0
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4098,0,2130,620946,1808,1.9952,113,311.01472727272727,620.5365838545455,100.0,85.0,53.0
