cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,total_energy_based_avg_power_W
NONE,16,330,8192,Qwen/Qwen3-8B_prefill-all,101.827172285656
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,132.27619862617667
NONE,16,630,8192,Qwen/Qwen3-8B_prefill-all,148.59762890783597
FULL,16,630,8192,Qwen/Qwen3-8B_decoding-all,163.96201932219444
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-all,191.48217575903226
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,176.8284737058012
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-all,257.2363371505866
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,200.52314799599998
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-all,307.2003978308387
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,249.2205643125596
NONE,16,1830,8192,Qwen/Qwen3-8B_prefill-all,415.5293104453645
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,269.2811795751773
NONE,16,2130,8192,Qwen/Qwen3-8B_prefill-all,533.5332108083551
FULL,16,2130,8192,Qwen/Qwen3-8B_decoding-all,307.97176353963056
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-all,598.3532179915958
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-all,372.7507497559549
NONE,16,330,4096,Qwen/Qwen3-8B_prefill-all,104.89898950911295
FULL,16,330,4096,Qwen/Qwen3-8B_decoding-all,125.99825069340828
NONE,16,630,4096,Qwen/Qwen3-8B_prefill-all,150.93969008501836
FULL,16,630,4096,Qwen/Qwen3-8B_decoding-all,160.83501970390884
NONE,16,930,4096,Qwen/Qwen3-8B_prefill-all,194.2310272980895
FULL,16,930,4096,Qwen/Qwen3-8B_decoding-all,171.41374462339397
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-all,260.25651410827595
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,192.06481131068477
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-all,309.9865841159265
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,241.22805754359686
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-all,412.2061831223878
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,266.74214592034866
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-all,525.0553769609124
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,298.0050185586466
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-all,599.0984112429687
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,362.92589924070273
NONE,16,330,1024,Qwen/Qwen3-8B_prefill-all,106.66945433468575
FULL,16,330,1024,Qwen/Qwen3-8B_decoding-all,121.13532903521488
NONE,16,630,1024,Qwen/Qwen3-8B_prefill-all,153.81706041589763
FULL,16,630,1024,Qwen/Qwen3-8B_decoding-all,152.5757752602438
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-all,191.5408042895442
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-all,166.14508522766107
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-all,264.14965105403263
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-all,187.52769751232447
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-all,347.6554302670623
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-all,230.86910551913724
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-all,422.43510142158794
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-all,272.8689746942896
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-all,533.1251586697132
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-all,289.96061581035576
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-all,595.8731177833733
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-all,351.29710907043545
NONE,16,330,256,Qwen/Qwen3-8B_prefill-all,96.26541018524496
FULL,16,330,256,Qwen/Qwen3-8B_decoding-all,119.15527465266156
NONE,16,630,256,Qwen/Qwen3-8B_prefill-all,145.9823492752749
FULL,16,630,256,Qwen/Qwen3-8B_decoding-all,149.659006591894
NONE,16,930,256,Qwen/Qwen3-8B_prefill-all,188.46599928040806
FULL,16,930,256,Qwen/Qwen3-8B_decoding-all,162.85510155660594
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-all,242.7666098807496
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-all,185.5102498667938
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-all,330.9519980702742
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-all,224.5210774248098
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-all,387.0490588409663
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-all,268.43546136561326
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-all,491.05564192625855
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-all,305.7840453773476
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,573.8577865774562
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-all,343.6848900052159
