cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,kv_cache_lens,iteration,sm_clock,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util,avg_temperature
NONE,16,330,8192,Qwen/Qwen3-8B_prefill-all,0,0,330,3902584,131072,38.2501,1,102.53156043956048,3921.8424399692326,100.0,4.697802197802198,29.0
NONE,16,330,8192,Qwen/Qwen3-8B_prefill-all,0,1,330,3890660,131072,38.2502,1,101.97811538461538,3900.6833090846153,100.0,4.582417582417582,28.0
NONE,16,330,8192,Qwen/Qwen3-8B_prefill-all,0,2,330,3891200,131072,38.2475,1,102.04081318681318,3902.8060023626376,100.0,4.543956043956044,28.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8192,0,330,242229,416,1.8004,26,134.43869999999998,242.04343547999997,100.0,31.0,28.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8192,1,330,242315,416,1.8012,26,134.5366,242.32732391999997,100.0,31.0,28.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8192,2,330,242151,416,1.8018,26,134.39000000000001,242.14390200000003,100.0,31.0,28.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8193,0,330,242570,416,1.8016,26,134.8793,242.99854688000002,100.0,31.0,28.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8193,1,330,229529,416,1.8007,26,134.9057,242.92469398999998,100.0,31.0,28.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8193,2,330,242738,416,1.8013,26,135.0867,243.33167271,100.0,31.0,28.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8194,0,330,229696,416,1.8016,26,135.34510000000003,243.83773216000006,100.0,31.0,28.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8194,1,330,242949,416,1.801,26,134.8831,242.92446310000003,100.0,31.0,29.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8194,2,330,243131,416,1.8011,26,135.07330000000002,243.28052063,100.0,31.0,29.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8195,0,330,229735,416,1.8018,26,135.26219999999998,243.71543195999996,100.0,31.0,29.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8195,1,330,242835,416,1.8025,26,135.41929999999996,244.09328824999994,100.0,31.0,29.0
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-all,8195,2,330,229735,416,1.8035,26,135.0128,243.49558480000002,100.0,31.0,29.0
NONE,16,630,8192,Qwen/Qwen3-8B_prefill-all,0,0,630,3053407,131072,20.5247,1,149.1708686868687,3061.6873285373736,100.0,7.8686868686868685,32.2020202020202
NONE,16,630,8192,Qwen/Qwen3-8B_prefill-all,0,1,630,3038711,131072,20.5257,1,149.09509183673472,3060.281126513266,100.0,7.459183673469388,32.795918367346935
NONE,16,630,8192,Qwen/Qwen3-8B_prefill-all,0,2,630,3057781,131072,20.5246,1,149.38032653061225,3065.9714499102042,100.0,7.8061224489795915,32.94897959183673
FULL,16,630,8192,Qwen/Qwen3-8B_decoding-all,8192,0,630,368284,800,2.2345,50,167.78763636363635,374.92147345454543,100.0,48.0,32.0
FULL,16,630,8192,Qwen/Qwen3-8B_decoding-all,8192,1,630,368889,800,2.2348,50,167.85572727272728,375.1239793090909,100.0,48.0,32.0
