cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,memory_util_pct
NONE,16,330,8192,Qwen/Qwen3-8B_prefill-attn,2.8262910798122065
FULL,16,330,8192,Qwen/Qwen3-8B_decoding-attn,30.0
NONE,16,630,8192,Qwen/Qwen3-8B_prefill-attn,4.726495726495727
FULL,16,630,8192,Qwen/Qwen3-8B_decoding-attn,46.125
