cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,avg_temperature_C
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-all,44.26666666666667
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-all,40.0
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-all,50.73290598290598
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-all,43.800000000000004
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-all,57.976190476190474
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-all,47.583333333333336
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-all,63.509803921568626
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-all,53.5625
NONE,16,930,512,Qwen/Qwen3-8B_prefill-all,43.26666666666667
FULL,16,930,512,Qwen/Qwen3-8B_decoding-all,37.666666666666664
NONE,16,1230,512,Qwen/Qwen3-8B_prefill-all,41.238095238095234
FULL,16,1230,512,Qwen/Qwen3-8B_decoding-all,37.0
NONE,16,1530,512,Qwen/Qwen3-8B_prefill-all,44.0
FULL,16,1530,512,Qwen/Qwen3-8B_decoding-all,39.75
NONE,16,1830,512,Qwen/Qwen3-8B_prefill-all,49.23809523809524
FULL,16,1830,512,Qwen/Qwen3-8B_decoding-all,43.0
NONE,16,2130,512,Qwen/Qwen3-8B_prefill-all,55.75
FULL,16,2130,512,Qwen/Qwen3-8B_decoding-all,46.025
NONE,16,2430,512,Qwen/Qwen3-8B_prefill-all,60.629629629629626
FULL,16,2430,512,Qwen/Qwen3-8B_decoding-all,51.083333333333336
NONE,16,930,256,Qwen/Qwen3-8B_prefill-all,42.666666666666664
FULL,16,930,256,Qwen/Qwen3-8B_decoding-all,37.28888888888889
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-all,41.1
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-all,37.0
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-all,44.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-all,40.0
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-all,49.166666666666664
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-all,43.39166666666667
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-all,55.73333333333333
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-all,46.166666666666664
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,61.48484848484848
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-all,51.993055555555564
