cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,avg_temperature_C
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-all,37.13809523809524
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,34.114583333333336
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-all,42.429245283018865
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,37.75
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-all,46.27131782945737
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,41.675925925925924
NONE,16,1830,8192,Qwen/Qwen3-8B_prefill-all,54.620370370370374
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,46.19166666666666
NONE,16,2130,8192,Qwen/Qwen3-8B_prefill-all,63.020833333333336
FULL,16,2130,8192,Qwen/Qwen3-8B_decoding-all,50.97727272727273
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-all,67.60215053763442
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-all,56.28472222222222
NONE,16,930,4096,Qwen/Qwen3-8B_prefill-all,41.271780303030305
FULL,16,930,4096,Qwen/Qwen3-8B_decoding-all,35.33888888888889
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-all,41.462222222222216
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,36.74074074074074
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-all,45.01666666666667
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,40.30555555555555
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-all,51.74509803921569
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,44.25
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-all,59.28888888888889
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,48.18333333333334
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-all,65.10180623973729
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,54.743055555555564
NONE,16,930,2048,Qwen/Qwen3-8B_prefill-all,42.3125
FULL,16,930,2048,Qwen/Qwen3-8B_decoding-all,36.345238095238095
NONE,16,1230,2048,Qwen/Qwen3-8B_prefill-all,41.333333333333336
FULL,16,1230,2048,Qwen/Qwen3-8B_decoding-all,36.666666666666664
NONE,16,1530,2048,Qwen/Qwen3-8B_prefill-all,44.333333333333336
FULL,16,1530,2048,Qwen/Qwen3-8B_decoding-all,40.0
NONE,16,1830,2048,Qwen/Qwen3-8B_prefill-all,50.98039215686274
FULL,16,1830,2048,Qwen/Qwen3-8B_decoding-all,44.083333333333336
NONE,16,2130,2048,Qwen/Qwen3-8B_prefill-all,58.231746031746034
FULL,16,2130,2048,Qwen/Qwen3-8B_decoding-all,47.583333333333336
NONE,16,2430,2048,Qwen/Qwen3-8B_prefill-all,63.19761904761905
FULL,16,2430,2048,Qwen/Qwen3-8B_decoding-all,53.3939393939394
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-all,43.10185185185185
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-all,37.083333333333336
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-all,41.444444444444436
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-all,37.0
