cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,total_energy_based_avg_power_W
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-all,191.1912601565557
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,176.3702780374641
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-all,258.39088129336756
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,200.4885808537495
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-all,303.7277833462564
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,245.49504511028775
NONE,16,1830,8192,Qwen/Qwen3-8B_prefill-all,413.72373018970336
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,274.7387279250066
NONE,16,2130,8192,Qwen/Qwen3-8B_prefill-all,533.2778176449026
FULL,16,2130,8192,Qwen/Qwen3-8B_decoding-all,307.7649000667421
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-all,597.9495726266714
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-all,372.21206587797343
NONE,16,930,4096,Qwen/Qwen3-8B_prefill-all,196.06117841938075
FULL,16,930,4096,Qwen/Qwen3-8B_decoding-all,174.04190969365263
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-all,258.66824654149195
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,192.89017733679435
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-all,319.26517412105954
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,238.75356012468245
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-all,411.66765478943097
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,273.67810901032186
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-all,530.5320792439113
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,300.42925822741455
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-all,602.821079483005
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,361.62217006412976
NONE,16,930,2048,Qwen/Qwen3-8B_prefill-all,196.8859152694769
FULL,16,930,2048,Qwen/Qwen3-8B_decoding-all,170.73630273841627
NONE,16,1230,2048,Qwen/Qwen3-8B_prefill-all,262.8358676016671
FULL,16,1230,2048,Qwen/Qwen3-8B_decoding-all,188.84316586684207
NONE,16,1530,2048,Qwen/Qwen3-8B_prefill-all,331.66075753852635
FULL,16,1530,2048,Qwen/Qwen3-8B_decoding-all,237.1463270232113
NONE,16,1830,2048,Qwen/Qwen3-8B_prefill-all,418.61932856905435
FULL,16,1830,2048,Qwen/Qwen3-8B_decoding-all,272.28017051881784
NONE,16,2130,2048,Qwen/Qwen3-8B_prefill-all,530.1292196614708
FULL,16,2130,2048,Qwen/Qwen3-8B_decoding-all,292.2951482360048
NONE,16,2430,2048,Qwen/Qwen3-8B_prefill-all,593.4678841621203
FULL,16,2430,2048,Qwen/Qwen3-8B_decoding-all,355.1968965244241
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-all,195.93121238177127
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-all,168.29126498356374
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-all,265.22938815439284
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-all,189.5334010113756
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-all,322.1004484943404
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-all,231.63782156798192
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-all,411.98351054117444
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-all,267.6421338670143
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-all,534.6089490164786
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-all,289.33794235802037
