cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,total_energy_based_avg_power_W
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-all,588.9462139423076
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-all,355.3062657945593
NONE,16,930,512,Qwen/Qwen3-8B_prefill-all,190.1591671685451
FULL,16,930,512,Qwen/Qwen3-8B_decoding-all,167.6128830024403
NONE,16,1230,512,Qwen/Qwen3-8B_prefill-all,259.0675538839867
FULL,16,1230,512,Qwen/Qwen3-8B_decoding-all,187.0228553869094
NONE,16,1530,512,Qwen/Qwen3-8B_prefill-all,324.399456003054
FULL,16,1530,512,Qwen/Qwen3-8B_decoding-all,228.31779622912984
NONE,16,1830,512,Qwen/Qwen3-8B_prefill-all,400.9816661487613
FULL,16,1830,512,Qwen/Qwen3-8B_decoding-all,273.2049118997667
NONE,16,2130,512,Qwen/Qwen3-8B_prefill-all,501.43434146816224
FULL,16,2130,512,Qwen/Qwen3-8B_decoding-all,287.13819523900685
NONE,16,2430,512,Qwen/Qwen3-8B_prefill-all,585.9993893751272
FULL,16,2430,512,Qwen/Qwen3-8B_decoding-all,348.65496308319007
NONE,16,930,256,Qwen/Qwen3-8B_prefill-all,177.79968907724088
FULL,16,930,256,Qwen/Qwen3-8B_decoding-all,165.6091931709106
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-all,244.3750709931468
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-all,184.36064563421846
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-all,306.36246760812355
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-all,226.6683234545421
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-all,389.135985473142
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-all,272.3014974318093
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-all,493.9077413531524
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-all,283.39637642948946
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,602.9362404684097
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-all,346.032785793809
