cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,throughput_tokens_per_sec
FULL,16,1230,2048,Qwen/Qwen3-8B_decoding-all,739.8805914934285
NONE,16,1530,2048,Qwen/Qwen3-8B_prefill-all,17254.186119984555
FULL,16,1530,2048,Qwen/Qwen3-8B_decoding-all,913.2725092222912
NONE,16,1830,2048,Qwen/Qwen3-8B_prefill-all,20422.137277713147
FULL,16,1830,2048,Qwen/Qwen3-8B_decoding-all,1062.235416738704
NONE,16,2130,2048,Qwen/Qwen3-8B_prefill-all,23501.960409295207
FULL,16,2130,2048,Qwen/Qwen3-8B_decoding-all,1117.300567712359
NONE,16,2430,2048,Qwen/Qwen3-8B_prefill-all,24304.198051787513
FULL,16,2430,2048,Qwen/Qwen3-8B_decoding-all,1140.0522523949016
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-all,10565.778159931213
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-all,722.5315166742299
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-all,14142.222094344781
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-all,828.8346410375611
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-all,17495.550651384638
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-all,1020.3640126040539
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-all,20710.985013413483
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-all,1189.765810757466
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-all,23769.903159116464
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-all,1256.1884282642395
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-all,24615.384615384617
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-all,1284.3763936375801
NONE,16,930,512,Qwen/Qwen3-8B_prefill-all,10572.141443689236
FULL,16,930,512,Qwen/Qwen3-8B_decoding-all,764.9648893068385
NONE,16,1230,512,Qwen/Qwen3-8B_prefill-all,14220.164906697524
FULL,16,1230,512,Qwen/Qwen3-8B_decoding-all,880.161604763512
NONE,16,1530,512,Qwen/Qwen3-8B_prefill-all,17591.14334796717
FULL,16,1530,512,Qwen/Qwen3-8B_decoding-all,1083.90036269896
NONE,16,1830,512,Qwen/Qwen3-8B_prefill-all,20827.70699737281
FULL,16,1830,512,Qwen/Qwen3-8B_decoding-all,1267.5870365751678
NONE,16,2130,512,Qwen/Qwen3-8B_prefill-all,23918.830141852603
FULL,16,2130,512,Qwen/Qwen3-8B_decoding-all,1342.0177457627874
NONE,16,2430,512,Qwen/Qwen3-8B_prefill-all,25011.19478933442
FULL,16,2430,512,Qwen/Qwen3-8B_decoding-all,1374.832919610464
NONE,16,930,256,Qwen/Qwen3-8B_prefill-all,10467.448942649658
FULL,16,930,256,Qwen/Qwen3-8B_decoding-all,786.8767593101886
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-all,13957.820605050927
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-all,905.4193494166042
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-all,17278.88150097427
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-all,1114.847916163437
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-all,20491.763790324076
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-all,1304.4778012301947
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-all,23598.54813619865
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-all,1384.1742741324192
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,25098.039215686276
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-all,1420.3231975025983
