cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,throughput_tokens_per_sec
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-all,8997.398365798465
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,388.6505101836981
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-all,12035.517411305947
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,450.4779289277218
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-all,14872.855873063902
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,556.1811139507829
NONE,16,1830,8192,Qwen/Qwen3-8B_prefill-all,17638.77861362688
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,644.9503522593416
NONE,16,2130,8192,Qwen/Qwen3-8B_prefill-all,20300.362934243334
FULL,16,2130,8192,Qwen/Qwen3-8B_decoding-all,667.5805400912009
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-all,21072.10417727285
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-all,676.8284944796175
NONE,16,930,4096,Qwen/Qwen3-8B_prefill-all,9929.145350510831
FULL,16,930,4096,Qwen/Qwen3-8B_decoding-all,528.3923852636486
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-all,13274.18930141176
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,605.5166056136435
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-all,16387.550635971125
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,746.9417748512312
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-all,19427.284045769844
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,867.091583755069
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-all,22333.69683751363
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,906.2164544114146
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-all,23111.7276077514
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,922.5821951985806
NONE,16,930,2048,Qwen/Qwen3-8B_prefill-all,10398.688316496535
FULL,16,930,2048,Qwen/Qwen3-8B_decoding-all,647.913256350219
NONE,16,1230,2048,Qwen/Qwen3-8B_prefill-all,13982.902578837318
