cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,power_based_avg_power_W
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-all,192.3010952380952
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,179.67333506944442
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-all,256.89506301403
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,204.56214537037042
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-all,306.11601550387593
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,253.82732222222225
NONE,16,1830,8192,Qwen/Qwen3-8B_prefill-all,417.9363148148148
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding-all,282.8607416666667
NONE,16,2130,8192,Qwen/Qwen3-8B_prefill-all,536.28015625
FULL,16,2130,8192,Qwen/Qwen3-8B_decoding-all,315.86041666666665
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-all,599.4403118279571
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-all,380.28664583333335
NONE,16,930,4096,Qwen/Qwen3-8B_prefill-all,198.02004987373735
FULL,16,930,4096,Qwen/Qwen3-8B_decoding-all,176.25598888888888
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill-all,263.78240999999997
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding-all,198.89711111111112
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill-all,320.5102666666667
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding-all,246.18358518518517
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-all,420.30137254901956
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,281.60883425925925
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill-all,538.2748444444445
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,306.3599803030303
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill-all,599.1393267651889
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding-all,370.94581944444445
NONE,16,930,2048,Qwen/Qwen3-8B_prefill-all,199.82443750000002
FULL,16,930,2048,Qwen/Qwen3-8B_decoding-all,173.9328630952381
NONE,16,1230,2048,Qwen/Qwen3-8B_prefill-all,267.25280555555554
FULL,16,1230,2048,Qwen/Qwen3-8B_decoding-all,195.56673263888888
NONE,16,1530,2048,Qwen/Qwen3-8B_prefill-all,332.2229666666667
FULL,16,1530,2048,Qwen/Qwen3-8B_decoding-all,241.36233333333334
NONE,16,1830,2048,Qwen/Qwen3-8B_prefill-all,425.21017769607846
FULL,16,1830,2048,Qwen/Qwen3-8B_decoding-all,282.6493148148148
NONE,16,2130,2048,Qwen/Qwen3-8B_prefill-all,541.9776444444445
FULL,16,2130,2048,Qwen/Qwen3-8B_decoding-all,301.81885
NONE,16,2430,2048,Qwen/Qwen3-8B_prefill-all,603.0945666666667
FULL,16,2430,2048,Qwen/Qwen3-8B_decoding-all,364.9863863636364
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-all,202.73397685185185
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-all,171.45273333333333
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-all,267.8832777777777
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-all,193.04971296296296
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-all,329.0650047619048
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-all,238.04978240740738
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-all,424.826282051282
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-all,275.14985
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-all,540.7326666666667
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-all,298.23642348484844
