cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,kv_cache_lens,iteration,sm_clock,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util,avg_temperature
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-all,0,0,930,2785038,131072,14.5616,1,192.54941428571428,2803.8275510628573,100.0,10.842857142857143,36.98571428571429
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-all,0,1,930,2785958,131072,14.5676,1,191.75087142857143,2793.349994622857,100.0,10.67142857142857,37.07142857142857
NONE,16,930,8192,Qwen/Qwen3-8B_prefill-all,0,2,930,2784693,131072,14.5741,1,192.60299999999998,2807.0153822999996,100.0,9.557142857142857,37.357142857142854
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8192,0,930,556390,1216,3.1281,76,179.68525,562.0734305249999,100.0,52.0,35.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8192,1,930,556360,1216,3.1278,76,179.6473125,561.9008640375,100.0,52.0,34.375
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8192,2,930,556392,1216,3.128,76,179.71175,562.138354,100.0,52.0,34.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8193,0,930,556126,1216,3.1292,76,179.6760625,562.242334775,100.0,52.0,34.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8193,1,930,556004,1216,3.1288,76,179.7201875,562.30852265,100.0,52.0,34.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8193,2,930,556191,1216,3.1292,76,179.668,562.2171056,100.0,52.0,34.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8194,0,930,538666,1216,3.1289,76,179.75166666666667,562.4249898333333,100.0,52.0,34.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8194,1,930,538775,1216,3.1291,76,179.69833333333335,562.2940548333335,100.0,52.0,34.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8194,2,930,538702,1216,3.1291,76,179.7311333333333,562.3966893133332,100.0,52.0,34.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8195,0,930,556179,1216,3.1289,76,179.57520000000002,561.87284328,100.0,52.0,34.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8195,1,928,556013,1216,3.1292,76,179.64093749999998,562.1324216249999,100.0,52.0,34.0
FULL,16,930,8192,Qwen/Qwen3-8B_decoding-all,8195,2,930,556077,1216,3.129,76,179.5741875,561.8876326875,100.0,52.0,34.0
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-all,0,0,1230,2822319,131072,10.8896,1,255.78090566037733,2785.3517502792447,100.0,13.69811320754717,41.283018867924525
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-all,0,1,1230,2807888,131072,10.8901,1,256.6562641509434,2795.012382230189,100.0,13.943396226415095,42.75471698113208
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill-all,0,2,1230,2811759,131072,10.8916,1,258.2480192307692,2812.734126253846,100.0,13.923076923076923,43.25
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8192,0,1230,368570,800,1.7755,50,205.0815,364.12220325000004,100.0,60.0,39.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8192,1,1230,347698,800,1.7754,50,205.0242,363.99996468,100.0,60.0,39.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8192,2,1230,348202,800,1.7757,50,204.8038888888889,363.6702655,100.0,60.0,38.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8193,0,1230,348157,800,1.7757,50,204.79644444444443,363.6570464,100.0,60.0,38.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8193,1,1230,347997,800,1.7762,50,204.67655555555555,363.5464979777778,100.0,60.0,38.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8193,2,1230,347412,800,1.7762,50,204.15622222222223,362.62228191111114,100.0,60.0,38.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8194,0,1230,347788,800,1.776,50,204.6467777777778,363.4526773333334,100.0,60.0,38.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8194,1,1230,367616,800,1.7759,50,204.61422222222225,363.3743972444445,100.0,60.0,37.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8194,2,1230,367336,800,1.776,50,204.56033333333332,363.299152,100.0,60.0,37.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8195,0,1230,347230,800,1.7761,50,203.39929999999998,361.25749672999996,100.0,60.0,37.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8195,1,1230,367220,800,1.7761,50,204.50240000000002,363.21671264,100.0,60.0,37.0
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding-all,8195,2,1230,367326,800,1.7759,50,204.4839,363.14295801000003,100.0,60.0,37.0
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-all,0,0,1530,2695448,131072,8.8159,1,308.3306511627906,2718.2121875860457,100.0,16.651162790697676,45.46511627906977
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-all,0,1,1530,2650838,131072,8.8115,1,304.6940930232558,2684.8120006744184,100.0,16.790697674418606,46.48837209302326
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill-all,0,2,1530,2683821,131072,8.8111,1,305.3233023255814,2690.23414912093,100.0,16.767441860465116,46.86046511627907
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8192,0,1530,406582,992,1.7833,62,252.88666666666666,450.9727926666667,100.0,74.0,43.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8192,1,1530,431639,992,1.7834,62,252.2223333333333,449.81330926666664,100.0,74.0,42.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8192,2,1530,456581,992,1.7835,62,252.23470000000003,449.8605874500001,100.0,74.0,42.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8193,0,1530,432501,992,1.784,62,255.13066666666666,455.1531093333333,100.0,74.0,42.0
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding-all,8193,1,1530,456578,992,1.7834,62,253.6558,452.36975372,100.0,74.0,42.0
