cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,kv_cache_lens,iteration,sm_clock,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util,avg_temperature
NONE,8,2430,16384,nvidia/Qwen3-8B-NVFP4_prefill-all,0,0,2391,2567796,131072,4.2211,1,601.6970476190476,2539.8234077047614,100.0,26.761904761904763,57.23809523809524
NONE,8,2430,16384,nvidia/Qwen3-8B-NVFP4_prefill-all,0,1,2380,2519397,131072,4.2373,1,601.1755714285714,2547.361248814286,100.0,26.19047619047619,62.095238095238095
NONE,8,2430,16384,nvidia/Qwen3-8B-NVFP4_prefill-all,0,2,2370,2518307,131072,4.2493,1,600.215619047619,2550.4962300190473,100.0,26.38095238095238,65.52380952380952
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16384,0,2422,686431,800,2.016,100,343.84345454545456,693.1884043636364,100.0,73.0,55.63636363636363
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16384,1,2422,685567,800,2.016,100,342.99554545454544,691.4790196363637,100.0,73.0,55.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16384,2,2422,684840,800,2.0159,100,343.1024545454545,691.6602381181817,100.0,73.0,55.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16385,0,2422,719011,800,2.0154,100,342.14381818181823,689.5566511636365,100.0,73.0,54.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16385,1,2422,684244,800,2.0154,100,342.7552727272727,690.7889766545454,100.0,73.0,54.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16385,2,2422,684098,800,2.0154,100,342.18427272727274,689.6381832545455,100.0,73.0,54.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16386,0,2422,717802,800,2.0154,100,342.3371818181818,689.9463562363636,100.0,73.0,54.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16386,1,2422,683862,800,2.0155,100,342.39654545454545,690.1002373636363,100.0,73.0,54.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16386,2,2422,683341,800,2.0156,100,341.9093636363637,689.1525133454547,100.0,73.0,53.54545454545455
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16387,0,2422,683609,800,2.0155,100,342.21299999999997,689.7303014999999,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16387,1,2422,683560,800,2.0156,100,342.55,690.4437800000001,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16387,2,2422,683551,800,2.0155,100,342.16954545454547,689.6427188636363,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16388,0,2422,683087,800,2.0163,100,341.9617272727273,689.4974307000001,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16388,1,2422,717573,800,2.0162,100,341.7891818181818,689.1153483818182,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16388,2,2422,683093,800,2.0162,100,342.0576363636364,689.6566064363637,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16389,0,2422,683633,800,2.0159,100,342.32772727272726,690.0984654090909,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16389,1,2422,717039,800,2.0158,100,341.983,689.3693314,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16389,2,2422,683586,800,2.0156,100,341.77681818181816,688.8853547272727,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16390,0,2422,683298,800,2.0159,100,342.2024545454546,689.8459281181819,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16390,1,2422,683633,800,2.0159,100,342.026,689.4902133999999,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16390,2,2422,683513,800,2.0159,100,341.8014545454546,689.0375522181819,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16391,0,2422,683343,800,2.0161,100,342.26481818181816,690.0400999363635,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16391,1,2422,683030,800,2.0165,100,341.9046363636363,689.4506992272727,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16391,2,2422,717587,800,2.0163,100,341.688,688.9455144000001,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16392,0,2422,682955,800,2.0159,100,342.26200000000006,689.9659658,100.0,73.0,53.0
FULL,8,2430,16384,nvidia/Qwen3-8B-NVFP4_decoding-all,16392,1,2422,683578,800,2.0157,100,342.0212727272728,689.4122794363637,100.0,73.0,53.0
