cudagraph_mode,manipulated,batch_size,graph_batch_size,during_time,index,length,avg_power_js,total_energy_j,energy_per_sample,throughput,timestamp,power,temperature,graphics_clock,sm_clock,memory_clock,memory_used,memory_total,gpu_util,memory_util,power_violation_time_ns,power_reference_time_ns,thermal_violation_time_ns,decoding_steps,perf_state,power_state,total_energy,model_mode,kv_cache_lens,model_name,graph_mode,repeat_count,input_len
FULL,False,16,16,1.4878,1,15,,,,,1773320423.6639442,210.896,57,2422,2422,12481,94496.25,97887.0,100,90,1600898432,1773320423660363,0,,0,0,23040546588,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,2,15,,,,,1773320423.769645,210.896,57,2422,2422,12481,94496.25,97887.0,100,90,1600898432,1773320423750000,0,,0,0,23040617525,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,3,15,,,,,1773320423.878489,232.135,56,2422,2422,12481,94496.25,97887.0,95,88,1600898432,1773320423871360,0,,0,0,23040654177,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,4,15,,,,,1773320423.9891067,273.259,56,2422,2422,12481,94496.25,97887.0,100,93,1600898432,1773320423980047,0,,0,0,23040690997,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,5,15,,,,,1773320424.0975907,282.083,56,2422,2422,12481,94496.25,97887.0,100,93,1600898432,1773320424090673,0,,0,0,23040727652,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,6,15,,,,,1773320424.2060425,328.823,56,2422,2422,12481,94496.25,97887.0,100,93,1600898432,1773320424199153,0,,0,0,23040764273,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,7,15,,,,,1773320424.314471,332.86,56,2422,2422,12481,94496.25,97887.0,100,93,1600898432,1773320424307611,0,,0,0,23040801033,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,8,15,,,,,1773320424.423011,358.268,56,2422,2422,12481,94496.25,97887.0,100,93,1600898432,1773320424416068,0,,0,0,23040837604,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,9,15,,,,,1773320424.5315397,363.054,56,2422,2422,12481,94496.25,97887.0,100,93,1600898432,1773320424524562,0,,0,0,23040874123,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,10,15,,,,,1773320424.6400023,364.349,56,2422,2422,12481,94496.25,97887.0,100,93,1600898432,1773320424633044,0,,0,0,23040910856,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,11,15,,,,,1773320424.749105,366.122,56,2422,2422,12481,94496.25,97887.0,100,93,1600898432,1773320424741346,0,,0,0,23040947618,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,12,15,,,,,1773320424.8578594,365.847,56,2422,2422,12481,94496.25,97887.0,100,93,1600898432,1773320424850794,0,,0,0,23040984202,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,13,15,,,,,1773320424.9669926,375.473,56,2422,2422,12481,94496.25,97887.0,100,93,1600898432,1773320424959907,0,,0,0,23041057639,,16398,llama,seg,45,16384
FULL,False,16,16,1.4878,14,15,,,,,1773320425.0756025,376.54,56,2422,2422,12481,94496.25,97887.0,100,93,1600898432,1773320425068837,0,,0,0,23041094325,,16398,llama,seg,45,16384
