sm_clock,kv_group,kv_cache_lens,graph_mode,batch_size,avg_power,avg_total_energy_delta,avg_print_index,points
1320,1024,1043,mani,5,212.62625,486624.0,16.5,12
1320,1024,1043,mani,6,210.30358333333334,482872.0,16.5,12
1320,1024,1043,mani,7,213.02175,488045.0,17.5,12
1320,1024,1043,mani,8,215.02658333333332,471512.0,16.5,12
1320,1024,1043,mani,9,213.94758333333334,490246.0,17.5,12
1320,1024,1043,mani,10,215.6623076923077,495697.0,18.0,13
1320,1024,1043,mani,11,217.75508333333335,499805.0,17.5,12
1320,1024,1043,mani,12,220.34315384615385,505189.0,18.0,13
1320,1024,1043,mani,13,222.89683333333332,511128.0,17.5,12
1320,1024,1043,mani,14,223.47258333333332,534567.0,17.5,12
1320,1024,1043,mani,15,223.78853846153848,535494.0,18.0,13
1320,1024,1043,mani,16,223.56,534773.0,19.0,13
1320,1024,1043,seg,1,221.49372727272728,464313.0,16.0,11
1320,1024,1043,seg,2,208.85854545454546,457944.0,16.0,11
1320,1024,1043,seg,3,210.4347272727273,441978.0,16.0,11
1320,1024,1043,seg,4,210.26816666666664,461264.0,16.5,12
1320,1024,1043,seg,5,214.42508333333333,470228.0,16.5,12
1320,1024,1043,seg,6,212.86275,487545.0,16.5,12
1320,1024,1043,seg,7,214.17058333333333,490869.0,17.5,12
1320,1024,1043,seg,8,215.42375,493568.0,17.5,12
1320,1024,1043,seg,9,219.5019166666667,502992.0,17.5,12
1320,1024,1043,seg,10,220.60533333333333,526939.0,17.5,12
1320,1024,1043,seg,11,221.33023076923078,507983.0,18.0,13
1320,1024,1043,seg,12,222.41346153846155,509516.0,18.0,13
1320,1024,1043,seg,13,222.63649999999998,532997.0,17.5,12
1320,1024,1043,seg,14,222.66691666666668,533475.0,17.5,12
1320,1024,1043,seg,15,222.55246153846153,532462.0,18.0,13
1320,1024,1043,seg,16,222.45215384615386,532171.0,18.0,13
1320,1024,1044,mani,1,223.54336363636364,467434.0,15.0,11
1320,1024,1044,mani,2,210.53266666666664,462139.0,16.5,12
1320,1024,1044,mani,3,213.16808333333333,446583.0,16.5,12
1320,1024,1044,mani,4,211.82433333333333,466107.0,16.5,12
1320,1024,1044,mani,5,212.72991666666667,466808.0,16.5,12
1320,1024,1044,mani,6,210.59641666666667,482746.0,17.5,12
1320,1024,1044,mani,7,213.03025,466530.0,17.5,12
1320,1024,1044,mani,8,214.53408333333334,493035.0,16.5,12
1320,1024,1044,mani,9,213.43416666666667,511165.0,17.5,12
1320,1024,1044,mani,10,215.50116666666668,494361.0,17.5,12
1320,1024,1044,mani,11,218.00141666666664,521330.0,17.5,12
1320,1024,1044,mani,12,220.37408333333335,527496.0,17.5,12
1320,1024,1044,mani,13,222.80623076923075,533159.0,18.0,13
1320,1024,1044,mani,14,223.48841666666667,534811.0,17.5,12
1320,1024,1044,mani,15,223.79961538461538,535555.0,18.0,13
1320,1024,1044,mani,16,223.17076923076922,535864.0,18.0,13
1320,1024,1044,seg,1,221.93609090909092,442145.0,16.0,11
1320,1024,1044,seg,2,208.31475,457944.0,16.5,12
1320,1024,1044,seg,3,211.16100000000003,462937.0,16.0,11
1320,1024,1044,seg,4,210.4573333333333,461264.0,16.5,12
1320,1024,1044,seg,5,214.11883333333333,491792.0,16.5,12
1320,1024,1044,seg,6,212.78158333333332,467119.0,17.5,12
1320,1024,1044,seg,7,214.23758333333333,490670.0,17.5,12
1320,1024,1044,seg,8,215.40366666666668,494082.0,16.5,12
1320,1024,1044,seg,9,219.84124999999997,525547.0,17.5,12
1320,1024,1044,seg,10,220.7093076923077,526079.0,18.0,13
1320,1024,1044,seg,11,221.6553846153846,529369.0,18.0,13
1320,1024,1044,seg,12,221.69183333333334,509144.0,17.5,12
1320,1024,1044,seg,13,222.79375000000002,532997.0,17.5,12
1320,1024,1044,seg,14,222.42046153846152,532849.0,18.0,13
1320,1024,1044,seg,15,222.64923076923077,532462.0,18.0,13
1320,1024,1044,seg,16,222.53946153846152,554332.0,18.0,13
1320,1024,1045,mani,1,223.6279090909091,467434.0,16.0,11
1320,1024,1045,mani,2,210.55825000000002,462139.0,16.5,12
1320,1024,1045,mani,3,212.34545454545457,467570.0,16.0,11
1320,1024,1045,mani,4,211.87008333333333,466395.0,16.5,12
1320,1024,1045,mani,5,212.81033333333335,466808.0,16.5,12
1320,1024,1045,mani,6,210.66791666666666,462145.0,17.5,12
1320,1024,1045,mani,7,212.74283333333335,467842.0,17.5,12
1320,1024,1045,mani,8,214.86008333333334,493247.0,17.5,12
1320,1024,1045,mani,9,213.90116666666665,490098.0,17.5,12
1320,1024,1045,mani,10,215.869,495836.0,17.5,12
1320,1024,1045,mani,11,218.06391666666664,499465.0,17.5,12
1320,1024,1045,mani,12,220.45176923076923,527378.0,18.0,13
1320,1024,1045,mani,13,222.85133333333332,533254.0,17.5,12
1320,1024,1045,mani,14,223.457,534567.0,18.0,13
1320,1024,1045,mani,15,223.78376923076922,535701.0,18.0,13
1320,1024,1045,mani,16,223.7006153846154,535393.0,18.0,13
1320,1024,1045,seg,1,221.69836363636367,464313.0,15.0,11
1320,1024,1045,seg,2,208.75936363636364,457944.0,16.0,11
1320,1024,1045,seg,3,211.19641666666666,462937.0,16.5,12
1320,1024,1045,seg,4,210.28650000000002,461211.0,16.5,12
1320,1024,1045,seg,5,213.50983333333332,491792.0,16.5,12
1320,1024,1045,seg,6,212.6915,487286.0,16.5,12
1320,1024,1045,seg,7,214.28966666666668,469738.0,17.5,12
