batch_size,sm_clock,input_len,model_name,kv_cache_lens,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util
16,630,128,mlp,169,446977,2880,2.5337,180,172.11046153846152,436.0762764,100.0,50.0
16,630,128,mlp,170,446781,2880,2.534,180,172.09523076923077,436.0893147692307,100.0,50.0
16,630,128,mlp,171,446867,2880,2.5334,180,172.21023076923078,436.2773986307692,100.0,50.0
16,630,128,mlp,172,446856,2880,2.5339,180,172.11030769230769,436.11030866153845,100.0,50.0
16,630,128,mlp,173,446732,2880,2.5335,180,172.1316923076923,436.0956424615385,100.0,50.0
16,630,128,mlp,174,446772,2880,2.5333,180,172.14746153846153,436.1011643153846,100.0,50.0
16,930,128,mlp,131,433839,2880,2.3968,180,181.10941666666668,434.08304986666667,100.0,52.0
16,930,128,mlp,132,433666,2880,2.3966,180,180.99866666666665,433.7814045333333,100.0,52.0
16,930,128,mlp,133,433832,2880,2.396,180,181.08908333333332,433.88944366666664,100.0,52.0
16,930,128,mlp,134,434010,2880,2.3961,180,181.16441666666665,434.088058775,100.0,52.0
16,930,128,mlp,135,433795,2880,2.3964,180,181.07683333333333,433.9325234,100.0,52.0
16,930,128,mlp,136,433721,2880,2.3961,180,181.13075,434.00739007500005,100.0,52.0
16,930,128,mlp,137,433976,2880,2.396,180,181.11291666666668,433.94654833333334,100.0,52.0
16,930,128,mlp,138,433905,2880,2.3964,180,181.24084615384618,434.325563723077,100.0,52.0
16,930,128,mlp,139,433999,2880,2.396,180,181.22091666666668,434.20531633333337,100.0,52.0
16,930,128,mlp,140,434054,2880,2.3958,180,181.1698333333333,434.0466866999999,100.0,52.0
16,930,128,mlp,141,434164,2880,2.3965,180,181.16841666666667,434.1701105416667,100.0,52.0
16,930,128,mlp,142,434035,2880,2.3958,180,181.11458333333334,433.91431875,100.0,52.0
16,930,128,mlp,143,433885,2880,2.3966,180,181.09208333333333,434.00528691666665,100.0,52.0
16,930,128,mlp,144,433780,2880,2.3962,180,181.08891666666668,433.92526211666666,100.0,52.0
16,930,128,mlp,145,434202,2880,2.396,180,181.17133333333334,434.08651466666663,100.0,52.0
16,930,128,mlp,146,434031,2880,2.3962,180,181.1615833333333,434.09938598333326,100.0,52.0
16,930,128,mlp,147,433836,2880,2.3963,180,181.11883333333333,434.0150603166667,100.0,52.0
16,930,128,mlp,148,433908,2880,2.3963,180,181.04683333333332,433.84252671666667,100.0,52.0
16,930,128,mlp,149,433580,2880,2.3965,180,180.93491666666668,433.6105277916667,100.0,52.0
16,930,128,mlp,150,433936,2880,2.3963,180,181.18116666666666,434.1644296833333,100.0,52.0
16,930,128,mlp,151,433860,2880,2.3962,180,181.25875,434.33221675,100.0,52.0
16,930,128,mlp,152,433814,2880,2.396,180,181.11091666666664,433.9417563333333,100.0,52.0
16,930,128,mlp,153,434132,2880,2.3959,180,181.20849999999996,434.15744514999994,100.0,52.0
16,930,128,mlp,154,433941,2880,2.396,180,181.02416666666667,433.73390333333333,100.0,52.0
16,930,128,mlp,155,433827,2880,2.396,180,181.11666666666667,433.95553333333334,100.0,52.0
16,930,128,mlp,156,434160,2880,2.3962,180,181.20174999999998,434.1956333499999,100.0,52.0
16,930,128,mlp,157,433959,2880,2.3959,180,181.13474999999997,433.98074752499997,100.0,52.0
16,930,128,mlp,158,433997,2880,2.3958,180,181.17216666666664,434.0522768999999,100.0,52.0
16,930,128,mlp,159,433929,2880,2.3958,180,181.13725000000002,433.96862355,100.0,52.0
16,930,128,mlp,160,434186,2880,2.3959,180,181.25161538461543,434.26074530000017,100.0,52.0
16,930,128,mlp,161,433906,2880,2.396,180,181.10425,433.925783,100.0,52.0
16,930,128,mlp,162,434134,2880,2.396,180,181.09066666666664,433.8932373333332,100.0,52.0
16,930,128,mlp,163,434042,2880,2.3961,180,181.164,434.0870604,100.0,52.0
16,930,128,mlp,164,433732,2880,2.396,180,181.15983333333335,434.0589606666667,100.0,52.0
16,930,128,mlp,165,433970,2880,2.3962,180,181.05816666666666,433.85157896666664,100.0,52.0
16,930,128,mlp,166,433874,2880,2.3961,180,181.13341666666665,434.01377967499997,100.0,52.0
16,930,128,mlp,167,433951,2880,2.396,180,181.13750000000002,434.00545,100.0,52.0
16,930,128,mlp,168,434175,2880,2.3958,180,181.09623076923074,433.870349676923,100.0,52.0
16,930,128,mlp,169,433975,2880,2.3958,180,181.15716666666665,434.01633989999993,100.0,52.0
16,930,128,mlp,170,433851,2880,2.3959,180,181.1474166666667,434.01109559166673,100.0,52.0
16,930,128,mlp,171,433903,2880,2.396,180,181.06591666666668,433.8339363333333,100.0,52.0
16,930,128,mlp,172,433991,2880,2.3956,180,181.12233333333333,433.8966617333333,100.0,52.0
16,930,128,mlp,173,434050,2880,2.396,180,181.08400000000003,433.8772640000001,100.0,52.0
16,930,128,mlp,174,433729,2880,2.3959,180,181.18983333333333,434.11272168333335,100.0,52.0
16,1230,128,mlp,130,862642,5760,4.1644,360,205.74265,856.7946916599999,100.0,60.0
16,1230,128,mlp,131,863216,5760,4.1649,360,205.7844,857.07144756,100.0,60.0
16,1230,128,mlp,132,860454,5760,4.1638,360,205.06110000000004,853.8334081800002,100.0,60.0
16,1230,128,mlp,133,860541,5760,4.1635,360,205.05509999999998,853.74690885,100.0,60.0
16,1230,128,mlp,134,860599,5760,4.1634,360,205.17579999999998,854.22892572,100.0,60.0
16,1230,128,mlp,135,860814,5760,4.1646,360,205.1705,854.4530643,100.0,60.0
16,1230,128,mlp,136,860865,5760,4.1643,360,205.2153,854.5780737900001,100.0,60.0
16,1230,128,mlp,137,839213,5760,4.166,360,204.67665000000005,852.6829239000003,100.0,60.0
16,1230,128,mlp,138,837981,5760,4.1674,360,204.70385000000002,853.08282449,100.0,60.0
16,1230,128,mlp,139,838371,5760,4.1675,360,204.7269,853.1993557500001,100.0,60.0
16,1230,128,mlp,140,838597,5760,4.1677,360,204.77500000000003,853.4407675000001,100.0,60.0
16,1230,128,mlp,141,838855,5760,4.1681,360,204.76885,853.4970436849999,100.0,60.0
16,1230,128,mlp,142,858862,5760,4.1667,360,204.83560000000003,853.48849452,100.0,60.0
16,1230,128,mlp,143,859165,5760,4.1672,360,204.76465000000002,853.2952494800002,100.0,60.0
16,1230,128,mlp,144,858938,5760,4.1675,360,204.78445000000002,853.4391953750002,100.0,60.0
16,1230,128,mlp,145,859251,5760,4.1676,360,204.79120000000003,853.4878051200002,100.0,60.0
16,1230,128,mlp,146,859220,5760,4.1681,360,204.87935,853.957618735,100.0,60.0
16,1230,128,mlp,147,859046,5760,4.168,360,204.78995000000003,853.5645116000002,100.0,60.0
16,1230,128,mlp,148,859507,5760,4.1677,360,204.79395000000005,853.5197454150002,100.0,60.0
16,1230,128,mlp,149,859404,5760,4.1679,360,204.8304,853.71262416,100.0,60.0
16,1230,128,mlp,150,859176,5760,4.1676,360,204.81944999999996,853.6055398199999,100.0,60.0
16,1230,128,mlp,151,859094,5760,4.1677,360,204.83255,853.680618635,100.0,60.0
16,1230,128,mlp,152,859259,5760,4.168,360,204.852,853.8231360000001,100.0,60.0
16,1230,128,mlp,153,859557,5760,4.1673,360,204.87657142857145,853.7821361142858,100.0,60.0
16,1230,128,mlp,154,859555,5760,4.1672,360,204.85,853.65092,100.0,60.0
16,1230,128,mlp,155,858823,5760,4.1674,360,204.86419999999998,853.7510670799999,100.0,60.0
16,1230,128,mlp,156,859428,5760,4.1677,360,204.86084999999997,853.7985645449999,100.0,60.0
16,1230,128,mlp,157,859340,5760,4.168,360,204.8266,853.7172688,100.0,60.0
16,1230,128,mlp,158,838989,5760,4.1678,360,204.86769999999996,853.8476000599998,100.0,60.0
16,1230,128,mlp,159,839081,5760,4.1676,360,204.8299,853.6490912400001,100.0,60.0
16,1230,128,mlp,160,838545,5760,4.1676,360,204.84885,853.72806726,100.0,60.0
16,1230,128,mlp,161,839010,5760,4.167,360,204.88149999999996,853.7412104999999,100.0,60.0
16,1230,128,mlp,162,839076,5760,4.1671,360,204.83264999999997,853.5581358149998,100.0,60.0
16,1230,128,mlp,163,839224,5760,4.1676,360,204.8944,853.91790144,100.0,60.0
16,1230,128,mlp,164,858997,5760,4.1675,360,204.8395,853.66861625,100.0,60.0
16,1230,128,mlp,165,859236,5760,4.1671,360,204.86864999999997,853.7081514149999,100.0,60.0
16,1230,128,mlp,166,859481,5760,4.1677,360,204.83869999999996,853.7062499899998,100.0,60.0
16,1230,128,mlp,167,859564,5760,4.1681,360,204.86005,853.877174405,100.0,60.0
16,1230,128,mlp,168,859481,5760,4.1679,360,204.89105000000004,853.9654072950002,100.0,60.0
16,1230,128,mlp,169,859325,5760,4.1688,360,204.84229999999997,853.9465802399999,100.0,60.0
16,1230,128,mlp,170,859303,5760,4.1684,360,204.90375,854.1207915,100.0,60.0
16,1230,128,mlp,171,859592,5760,4.1679,360,204.81094999999996,853.6315585049999,100.0,60.0
16,1230,128,mlp,172,859671,5760,4.1674,360,204.86880952380952,853.7702768095237,100.0,60.0
16,1230,128,mlp,173,859572,5760,4.1688,360,204.8009,853.7739919200001,100.0,60.0
16,1230,128,mlp,174,859473,5760,4.1677,360,204.92545,854.0677979650001,100.0,60.0
16,1530,128,mlp,130,856954,5760,3.3776,360,252.35229411764703,852.3451086117647,100.0,74.0
16,1530,128,mlp,131,857851,5760,3.3784,360,252.56129411764704,853.2530760470588,100.0,74.0
16,1530,128,mlp,132,857578,5760,3.3778,360,252.64117647058822,853.371365882353,100.0,74.0
16,1530,128,mlp,133,858547,5760,3.3771,360,252.76741176470586,853.6208262705882,100.0,74.0
16,1530,128,mlp,134,859088,5760,3.3772,360,252.8668823529412,853.982035082353,100.0,74.0
16,1530,128,mlp,135,859139,5760,3.3782,360,252.93664705882352,854.4705810941176,100.0,74.0
16,1530,128,mlp,136,859371,5760,3.3775,360,253.17241176470586,855.089820735294,100.0,74.0
16,1530,128,mlp,137,834551,5760,3.3773,360,253.26858823529412,855.3640030470589,100.0,74.0
16,1530,128,mlp,138,860330,5760,3.3772,360,253.34194117647058,855.5864037411765,100.0,74.0
16,1530,128,mlp,139,860463,5760,3.3773,360,253.28641176470586,855.4241984529411,100.0,74.0
16,1530,128,mlp,140,860657,5760,3.377,360,253.48576470588233,856.0214274117645,100.0,74.0
16,1530,128,mlp,141,835486,5760,3.3778,360,253.57870588235292,856.5381527294118,100.0,74.0
16,1530,128,mlp,142,860658,5760,3.377,360,253.60564705882348,856.4262701176468,100.0,74.0
16,1530,128,mlp,143,861260,5760,3.3766,360,253.61058823529413,856.3415122352941,100.0,74.0
16,1530,128,mlp,144,861279,5760,3.3771,360,253.64799999999997,856.5946607999999,100.0,74.0
16,1530,128,mlp,145,835953,5760,3.377,360,253.68288235294114,856.6870937058821,100.0,74.0
16,1530,128,mlp,146,861525,5760,3.3771,360,253.73558823529413,856.8904550294118,100.0,74.0
16,1530,128,mlp,147,861163,5760,3.3771,360,253.75523529411765,856.9568051117648,100.0,74.0
16,1530,128,mlp,148,861427,5760,3.377,360,253.72835294117644,856.8406478823528,100.0,74.0
16,1530,128,mlp,149,836187,5760,3.3768,360,253.7275882352941,856.7873199529411,100.0,74.0
16,1530,128,mlp,150,861262,5760,3.3769,360,253.77435294117646,856.9706124470588,100.0,74.0
16,1530,128,mlp,151,861592,5760,3.3767,360,253.73617647058825,856.7909470882354,100.0,74.0
16,1530,128,mlp,152,861856,5760,3.3767,360,253.71058823529413,856.7045432941177,100.0,74.0
16,1530,128,mlp,153,836715,5760,3.3768,360,253.79388235294118,857.0111819294117,100.0,74.0
16,1530,128,mlp,154,861846,5760,3.3767,360,253.7802941176471,856.939919147059,100.0,74.0
16,1530,128,mlp,155,861928,5760,3.3769,360,253.8511764705882,857.2300378235293,100.0,74.0
16,1530,128,mlp,156,861967,5760,3.3767,360,253.85005882352942,857.1754936294118,100.0,74.0
16,1530,128,mlp,157,861784,5760,3.3767,360,253.80988235294117,857.0398297411765,100.0,74.0
16,1530,128,mlp,158,862193,5760,3.3765,360,253.94870588235293,857.4578054117646,100.0,74.0
16,1530,128,mlp,159,862253,5760,3.3765,360,253.78894117647062,856.918359882353,100.0,74.0
16,1530,128,mlp,160,862003,5760,3.3769,360,253.9039411764706,857.4082189588236,100.0,74.0
16,1530,128,mlp,161,862221,5760,3.3769,360,253.93276470588236,857.5055531352941,100.0,74.0
16,1530,128,mlp,162,836888,5760,3.3767,360,254.1186470588235,858.0824355235294,100.0,74.0
16,1530,128,mlp,163,862287,5760,3.3768,360,253.99317647058822,857.6841583058823,100.0,74.0
16,1530,128,mlp,164,862332,5760,3.3768,360,253.83129411764705,857.1375139764705,100.0,74.0
16,1530,128,mlp,165,862335,5760,3.3768,360,253.94470588235296,857.5204828235294,100.0,74.0
16,1530,128,mlp,166,837054,5760,3.377,360,253.9870588235294,857.7142976470587,100.0,74.0
16,1530,128,mlp,167,862345,5760,3.3769,360,253.9688235294118,857.6273201764707,100.0,74.0
16,1530,128,mlp,168,861802,5760,3.3772,360,254.00941176470587,857.8405854117648,100.0,74.0
16,1530,128,mlp,169,862836,5760,3.377,360,254.04717647058823,857.9173149411764,100.0,74.0
16,1530,128,mlp,170,837249,5760,3.3773,360,254.028,857.9287644,100.0,74.0
16,1530,128,mlp,171,862519,5760,3.3772,360,254.08576470588238,858.098444564706,100.0,74.0
16,1530,128,mlp,172,862405,5760,3.377,360,253.94382352941176,857.5682920588234,100.0,74.0
16,1530,128,mlp,173,862060,5760,3.3769,360,254.13247058823532,858.1799399294118,100.0,74.0
16,1530,128,mlp,174,837435,5760,3.377,360,254.0390588235294,857.8899016470587,100.0,74.0
16,1830,128,mlp,130,862548,5760,2.8884,360,298.2301333333333,861.4079171199999,100.0,86.0
16,1830,128,mlp,131,864535,5760,2.889,360,298.56566666666663,862.5562109999998,100.0,86.0
16,1830,128,mlp,132,864993,5760,2.8888,360,298.58099999999996,862.5407927999998,100.0,86.0
16,1830,128,mlp,133,865040,5760,2.8886,360,298.90746666666666,863.4241082133333,100.0,86.0
16,1830,128,mlp,134,865422,5760,2.889,360,298.76520000000005,863.1326628,100.0,86.0
16,1830,128,mlp,135,866386,5760,2.8885,360,299.0724666666667,863.8708199666668,100.0,86.0
16,1830,128,mlp,136,866573,5760,2.8885,360,299.28664285714285,864.4894678928572,100.0,86.0
16,1830,128,mlp,137,866423,5760,2.889,360,299.3024,864.6846335999999,100.0,86.0
16,1830,128,mlp,138,836998,5760,2.8886,360,299.33413333333334,864.6565775466667,100.0,86.0
16,1830,128,mlp,139,867137,5760,2.8884,360,299.4128,864.82393152,100.0,86.0
16,1830,128,mlp,140,867070,5760,2.8884,360,299.4463333333333,864.9207892,100.0,86.0
16,1830,128,mlp,141,867768,5760,2.8891,360,299.56613333333337,865.4765158133334,100.0,86.0
16,1830,128,mlp,142,867852,5760,2.8884,360,299.77014285714284,865.8560806285714,100.0,86.0
16,1830,128,mlp,143,867713,5760,2.8883,360,299.68580000000003,865.5824961400001,100.0,86.0
16,1830,128,mlp,144,868422,5760,2.8884,360,299.91673333333335,866.27949256,100.0,86.0
16,1830,128,mlp,145,868593,5760,2.8884,360,299.9021333333334,866.2373219200001,100.0,86.0
16,1830,128,mlp,146,868346,5760,2.8886,360,299.79666666666674,865.9926513333335,100.0,86.0
16,1830,128,mlp,147,868935,5760,2.8885,360,299.9284666666667,866.3433759666667,100.0,86.0
16,1830,128,mlp,148,868939,5760,2.8884,360,299.86557142857146,866.1317165142857,100.0,86.0
16,1830,128,mlp,149,868838,5760,2.8884,360,300.05106666666666,866.66750096,100.0,86.0
16,1830,128,mlp,150,868982,5760,2.8882,360,300.09619999999995,866.7378448399999,100.0,86.0
16,1830,128,mlp,151,869135,5760,2.8885,360,300.1007333333334,866.8409682333335,100.0,86.0
16,1830,128,mlp,152,869140,5760,2.8885,360,300.2048000000001,867.1415648000003,100.0,86.0
16,1830,128,mlp,153,868993,5760,2.8885,360,300.06393333333324,866.7346714333331,100.0,86.0
16,1830,128,mlp,154,869580,5760,2.8884,360,300.3882857142857,867.6415244571427,100.0,86.0
16,1830,128,mlp,155,869305,5760,2.8886,360,300.2548666666667,867.3162078533334,100.0,86.0
16,1830,128,mlp,156,869421,5760,2.8886,360,300.2706666666666,867.3618477333331,100.0,86.0
16,1830,128,mlp,157,869474,5760,2.8885,360,300.0567333333334,866.7138742333335,100.0,86.0
16,1830,128,mlp,158,869781,5760,2.8884,360,300.3061333333334,867.40423552,100.0,86.0
16,1830,128,mlp,159,869773,5760,2.8884,360,300.4187333333333,867.7294693599998,100.0,86.0
16,1830,128,mlp,160,869423,5760,2.8884,360,300.2787142857143,867.325038342857,100.0,86.0
16,1830,128,mlp,161,869678,5760,2.8884,360,300.1480666666667,866.94767576,100.0,86.0
16,1830,128,mlp,162,869518,5760,2.8885,360,300.16993333333335,867.0408524333334,100.0,86.0
16,1830,128,mlp,163,869479,5760,2.8885,360,300.33386666666667,867.5143738666667,100.0,86.0
16,1830,128,mlp,164,869760,5760,2.8887,360,300.3072666666667,867.4976012200001,100.0,86.0
16,1830,128,mlp,165,869996,5760,2.8885,360,300.32913333333335,867.5007016333334,100.0,86.0
16,1830,128,mlp,166,869902,5760,2.8884,360,300.31228571428574,867.4220060571429,100.0,86.0
16,1830,128,mlp,167,839972,5760,2.8885,360,300.30886666666663,867.4421613666666,100.0,86.0
16,1830,128,mlp,168,869969,5760,2.8885,360,300.4320666666667,867.7980245666668,100.0,86.0
16,1830,128,mlp,169,869712,5760,2.8884,360,300.4073333333334,867.6965416,100.0,86.0
16,1830,128,mlp,170,870275,5760,2.8884,360,300.5234,868.0317885599999,100.0,86.0
16,1830,128,mlp,171,870230,5760,2.8885,360,300.5034,868.0040709,100.0,86.0
16,1830,128,mlp,172,870218,5760,2.8885,360,300.4617142857143,867.8836617142858,100.0,86.0
16,1830,128,mlp,173,870093,5760,2.8883,360,300.55260000000004,868.0860745800002,100.0,86.0
16,1830,128,mlp,174,840255,5760,2.8885,360,300.5646666666667,868.1810396666668,100.0,86.0
16,2130,128,mlp,131,872224,5760,2.792,360,311.93642857142856,870.9265085714285,100.0,89.0
16,2130,128,mlp,132,872181,5760,2.7922,360,311.89164285714287,870.8638451857142,100.0,89.0
16,2130,128,mlp,133,872439,5760,2.7919,360,311.9279285714286,870.8715837785716,100.0,89.0
16,2130,128,mlp,134,872455,5760,2.792,360,312.1013571428571,871.386989142857,100.0,89.0
16,2130,128,mlp,135,872494,5760,2.792,360,312.11,871.41112,100.0,89.0
16,2130,128,mlp,136,873020,5760,2.7919,360,312.15142857142854,871.4955734285713,100.0,89.0
16,2130,128,mlp,137,872941,5760,2.792,360,312.20664285714287,871.6809468571428,100.0,89.0
16,2130,128,mlp,138,873022,5760,2.792,360,312.14678571428567,871.5138257142855,100.0,89.0
16,2130,128,mlp,139,842125,5760,2.7919,360,312.2899285714285,871.8822515785713,100.0,89.0
16,2130,128,mlp,140,873229,5760,2.7919,360,312.27135714285714,871.8304020071429,100.0,89.0
16,2130,128,mlp,141,873531,5760,2.7921,360,312.3355,872.0719495500001,100.0,89.0
16,2130,128,mlp,142,873370,5760,2.7918,360,312.31064285714285,871.9088527285713,100.0,89.0
16,2130,128,mlp,143,873197,5760,2.7918,360,312.2312142857143,871.6871040428572,100.0,89.0
16,2130,128,mlp,144,842143,5760,2.7919,360,312.19614285714295,871.6204112428574,100.0,89.0
16,2130,128,mlp,145,873211,5760,2.7919,360,312.1981428571429,871.6259950428573,100.0,89.0
16,2130,128,mlp,146,873331,5760,2.7918,360,312.2141428571428,871.6394440285712,100.0,89.0
16,2130,128,mlp,147,873372,5760,2.7919,360,312.1813571428571,871.5791310071428,100.0,89.0
16,2130,128,mlp,148,873101,5760,2.7918,360,312.22778571428574,871.6775321571429,100.0,89.0
16,2130,128,mlp,149,842104,5760,2.7917,360,312.3037142857143,871.8582791714286,100.0,89.0
16,2130,128,mlp,150,873238,5760,2.7918,360,312.30000000000007,871.8791400000001,100.0,89.0
16,2130,128,mlp,151,873333,5760,2.7919,360,312.3362857142857,872.0116760857142,100.0,89.0
16,2130,128,mlp,152,873280,5760,2.7918,360,312.2867142857143,871.8420489428572,100.0,89.0
16,2130,128,mlp,153,873271,5760,2.7919,360,312.2432857142857,871.7520293857143,100.0,89.0
16,2130,128,mlp,154,842257,5760,2.7918,360,312.2247857142857,871.6691567571428,100.0,89.0
16,2130,128,mlp,155,873341,5760,2.7917,360,312.22385714285707,871.6353419857141,100.0,89.0
16,2130,128,mlp,156,873466,5760,2.7918,360,312.3700714285714,872.0747654142856,100.0,89.0
16,2130,128,mlp,157,873250,5760,2.792,360,312.2657857142857,871.8460737142856,100.0,89.0
16,2130,128,mlp,158,873316,5760,2.7918,360,312.33264285714284,871.9702723285714,100.0,89.0
16,2130,128,mlp,159,842432,5760,2.7917,360,312.44342857142857,872.2483195428572,100.0,89.0
16,2130,128,mlp,160,873504,5760,2.7918,360,312.31657142857136,871.9254041142855,100.0,89.0
16,2130,128,mlp,161,873549,5760,2.7919,360,312.37385714285716,872.1165717571429,100.0,89.0
16,2130,128,mlp,162,873449,5760,2.7918,360,312.3872857142857,872.1228242571428,100.0,89.0
16,2130,128,mlp,163,873442,5760,2.7918,360,312.3840714285715,872.1138506142858,100.0,89.0
16,2130,128,mlp,164,842505,5760,2.7918,360,312.42864285714285,872.2382851285713,100.0,89.0
16,2130,128,mlp,165,873382,5760,2.7918,360,312.3592142857143,872.0444544428572,100.0,89.0
16,2130,128,mlp,166,873832,5760,2.7919,360,312.4810714285714,872.4159033214285,100.0,89.0
16,2130,128,mlp,167,873541,5760,2.7919,360,312.3402142857143,872.0226442642858,100.0,89.0
16,2130,128,mlp,168,873702,5760,2.7918,360,312.45400000000006,872.3090772000002,100.0,89.0
16,2130,128,mlp,169,842571,5760,2.7918,360,312.35092857142854,872.0213223857141,100.0,89.0
16,2130,128,mlp,170,873568,5760,2.7918,360,312.35207142857143,872.0245130142857,100.0,89.0
16,2130,128,mlp,171,873654,5760,2.7919,360,312.4540714285714,872.3405220214286,100.0,89.0
16,2130,128,mlp,172,873610,5760,2.7918,360,312.34599999999995,872.0075627999998,100.0,89.0
16,2130,128,mlp,173,873611,5760,2.7918,360,312.3415,871.9949997,100.0,89.0
16,2130,128,mlp,174,842479,5760,2.7919,360,312.36678571428575,872.0968290357144,100.0,89.0
16,2422,128,mlp,130,1032548,5760,2.7637,360,369.56635714285716,1021.3705412357143,100.0,90.0
16,2422,128,mlp,131,1034718,5760,2.7639,360,370.0492142857143,1022.7790233642858,100.0,90.0
16,2422,128,mlp,132,1035114,5760,2.7637,360,370.36271428571433,1023.5714334714287,100.0,90.0
16,2422,128,mlp,133,1036437,5760,2.7636,360,370.67635714285717,1024.4011806,100.0,90.0
16,2422,128,mlp,134,1037072,5760,2.7636,360,370.99549999999994,1025.2831637999998,100.0,90.0
16,2422,128,mlp,135,1037706,5760,2.7639,360,371.19364285714295,1025.9421094928573,100.0,90.0
16,2422,128,mlp,136,1038740,5760,2.7637,360,371.39528571428576,1026.4251511285715,100.0,90.0
16,2422,128,mlp,137,1001763,5760,2.7635,360,371.5248,1026.7087848,100.0,90.0
16,2422,128,mlp,138,1039925,5760,2.7637,360,371.9118571428571,1027.8527995857141,100.0,90.0
16,2422,128,mlp,139,1002915,5760,2.7636,360,371.9654,1027.9635794399999,100.0,90.0
16,2422,128,mlp,140,1040476,5760,2.7636,360,372.1524285714286,1028.4804516,100.0,90.0
16,2422,128,mlp,141,1004096,5760,2.7637,360,372.3044285714286,1028.9377492428573,100.0,90.0
16,2422,128,mlp,142,1041606,5760,2.7634,360,372.5234285714286,1029.4312425142857,100.0,90.0
16,2422,128,mlp,143,1004293,5760,2.7636,360,372.5528571428572,1029.587076,100.0,90.0
16,2422,128,mlp,144,1042236,5760,2.7635,360,372.6682142857143,1029.8686101785715,100.0,90.0
16,2422,128,mlp,145,1005112,5760,2.7636,360,372.8350714285715,1030.3670034000002,100.0,90.0
16,2422,128,mlp,146,1042571,5760,2.7635,360,372.84728571428565,1030.3634740714283,100.0,90.0
16,2422,128,mlp,147,1005393,5760,2.7635,360,372.8567857142857,1030.3897273214286,100.0,90.0
16,2422,128,mlp,148,1042514,5760,2.7636,360,372.8908,1030.52101488,100.0,90.0
16,2422,128,mlp,149,1005956,5760,2.7635,360,372.93171428571435,1030.5967924285717,100.0,90.0
16,2422,128,mlp,150,1043093,5760,2.7636,360,373.06392857142856,1030.9994729999999,100.0,90.0
16,2422,128,mlp,151,1043033,5760,2.7634,360,373.14171428571433,1031.139813257143,100.0,90.0
16,2422,128,mlp,152,1043503,5760,2.7635,360,373.1494666666666,1031.1985511333332,100.0,90.0
16,2422,128,mlp,153,1043539,5760,2.7635,360,373.18735714285714,1031.3032614642857,100.0,90.0
16,2422,128,mlp,154,1043914,5760,2.7635,360,373.2640666666667,1031.5152482333333,100.0,90.0
16,2422,128,mlp,155,1043828,5760,2.7634,360,373.3669999999999,1031.7623677999998,100.0,90.0
16,2422,128,mlp,156,1044406,5760,2.7635,360,373.38399999999996,1031.8466839999999,100.0,90.0
16,2422,128,mlp,157,1044165,5760,2.7634,360,373.56628571428575,1032.3130739428573,100.0,90.0
16,2422,128,mlp,158,1044215,5760,2.7635,360,373.41413333333327,1031.9299574666666,100.0,90.0
16,2422,128,mlp,159,1044420,5760,2.7636,360,373.46364285714293,1032.1041234000002,100.0,90.0
16,2422,128,mlp,160,1007067,5760,2.7636,360,373.3907142857143,1031.902578,100.0,90.0
16,2422,128,mlp,161,1044352,5760,2.7636,360,373.6064285714286,1032.498726,100.0,90.0
16,2422,128,mlp,162,1007411,5760,2.7635,360,373.6203571428572,1032.4998569642858,100.0,90.0
16,2422,128,mlp,163,1044806,5760,2.7636,360,373.6776428571429,1032.6955338,100.0,90.0
16,2422,128,mlp,164,1006943,5760,2.7635,360,373.68378571428576,1032.6751418214287,100.0,90.0
16,2422,128,mlp,165,1044929,5760,2.7636,360,373.6295714285714,1032.5626836,100.0,90.0
16,2422,128,mlp,166,1007757,5760,2.7637,360,373.6847857142857,1032.7526422785713,100.0,90.0
16,2422,128,mlp,167,1045163,5760,2.7635,360,373.5782857142857,1032.3835925714286,100.0,90.0
16,2422,128,mlp,168,1007954,5760,2.7635,360,373.7915000000001,1032.9728102500003,100.0,90.0
16,2422,128,mlp,169,1045136,5760,2.7634,360,373.8048571428572,1032.9723422285715,100.0,90.0
16,2422,128,mlp,170,1008209,5760,2.7635,360,373.7795,1032.93964825,100.0,90.0
16,2422,128,mlp,171,1045251,5760,2.7635,360,373.99385714285705,1033.5320242142855,100.0,90.0
16,2422,128,mlp,172,1044886,5760,2.7635,360,373.8330714285715,1033.0876928928574,100.0,90.0
16,2422,128,mlp,173,1045392,5760,2.7635,360,373.80878571428576,1033.0205793214288,100.0,90.0
16,2422,128,mlp,174,1045342,5760,2.7635,360,373.9144285714286,1033.312523357143,100.0,90.0
16,630,8192,attn,8200,459926,1440,2.7512,90,164.7525,453.26707799999997,100.0,47.0
16,630,8192,attn,8201,445114,1440,2.7515,90,165.28885714285713,454.7922904285714,100.0,47.0
16,630,8192,attn,8202,461153,1440,2.7522,90,165.1766428571429,454.5991564714287,100.0,47.0
16,630,8192,attn,8203,461534,1440,2.753,90,164.96949999999998,454.1610335,100.0,47.0
16,630,8192,attn,8204,445311,1440,2.7525,90,165.42314285714284,455.32720071428565,100.0,47.0
16,630,8192,attn,8205,462199,1440,2.7528,90,165.3155,455.0805084,100.0,47.0
16,630,8192,attn,8206,445396,1440,2.7525,90,165.17492857142858,454.6439908928572,100.0,47.0
16,630,8192,attn,8207,462265,1440,2.7523,90,165.6465,455.90886195,100.0,47.0
