cudagraph_mode,manipulated,batch_size,graph_batch_size,during_time,index,length,avg_power_js,total_energy_j,energy_per_sample,throughput,timestamp,power,temperature,graphics_clock,sm_clock,memory_clock,memory_used,memory_total,gpu_util,memory_util,power_violation_time_ns,power_reference_time_ns,thermal_violation_time_ns,decoding_steps,perf_state,power_state,total_energy,model_mode,kv_cache_lens,model_name,graph_mode,repeat_count,input_len
FULL,False,16,16,2.6402,1,26,,,,,1773294488.064404,211.072,65,2520,2520,9001,45351.9375,46068.0,100,100,20423313984,1773294488059290,0,,0,0,17178738,,8199,llama,seg,60,8192
FULL,False,16,16,2.6402,2,26,,,,,1773294488.1088572,211.072,65,2520,2520,9001,45351.9375,46068.0,100,100,20423313984,1773294488095547,0,,0,0,17178738,,8199,llama,seg,60,8192
FULL,False,16,16,2.6402,3,26,,,,,1773294488.218412,208.429,65,2520,2520,9001,45351.9375,46068.0,100,100,20423313984,1773294488211180,0,,0,0,17208726,,8199,llama,seg,60,8192
FULL,False,16,16,2.6402,4,26,,,,,1773294488.3270814,228.133,66,2520,2520,9001,45351.9375,46068.0,100,100,20423313984,1773294488320330,0,,0,0,17240074,,8199,llama,seg,60,8192
FULL,False,16,16,2.6402,5,26,,,,,1773294488.4365218,246.89,66,2520,2520,9001,45351.9375,46068.0,100,100,20423313984,1773294488428814,0,,0,0,17271423,,8199,llama,seg,60,8192
FULL,False,16,16,2.6402,6,26,,,,,1773294488.546128,266.687,66,2520,2520,9001,45351.9375,46068.0,100,100,20423313984,1773294488538551,0,,0,0,17302798,,8199,llama,seg,60,8192
FULL,False,16,16,2.6402,7,26,,,,,1773294488.6547065,284.664,66,2520,2520,9001,45351.9375,46068.0,100,100,20423313984,1773294488647726,0,,0,0,17365594,,8199,llama,seg,60,8192
FULL,False,16,16,2.6402,8,26,,,,,1773294488.7652378,303.426,66,2520,2520,9001,45351.9375,46068.0,100,100,20423313984,1773294488756456,0,,0,0,17397000,,8199,llama,seg,60,8192
FULL,False,16,16,2.6402,9,26,,,,,1773294488.8745863,304.903,66,2520,2520,9001,45351.9375,46068.0,100,100,20423313984,1773294488866990,0,,0,0,17428377,,8199,llama,seg,60,8192
FULL,False,16,16,2.6402,10,26,,,,,1773294488.985528,313.861,66,2520,2520,9001,45351.9375,46068.0,100,100,20423313984,1773294488976436,0,,0,0,17459793,,8199,llama,seg,60,8192
