cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,kv_cache_lens,iteration,sleep_ns,sleep_freq,kernel,sm_clock,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util,avg_temperature
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,263,0,1,1,custom,2422,4160697,1600,10.4392,100,396.587156862745,4140.052647921568,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,263,1,1,1,custom,2422,4119264,1600,10.4397,100,396.4351372549021,4138.6639024000015,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,263,2,1,1,custom,2422,4158702,1600,10.4398,100,396.5959607843138,4140.382511396079,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,264,0,1,1,custom,2422,4161491,1600,10.4404,100,396.3345098039216,4137.890816156863,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,264,1,1,1,custom,2422,4121679,1600,10.4403,100,396.4956274509804,4139.533299276471,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,264,2,1,1,custom,2422,4121302,1600,10.4404,100,396.43111764705884,4138.899440682353,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,0,0,1,2,custom,2422,7878624,49152,14.5711,12,542.5977605633803,7906.246228945071,100.0,29.87323943661972,67.97183098591549
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,0,1,1,2,custom,2422,8006499,49152,14.5723,12,551.5500845070422,8037.353296461972,100.0,30.0,71.4225352112676
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,0,2,1,2,custom,2422,8090949,49152,14.5729,12,554.8012676056338,8085.063392690142,100.0,29.929577464788732,73.64788732394366
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,256,0,1,2,custom,2422,4184824,1600,10.332,100,405.6946666666666,4191.637296,99.0,42.0,66.50980392156863
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,256,1,1,2,custom,2422,4158730,1600,10.3319,100,403.3854705882352,4167.738343570587,99.0,42.0,65.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,256,2,1,2,custom,2422,4138096,1600,10.3322,100,401.8187799999999,4151.671998715999,99.0,42.0,64.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,257,0,1,2,custom,2422,4168186,1600,10.3335,100,400.78045098039223,4141.464790205883,99.0,42.0,63.90196078431372
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,257,1,1,2,custom,2422,4163029,1600,10.3338,100,400.33686,4137.001043868,99.0,42.0,63.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,257,2,1,2,custom,2422,4155819,1600,10.3334,100,400.0969,4134.3613064599995,99.0,42.0,63.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,258,0,1,2,custom,2422,4113216,1600,10.3314,100,399.74507843137246,4129.926303305881,99.0,42.0,63.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,258,1,1,2,custom,2422,4112871,1600,10.3318,100,399.35866000000004,4126.093803388,99.0,42.0,63.0
