sm_clock,kv_group,graph_mode,avg_power_mean,avg_temperature_mean,during_time_mean,repeat_count,energy_per_token_mean,experiment_count
2520,128,all,313.79560505423717,72.07335968379446,2.0633834782608695,100,6.47636098155231,230
2520,128,mani,315.26395254491933,72.98178226227795,2.078005172413793,100,6.543865099018137,232
2520,128,seg,320.26903905838725,73.7240280333171,2.066560425531915,100,6.620144887073284,235
2520,1024,all,316.0692976872655,72.67842199641362,2.215892050209205,100,7.010334394937643,239
2520,1024,mani,317.95689724250644,73.71898599693512,2.217783122362869,100,7.0574096513001345,237
2520,1024,seg,319.4880728193847,73.4874195547008,2.2151966244725743,100,7.084211543539521,237
2520,4096,all,321.9673883522081,73.62590557590558,2.4668412037037037,90,8.84288132471698,216
2520,4096,mani,319.8066580310008,73.86328631875143,2.4928046511627904,90,8.874638027448619,215
2520,4096,seg,320.75151259280614,73.3064769787237,2.4789409691629958,90,8.857961562981265,227
2520,8192,all,321.0334864334139,73.54773306627138,2.0787423076923077,60,11.158510928433795,182
2520,8192,mani,320.27854583742635,73.6529891252037,2.102196685082873,60,11.262349460460694,181
2520,8192,seg,325.4876849240596,73.9638790342639,2.1065113636363635,60,11.461814460792857,176
