cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,gpu_util_pct
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-all_default,100.0
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-all_default,100.0
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-all_ascending,100.0
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-all_ascending,100.0
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-all_descending,100.0
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-all_descending,100.0
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill-all_even,100.0
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding-all_even,100.0
