cudagraph_mode,manipulated,batch_size,graph_batch_size,during_time,index,length,avg_power_js,total_energy_j,energy_per_sample,throughput,timestamp,power,temperature,graphics_clock,sm_clock,memory_clock,memory_used,memory_total,gpu_util,memory_util,power_violation_time_ns,power_reference_time_ns,thermal_violation_time_ns,decoding_steps,perf_state,power_state,total_energy,model_mode,kv_cache_lens,model_name,graph_mode,repeat_count,input_len
FULL,False,512,512,1.9497,1,20,,,,,1773975945.4461248,593.815,53,2385,2385,12481,90854.25,97887.0,100,31,1063234912,1773975945442559,0,,0,0,6557559004,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,2,20,,,,,1773975945.5215905,593.815,53,2385,2385,12481,90854.25,97887.0,100,31,1063234912,1773975945512615,0,,0,0,6557612815,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,3,20,,,,,1773975945.6262333,575.583,52,2385,2385,12481,90854.25,97887.0,95,44,1063234912,1773975945622340,0,,0,0,6557667064,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,4,20,,,,,1773975945.7367375,569.738,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975945732598,0,,0,0,6557722532,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,5,20,,,,,1773975945.8414037,567.886,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975945837559,0,,0,0,6557777787,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,6,20,,,,,1773975945.9459965,563.052,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975945942252,0,,0,0,6557832990,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,7,20,,,,,1773975946.0586605,558.564,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975946054120,0,,0,0,6557944085,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,8,20,,,,,1773975946.1654155,548.856,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975946159328,0,,0,0,6557999107,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,9,20,,,,,1773975946.2700827,549.193,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975946266256,0,,0,0,6558054578,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,10,20,,,,,1773975946.374762,543.573,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975946370924,0,,0,0,6558110032,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,11,20,,,,,1773975946.4793139,544.264,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975946475519,0,,0,0,6558165321,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,12,20,,,,,1773975946.585257,544.366,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975946580052,0,,0,0,6558220787,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,13,20,,,,,1773975946.6898267,554.597,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975946686081,0,,0,0,6558276177,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,14,20,,,,,1773975946.7944956,554.111,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975946790662,0,,0,0,6558331458,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,15,20,,,,,1773975946.899195,554.169,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975946895336,0,,0,0,6558387040,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,16,20,,,,,1773975947.0054517,554.903,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975947000045,0,,0,0,6558442372,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,17,20,,,,,1773975947.1100712,554.012,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975947106135,0,,0,0,6558497810,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,18,20,,,,,1773975947.2146578,554.068,53,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975947210761,0,,0,0,6558553449,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,19,20,,,,,1773975947.3196561,554.988,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975947315394,0,,0,0,6558608870,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9497,20,20,,,,,1773975947.3989575,554.003,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975947396658,0,,0,0,6558664472,,266,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,1,21,,,,,1773975947.60549,553.937,53,2400,2400,12481,90854.25,97887.0,91,42,1063234912,1773975947603137,0,,0,0,6558772251,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,2,21,,,,,1773975947.6253436,553.099,54,2400,2400,12481,90854.25,97887.0,91,42,1063234912,1773975947620617,0,,0,0,6558772251,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,3,21,,,,,1773975947.7300794,552.964,54,2400,2400,12481,90854.25,97887.0,97,45,1063234912,1773975947726213,0,,0,0,6558826958,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,4,21,,,,,1773975947.83473,553.384,54,2400,2400,12481,90854.25,97887.0,97,45,1063234912,1773975947830891,0,,0,0,6558882641,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,5,21,,,,,1773975947.9393566,553.815,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975947935377,0,,0,0,6558937912,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,6,21,,,,,1773975948.0453765,553.402,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975948040025,0,,0,0,6558993467,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,7,21,,,,,1773975948.1500034,554.075,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975948146159,0,,0,0,6559049009,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,8,21,,,,,1773975948.2545385,553.639,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975948250637,0,,0,0,6559160042,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,9,21,,,,,1773975948.3589458,554.329,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975948355281,0,,0,0,6559215599,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,10,21,,,,,1773975948.465431,554.168,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975948459786,0,,0,0,6559271142,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,11,21,,,,,1773975948.5700667,554.11,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975948566242,0,,0,0,6559326724,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,12,21,,,,,1773975948.6743877,554.884,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975948670721,0,,0,0,6559382144,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,13,21,,,,,1773975948.7790275,555.293,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975948775231,0,,0,0,6559437754,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,14,21,,,,,1773975948.8857105,555.379,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975948879666,0,,0,0,6559493167,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,15,21,,,,,1773975948.9902618,555.436,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975948986361,0,,0,0,6559548772,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,16,21,,,,,1773975949.0947278,555.119,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975949091061,0,,0,0,6559604182,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,17,21,,,,,1773975949.1993647,555.147,54,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975949195580,0,,0,0,6559659783,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,18,21,,,,,1773975949.3052752,555.275,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975949300035,0,,0,0,6559715202,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,19,21,,,,,1773975949.4099257,555.572,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975949406082,0,,0,0,6559770754,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,20,21,,,,,1773975949.514382,554.813,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975949510597,0,,0,0,6559826682,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9521,21,21,,,,,1773975949.5605907,555.546,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975949558283,0,,0,0,6559881994,,267,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,1,21,,,,,1773975949.7650194,555.419,55,2400,2400,12481,90854.25,97887.0,95,44,1063234912,1773975949762482,0,,0,0,6559990889,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,2,21,,,,,1773975949.8190756,555.419,55,2400,2400,12481,90854.25,97887.0,95,44,1063234912,1773975949815283,0,,0,0,6559990889,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,3,21,,,,,1773975949.925275,555.276,55,2400,2400,12481,90854.25,97887.0,95,44,1063234912,1773975949919693,0,,0,0,6560045488,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,4,21,,,,,1773975950.0299819,555.31,55,2400,2400,12481,90854.25,97887.0,97,45,1063234912,1773975950026121,0,,0,0,6560101172,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,5,21,,,,,1773975950.1348095,555.114,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975950130623,0,,0,0,6560156818,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,6,21,,,,,1773975950.2391212,554.874,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975950235470,0,,0,0,6560212455,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,7,21,,,,,1773975950.3454077,555.776,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975950339926,0,,0,0,6560268004,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,8,21,,,,,1773975950.4505098,555.179,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975950446216,0,,0,0,6560323593,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,9,21,,,,,1773975950.5548177,556.19,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975950551199,0,,0,0,6560434872,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,10,21,,,,,1773975950.6593986,555.762,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975950655526,0,,0,0,6560490588,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,11,21,,,,,1773975950.765407,555.997,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975950760207,0,,0,0,6560546260,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,12,21,,,,,1773975950.8697166,556.731,56,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975950866091,0,,0,0,6560601858,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,13,21,,,,,1773975950.9743145,556.813,55,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975950970516,0,,0,0,6560657597,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,14,21,,,,,1773975951.0787556,557.267,56,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975951075071,0,,0,0,6560713187,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,15,21,,,,,1773975951.1853008,557.409,56,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975951179562,0,,0,0,6560768902,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,16,21,,,,,1773975951.2896667,557.098,56,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975951285977,0,,0,0,6560824562,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,17,21,,,,,1773975951.394282,557.465,56,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975951390490,0,,0,0,6560880157,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
FULL,False,512,512,1.9544,18,21,,,,,1773975951.498632,557.336,56,2400,2400,12481,90854.25,97887.0,100,46,1063234912,1773975951494980,0,,0,0,6560935957,,268,JunHowie/Qwen3-8B-GPTQ-Int8,seg,60,256
