cudagraph_mode,manipulated,batch_size,graph_batch_size,during_time,index,length,avg_power_js,total_energy_j,energy_per_sample,throughput,timestamp,power,temperature,graphics_clock,sm_clock,memory_clock,memory_used,memory_total,gpu_util,memory_util,power_violation_time_ns,power_reference_time_ns,thermal_violation_time_ns,decoding_steps,perf_state,power_state,total_energy,model_mode,kv_cache_lens,model_name,graph_mode,repeat_count,input_len
FULL,False,512,512,1.7011,1,19,,,,,1773975311.4681976,589.096,47,2287,2287,12481,90818.25,97887.0,100,47,1063234912,1773975311464608,0,,0,0,6323388707,,266,nvidia/Qwen3-8B-FP8,seg,75,256
FULL,False,512,512,1.7011,2,19,,,,,1773975311.48081,589.096,47,2287,2287,12481,90818.25,97887.0,100,47,1063234912,1773975311474617,0,,0,0,6323388707,,266,nvidia/Qwen3-8B-FP8,seg,75,256
FULL,False,512,512,1.7011,3,19,,,,,1773975311.5852656,579.02,46,2287,2287,12481,90818.25,97887.0,100,47,1063234912,1773975311581592,0,,0,0,6323435789,,266,nvidia/Qwen3-8B-FP8,seg,75,256
FULL,False,512,512,1.7011,4,19,,,,,1773975311.6897118,569.067,46,2355,2355,12481,90818.25,97887.0,98,50,1063234912,1773975311686014,0,,0,0,6323484937,,266,nvidia/Qwen3-8B-FP8,seg,75,256
FULL,False,512,512,1.7011,5,19,,,,,1773975311.7939825,562.205,46,2355,2355,12481,90818.25,97887.0,98,50,1063234912,1773975311790396,0,,0,0,6323534253,,266,nvidia/Qwen3-8B-FP8,seg,75,256
FULL,False,512,512,1.7011,6,19,,,,,1773975311.8984077,552.143,46,2355,2355,12481,90818.25,97887.0,100,50,1063234912,1773975311894742,0,,0,0,6323583559,,266,nvidia/Qwen3-8B-FP8,seg,75,256
FULL,False,512,512,1.7011,7,19,,,,,1773975312.0028663,535.607,46,2355,2355,12481,90818.25,97887.0,100,50,1063234912,1773975311999165,0,,0,0,6323632787,,266,nvidia/Qwen3-8B-FP8,seg,75,256
FULL,False,512,512,1.7011,8,19,,,,,1773975312.1070926,531.921,46,2355,2355,12481,90818.25,97887.0,100,51,1063234912,1773975312103553,0,,0,0,6323682077,,266,nvidia/Qwen3-8B-FP8,seg,75,256
FULL,False,512,512,1.7011,9,19,,,,,1773975312.212981,521.49,47,2355,2355,12481,90818.25,97887.0,100,51,1063234912,1773975312207842,0,,0,0,6323731349,,266,nvidia/Qwen3-8B-FP8,seg,75,256
FULL,False,512,512,1.7011,10,19,,,,,1773975312.317428,511.502,47,2355,2355,12481,90818.25,97887.0,100,50,1063234912,1773975312313729,0,,0,0,6323780671,,266,nvidia/Qwen3-8B-FP8,seg,75,256
