cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,total_energy_based_avg_power_W
FULL,16,1530,2048,Qwen/Qwen3-8B_decoding-mlp,247.38351614118886
NONE,16,1230,2048,Qwen/Qwen3-8B_prefill-mlp,251.59252074077506
FULL,16,1230,2048,Qwen/Qwen3-8B_decoding-mlp,203.41451907419784
NONE,16,930,2048,Qwen/Qwen3-8B_prefill-mlp,203.3150882458967
FULL,16,930,2048,Qwen/Qwen3-8B_decoding-mlp,181.12517012764022
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-mlp,589.3332618655352
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-mlp,369.41082882430925
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill-mlp,550.757032109371
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding-mlp,310.79802727326097
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill-mlp,437.53781587188877
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding-mlp,280.7571493438729
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill-mlp,319.8193040830526
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding-mlp,250.56686524743253
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill-mlp,249.19441920830627
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding-mlp,203.26390040420216
NONE,16,930,1024,Qwen/Qwen3-8B_prefill-mlp,202.53290768356146
FULL,16,930,1024,Qwen/Qwen3-8B_decoding-mlp,180.33353150645473
NONE,16,2430,512,Qwen/Qwen3-8B_prefill-mlp,583.9249708524793
FULL,16,2430,512,Qwen/Qwen3-8B_decoding-mlp,365.26428712843796
NONE,16,2130,512,Qwen/Qwen3-8B_prefill-mlp,548.8406523143449
FULL,16,2130,512,Qwen/Qwen3-8B_decoding-mlp,309.9366753602683
NONE,16,1830,512,Qwen/Qwen3-8B_prefill-mlp,428.5098544147268
FULL,16,1830,512,Qwen/Qwen3-8B_decoding-mlp,282.52989217647826
NONE,16,1530,512,Qwen/Qwen3-8B_prefill-mlp,311.12317737874554
FULL,16,1530,512,Qwen/Qwen3-8B_decoding-mlp,251.19264171043127
NONE,16,1230,512,Qwen/Qwen3-8B_prefill-mlp,255.30570475048233
FULL,16,1230,512,Qwen/Qwen3-8B_decoding-mlp,202.842860419031
NONE,16,930,512,Qwen/Qwen3-8B_prefill-mlp,197.94859624899323
FULL,16,930,512,Qwen/Qwen3-8B_decoding-mlp,156.10773192962316
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-mlp,593.2895039744336
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-mlp,367.9762168186187
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-mlp,526.6870028878092
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-mlp,310.02059541496476
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-mlp,407.6496968197005
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-mlp,281.50735348509556
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-mlp,299.1975803586834
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-mlp,250.95422786653413
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-mlp,254.69992783936942
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-mlp,203.27094384004707
NONE,16,930,256,Qwen/Qwen3-8B_prefill-mlp,191.04372131189578
FULL,16,930,256,Qwen/Qwen3-8B_decoding-mlp,179.6239860030797
