cudagraph_mode,manipulated,batch_size,graph_batch_size,during_time,index,length,avg_power_js,total_energy_j,energy_per_sample,throughput,timestamp,power,temperature,graphics_clock,sm_clock,memory_clock,memory_used,memory_total,gpu_util,memory_util,power_violation_time_ns,power_reference_time_ns,thermal_violation_time_ns,decoding_steps,perf_state,power_state,total_energy,model_mode,kv_cache_lens,model_name,graph_mode,repeat_count
FULL,,16,16,2.6627,22,26,,,,,1773201740.7583141,240.37,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201740748696,0,,0,0,25163625790,,8206,llama,all,60
FULL,,16,16,2.6627,23,26,,,,,1773201740.8667824,240.409,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201740859965,0,,0,0,25163649832,,8206,llama,all,60
FULL,,16,16,2.6627,24,26,,,,,1773201740.9780576,240.488,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201740968299,0,,0,0,25163673872,,8206,llama,all,60
FULL,,16,16,2.6627,25,26,,,,,1773201741.0866773,240.488,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201741079761,0,,0,0,25163697902,,8206,llama,all,60
FULL,,16,16,2.6627,26,26,,,,,1773201741.1892805,240.444,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201741186028,0,,0,0,25163721919,,8206,llama,all,60
FULL,,16,16,2.6629,1,26,,,,,1773201741.1969645,240.444,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201741192878,0,,0,0,25163721919,,8207,llama,all,60
FULL,,16,16,2.6629,2,26,,,,,1773201741.2978666,240.409,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201741288697,0,,0,0,25163744261,,8207,llama,all,60
FULL,,16,16,2.6629,3,26,,,,,1773201741.407195,240.342,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201741399525,0,,0,0,25163768247,,8207,llama,all,60
FULL,,16,16,2.6629,4,26,,,,,1773201741.5173914,240.409,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201741508816,0,,0,0,25163792271,,8207,llama,all,60
FULL,,16,16,2.6629,5,26,,,,,1773201741.6259837,240.311,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201741618870,0,,0,0,25163816313,,8207,llama,all,60
FULL,,16,16,2.6629,6,26,,,,,1773201741.7373998,240.325,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201741727756,0,,0,0,25163840340,,8207,llama,all,60
FULL,,16,16,2.6629,7,26,,,,,1773201741.846212,240.311,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201741838942,0,,0,0,25163888379,,8207,llama,all,60
FULL,,16,16,2.6629,8,26,,,,,1773201741.9574463,240.126,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201741947589,0,,0,0,25163912382,,8207,llama,all,60
FULL,,16,16,2.6629,9,26,,,,,1773201742.0661383,240.177,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201742059098,0,,0,0,25163936450,,8207,llama,all,60
FULL,,16,16,2.6629,10,26,,,,,1773201742.1775026,240.231,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201742167790,0,,0,0,25163960454,,8207,llama,all,60
FULL,,16,16,2.6629,11,26,,,,,1773201742.2861733,240.266,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201742278926,0,,0,0,25163984483,,8207,llama,all,60
FULL,,16,16,2.6629,12,26,,,,,1773201742.397102,240.146,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201742387817,0,,0,0,25164008494,,8207,llama,all,60
FULL,,16,16,2.6629,13,26,,,,,1773201742.505926,240.332,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201742498756,0,,0,0,25164032540,,8207,llama,all,60
FULL,,16,16,2.6629,14,26,,,,,1773201742.6171088,240.31,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201742607625,0,,0,0,25164056573,,8207,llama,all,60
FULL,,16,16,2.6629,15,26,,,,,1773201742.7257879,240.407,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201742718669,0,,0,0,25164080608,,8207,llama,all,60
FULL,,16,16,2.6629,16,26,,,,,1773201742.8372364,240.319,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201742827927,0,,0,0,25164104633,,8207,llama,all,60
FULL,,16,16,2.6629,17,26,,,,,1773201742.9460433,240.407,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201742938850,0,,0,0,25164152718,,8207,llama,all,60
FULL,,16,16,2.6629,18,26,,,,,1773201743.0568123,240.502,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201743047452,0,,0,0,25164176767,,8207,llama,all,60
FULL,,16,16,2.6629,19,26,,,,,1773201743.1655245,240.388,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201743158281,0,,0,0,25164200756,,8207,llama,all,60
FULL,,16,16,2.6629,20,26,,,,,1773201743.2789161,240.41,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201743267167,0,,0,0,25164224810,,8207,llama,all,60
FULL,,16,16,2.6629,21,26,,,,,1773201743.387274,240.397,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201743380560,0,,0,0,25164248824,,8207,llama,all,60
FULL,,16,16,2.6629,22,26,,,,,1773201743.4969187,240.539,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201743488925,0,,0,0,25164272880,,8207,llama,all,60
FULL,,16,16,2.6629,23,26,,,,,1773201743.6058266,240.406,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201743598549,0,,0,0,25164296857,,8207,llama,all,60
FULL,,16,16,2.6629,24,26,,,,,1773201743.716523,240.406,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201743707300,0,,0,0,25164320906,,8207,llama,all,60
FULL,,16,16,2.6629,25,26,,,,,1773201743.8250618,240.406,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201743818110,0,,0,0,25164344898,,8207,llama,all,60
FULL,,16,16,2.6629,26,26,,,,,1773201743.8637443,240.561,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201743860537,0,,0,0,25164368956,,8207,llama,all,60
FULL,,16,16,2.6630,1,26,,,,,1773201743.8693447,240.561,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201743866298,0,,0,0,25164368956,,8208,llama,all,60
FULL,,16,16,2.6630,2,26,,,,,1773201743.9367611,240.561,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201743926313,0,,0,0,25164368956,,8208,llama,all,60
FULL,,16,16,2.6630,3,26,,,,,1773201744.0457642,240.198,66,1920,1920,9001,45402.0625,46068.0,92,100,16216313678944,1773201744038182,0,,0,0,25164415732,,8208,llama,all,60
FULL,,16,16,2.6630,4,26,,,,,1773201744.1569471,240.317,66,1920,1920,9001,45402.0625,46068.0,92,100,16216313678944,1773201744147200,0,,0,0,25164439777,,8208,llama,all,60
FULL,,16,16,2.6630,5,26,,,,,1773201744.2661088,240.339,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201744258582,0,,0,0,25164463817,,8208,llama,all,60
FULL,,16,16,2.6630,6,26,,,,,1773201744.3769743,240.339,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201744367739,0,,0,0,25164487863,,8208,llama,all,60
FULL,,16,16,2.6630,7,26,,,,,1773201744.4855664,240.206,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201744478566,0,,0,0,25164511880,,8208,llama,all,60
FULL,,16,16,2.6630,8,26,,,,,1773201744.5962493,240.206,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201744587300,0,,0,0,25164535905,,8208,llama,all,60
FULL,,16,16,2.6630,9,26,,,,,1773201744.7047386,240.317,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201744697877,0,,0,0,25164559927,,8208,llama,all,60
FULL,,16,16,2.6630,10,26,,,,,1773201744.8162267,240.317,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201744806403,0,,0,0,25164583965,,8208,llama,all,60
FULL,,16,16,2.6630,11,26,,,,,1773201744.9246871,240.184,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201744917706,0,,0,0,25164607991,,8208,llama,all,60
FULL,,16,16,2.6630,12,26,,,,,1773201745.0362465,240.171,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201745026257,0,,0,0,25164632022,,8208,llama,all,60
FULL,,16,16,2.6630,13,26,,,,,1773201745.145381,240.48,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201745137913,0,,0,0,25164680109,,8208,llama,all,60
FULL,,16,16,2.6630,14,26,,,,,1773201745.2562006,240.35,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201745246924,0,,0,0,25164704132,,8208,llama,all,60
FULL,,16,16,2.6630,15,26,,,,,1773201745.3645113,240.368,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201745357645,0,,0,0,25164728176,,8208,llama,all,60
FULL,,16,16,2.6630,16,26,,,,,1773201745.4763017,240.337,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201745465968,0,,0,0,25164752181,,8208,llama,all,60
FULL,,16,16,2.6630,17,26,,,,,1773201745.5847967,240.448,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201745577986,0,,0,0,25164776213,,8208,llama,all,60
FULL,,16,16,2.6630,18,26,,,,,1773201745.6959965,240.337,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201745686348,0,,0,0,25164800230,,8208,llama,all,60
FULL,,16,16,2.6630,19,26,,,,,1773201745.8082438,240.359,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201745800845,0,,0,0,25164824284,,8208,llama,all,60
FULL,,16,16,2.6630,20,26,,,,,1773201745.9167476,240.337,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201745909788,0,,0,0,25164848291,,8208,llama,all,60
FULL,,16,16,2.6630,21,26,,,,,1773201746.0250854,240.426,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201746018350,0,,0,0,25164872308,,8208,llama,all,60
FULL,,16,16,2.6630,22,26,,,,,1773201746.1361525,240.315,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201746126750,0,,0,0,25164896334,,8208,llama,all,60
FULL,,16,16,2.6630,23,26,,,,,1773201746.2451177,240.368,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201746237796,0,,0,0,25164944424,,8208,llama,all,60
FULL,,16,16,2.6630,24,26,,,,,1773201746.3567843,240.375,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201746346637,0,,0,0,25164968455,,8208,llama,all,60
FULL,,16,16,2.6630,25,26,,,,,1773201746.465884,240.317,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201746458369,0,,0,0,25164992443,,8208,llama,all,60
FULL,,16,16,2.6630,26,26,,,,,1773201746.5367076,240.325,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201746533158,0,,0,0,25164992443,,8208,llama,all,60
FULL,,16,16,2.6630,1,26,,,,,1773201746.5419195,240.325,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201746538947,0,,0,0,25164992443,,8209,llama,all,60
FULL,,16,16,2.6630,2,26,,,,,1773201746.57626,240.325,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201746567244,0,,0,0,25165016087,,8209,llama,all,60
FULL,,16,16,2.6630,3,26,,,,,1773201746.6851182,234.67,65,1920,1920,9001,45402.0625,46068.0,92,100,16216313678944,1773201746678029,0,,0,0,25165039408,,8209,llama,all,60
FULL,,16,16,2.6630,4,26,,,,,1773201746.7957993,235.237,66,1920,1920,9001,45402.0625,46068.0,92,100,16216313678944,1773201746786711,0,,0,0,25165063434,,8209,llama,all,60
FULL,,16,16,2.6630,5,26,,,,,1773201746.9043317,235.118,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201746897188,0,,0,0,25165087430,,8209,llama,all,60
FULL,,16,16,2.6630,6,26,,,,,1773201747.0156672,235.074,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201747005884,0,,0,0,25165111436,,8209,llama,all,60
FULL,,16,16,2.6630,7,26,,,,,1773201747.1240633,235.118,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201747117127,0,,0,0,25165135448,,8209,llama,all,60
FULL,,16,16,2.6630,8,26,,,,,1773201747.235573,235.229,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201747225722,0,,0,0,25165159507,,8209,llama,all,60
FULL,,16,16,2.6630,9,26,,,,,1773201747.3448412,235.14,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201747336814,0,,0,0,25165207561,,8209,llama,all,60
FULL,,16,16,2.6630,10,26,,,,,1773201747.4555764,234.664,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201747446405,0,,0,0,25165231585,,8209,llama,all,60
FULL,,16,16,2.6630,11,26,,,,,1773201747.5637248,235.236,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201747556949,0,,0,0,25165255617,,8209,llama,all,60
FULL,,16,16,2.6630,12,26,,,,,1773201747.6758766,235.192,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201747665397,0,,0,0,25165279650,,8209,llama,all,60
FULL,,16,16,2.6630,13,26,,,,,1773201747.7845223,240.427,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201747777373,0,,0,0,25165303686,,8209,llama,all,60
FULL,,16,16,2.6630,14,26,,,,,1773201747.895527,240.383,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201747886006,0,,0,0,25165327726,,8209,llama,all,60
FULL,,16,16,2.6630,15,26,,,,,1773201748.003976,240.502,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201747997040,0,,0,0,25165351764,,8209,llama,all,60
FULL,,16,16,2.6630,16,26,,,,,1773201748.115551,240.471,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201748105591,0,,0,0,25165375795,,8209,llama,all,60
FULL,,16,16,2.6630,17,26,,,,,1773201748.224185,240.471,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201748217169,0,,0,0,25165399854,,8209,llama,all,60
FULL,,16,16,2.6630,18,26,,,,,1773201748.3354745,240.471,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201748325660,0,,0,0,25165423875,,8209,llama,all,60
FULL,,16,16,2.6630,19,26,,,,,1773201748.4463968,240.537,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201748437057,0,,0,0,25165471921,,8209,llama,all,60
FULL,,16,16,2.6630,20,26,,,,,1773201748.5559845,240.484,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201748547717,0,,0,0,25165495980,,8209,llama,all,60
FULL,,16,16,2.6630,21,26,,,,,1773201748.6644857,240.462,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201748657559,0,,0,0,25165520011,,8209,llama,all,60
FULL,,16,16,2.6630,22,26,,,,,1773201748.775579,240.528,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201748765883,0,,0,0,25165544025,,8209,llama,all,60
FULL,,16,16,2.6630,23,26,,,,,1773201748.8841991,240.418,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201748877016,0,,0,0,25165568041,,8209,llama,all,60
FULL,,16,16,2.6630,24,26,,,,,1773201748.9952,240.449,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201748985803,0,,0,0,25165592065,,8209,llama,all,60
FULL,,16,16,2.6630,25,26,,,,,1773201749.1038346,240.427,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201749096708,0,,0,0,25165616104,,8209,llama,all,60
FULL,,16,16,2.6630,26,26,,,,,1773201749.2169318,240.568,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201749205718,0,,0,0,25165640171,,8209,llama,all,60
FULL,,16,16,2.6631,1,27,,,,,1773201749.2221968,240.568,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201749219121,0,,0,0,25165640171,,8210,llama,all,60
FULL,,16,16,2.6631,2,27,,,,,1773201749.2143738,240.568,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201749204979,0,,0,0,25165640171,,8210,llama,all,60
FULL,,16,16,2.6631,3,27,,,,,1773201749.3232212,240.458,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201749315905,0,,0,0,25165661884,,8210,llama,all,60
FULL,,16,16,2.6631,4,27,,,,,1773201749.435041,238.629,65,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201749424871,0,,0,0,25165685722,,8210,llama,all,60
FULL,,16,16,2.6631,5,27,,,,,1773201749.544142,238.496,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201749536623,0,,0,0,25165733770,,8210,llama,all,60
FULL,,16,16,2.6631,6,27,,,,,1773201749.65496,238.376,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201749645668,0,,0,0,25165757789,,8210,llama,all,60
FULL,,16,16,2.6631,7,27,,,,,1773201749.7633345,238.562,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201749756520,0,,0,0,25165781822,,8210,llama,all,60
FULL,,16,16,2.6631,8,27,,,,,1773201749.8754215,238.43,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201749864759,0,,0,0,25165805811,,8210,llama,all,60
FULL,,16,16,2.6631,9,27,,,,,1773201749.9838538,238.562,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201749976901,0,,0,0,25165829860,,8210,llama,all,60
FULL,,16,16,2.6631,10,27,,,,,1773201750.0948603,238.562,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201750085456,0,,0,0,25165853875,,8210,llama,all,60
FULL,,16,16,2.6631,11,27,,,,,1773201750.2031038,238.563,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201750196529,0,,0,0,25165877916,,8210,llama,all,60
FULL,,16,16,2.6631,12,27,,,,,1773201750.314704,238.43,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201750304748,0,,0,0,25165901941,,8210,llama,all,60
FULL,,16,16,2.6631,13,27,,,,,1773201750.4238603,238.518,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201750416421,0,,0,0,25165925961,,8210,llama,all,60
FULL,,16,16,2.6631,14,27,,,,,1773201750.5351455,240.347,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201750525528,0,,0,0,25165949998,,8210,llama,all,60
FULL,,16,16,2.6631,15,27,,,,,1773201750.6440816,240.48,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201750636833,0,,0,0,25165998079,,8210,llama,all,60
FULL,,16,16,2.6631,16,27,,,,,1773201750.7554638,240.4,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201750745799,0,,0,0,25166022093,,8210,llama,all,60
FULL,,16,16,2.6631,17,27,,,,,1773201750.8647475,240.435,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201750857078,0,,0,0,25166046105,,8210,llama,all,60
FULL,,16,16,2.6631,18,27,,,,,1773201750.97526,240.524,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201750966450,0,,0,0,25166070148,,8210,llama,all,60
FULL,,16,16,2.6631,19,27,,,,,1773201751.0839336,240.458,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201751076793,0,,0,0,25166094195,,8210,llama,all,60
FULL,,16,16,2.6631,20,27,,,,,1773201751.1947212,240.435,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201751185705,0,,0,0,25166118258,,8210,llama,all,60
FULL,,16,16,2.6631,21,27,,,,,1773201751.3029616,240.458,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201751296062,0,,0,0,25166142306,,8210,llama,all,60
FULL,,16,16,2.6631,22,27,,,,,1773201751.4146473,240.48,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201751404595,0,,0,0,25166166315,,8210,llama,all,60
FULL,,16,16,2.6631,23,27,,,,,1773201751.523166,240.435,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201751516301,0,,0,0,25166190334,,8210,llama,all,60
FULL,,16,16,2.6631,24,27,,,,,1773201751.6344728,240.435,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201751624706,0,,0,0,25166214387,,8210,llama,all,60
FULL,,16,16,2.6631,25,27,,,,,1773201751.7453659,240.458,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201751736880,0,,0,0,25166262510,,8210,llama,all,60
FULL,,16,16,2.6631,26,27,,,,,1773201751.8547397,240.422,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201751847070,0,,0,0,25166286479,,8210,llama,all,60
FULL,,16,16,2.6631,27,27,,,,,1773201751.893357,240.422,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201751886055,0,,0,0,25166286479,,8210,llama,all,60
FULL,,16,16,2.6635,1,26,,,,,1773201751.8986814,240.422,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201751895672,0,,0,0,25166286479,,8211,llama,all,60
FULL,,16,16,2.6635,2,26,,,,,1773201751.9635265,240.422,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201751956368,0,,0,0,25166308747,,8211,llama,all,60
FULL,,16,16,2.6635,3,26,,,,,1773201752.0747097,240.192,65,1920,1920,9001,45402.0625,46068.0,89,100,16216313678944,1773201752065058,0,,0,0,25166332752,,8211,llama,all,60
FULL,,16,16,2.6635,4,26,,,,,1773201752.1829965,240.236,66,1920,1920,9001,45402.0625,46068.0,89,100,16216313678944,1773201752176199,0,,0,0,25166356763,,8211,llama,all,60
FULL,,16,16,2.6635,5,26,,,,,1773201752.2946107,240.236,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201752284461,0,,0,0,25166380791,,8211,llama,all,60
FULL,,16,16,2.6635,6,26,,,,,1773201752.4035726,240.148,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201752396111,0,,0,0,25166404806,,8211,llama,all,60
FULL,,16,16,2.6635,7,26,,,,,1773201752.5143015,240.192,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201752504973,0,,0,0,25166428831,,8211,llama,all,60
FULL,,16,16,2.6635,8,26,,,,,1773201752.622921,240.214,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201752615852,0,,0,0,25166452852,,8211,llama,all,60
FULL,,16,16,2.6635,9,26,,,,,1773201752.7342255,240.192,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201752724555,0,,0,0,25166476893,,8211,llama,all,60
FULL,,16,16,2.6635,10,26,,,,,1773201752.8438027,240.081,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201752835797,0,,0,0,25166524978,,8211,llama,all,60
FULL,,16,16,2.6635,11,26,,,,,1773201752.9548984,240.157,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201752945949,0,,0,0,25166549008,,8211,llama,all,60
FULL,,16,16,2.6635,12,26,,,,,1773201753.0640378,240.356,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201753056440,0,,0,0,25166573024,,8211,llama,all,60
FULL,,16,16,2.6635,13,26,,,,,1773201753.1745396,240.378,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201753165582,0,,0,0,25166597039,,8211,llama,all,60
FULL,,16,16,2.6635,14,26,,,,,1773201753.282981,240.401,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201753276095,0,,0,0,25166621073,,8211,llama,all,60
FULL,,16,16,2.6635,15,26,,,,,1773201753.3939931,240.445,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201753384473,0,,0,0,25166645117,,8211,llama,all,60
FULL,,16,16,2.6635,16,26,,,,,1773201753.502788,240.392,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201753495513,0,,0,0,25166669141,,8211,llama,all,60
FULL,,16,16,2.6635,17,26,,,,,1773201753.6144824,240.392,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201753604411,0,,0,0,25166693161,,8211,llama,all,60
FULL,,16,16,2.6635,18,26,,,,,1773201753.7229993,240.414,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201753715971,0,,0,0,25166717183,,8211,llama,all,60
FULL,,16,16,2.6635,19,26,,,,,1773201753.8339021,240.458,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201753824482,0,,0,0,25166741195,,8211,llama,all,60
FULL,,16,16,2.6635,20,26,,,,,1773201753.9431322,240.338,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201753935115,0,,0,0,25166789276,,8211,llama,all,60
FULL,,16,16,2.6635,21,26,,,,,1773201754.0540478,240.39,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201754044721,0,,0,0,25166813317,,8211,llama,all,60
FULL,,16,16,2.6635,22,26,,,,,1773201754.162911,240.471,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201754155652,0,,0,0,25166837353,,8211,llama,all,60
FULL,,16,16,2.6635,23,26,,,,,1773201754.2741728,240.405,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201754264454,0,,0,0,25166861383,,8211,llama,all,60
FULL,,16,16,2.6635,24,26,,,,,1773201754.3830774,240.383,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201754375712,0,,0,0,25166885376,,8211,llama,all,60
FULL,,16,16,2.6635,25,26,,,,,1773201754.4937298,240.471,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201754484681,0,,0,0,25166909402,,8211,llama,all,60
FULL,,16,16,2.6635,26,26,,,,,1773201754.5661263,240.502,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201754562887,0,,0,0,25166933446,,8211,llama,all,60
FULL,,16,16,2.6634,1,26,,,,,1773201754.5741491,240.502,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201754568641,0,,0,0,25166933446,,8212,llama,all,60
FULL,,16,16,2.6634,2,26,,,,,1773201754.6020489,240.502,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201754595160,0,,0,0,25166933446,,8212,llama,all,60
FULL,,16,16,2.6634,3,26,,,,,1773201754.7137055,240.449,65,1920,1920,9001,45402.0625,46068.0,89,100,16216313678944,1773201754703428,0,,0,0,25166955701,,8212,llama,all,60
FULL,,16,16,2.6634,4,26,,,,,1773201754.8223612,240.383,66,1920,1920,9001,45402.0625,46068.0,89,100,16216313678944,1773201754815361,0,,0,0,25166979725,,8212,llama,all,60
FULL,,16,16,2.6634,5,26,,,,,1773201754.9335153,240.427,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201754923961,0,,0,0,25167003759,,8212,llama,all,60
FULL,,16,16,2.6634,6,26,,,,,1773201755.0428073,240.502,66,1920,1920,9001,45402.0625,46068.0,100,100,16216313678944,1773201755034937,0,,0,0,25167051798,,8212,llama,all,60
