cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,kv_cache_lens,sm_clock,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util
FULL,16,630,1024,Qwen/Qwen3-8B_decoding,1027,630,342905,1472,2.2853,92,156.01491666666666,356.54088905833333,100.0,42.0
FULL,16,630,1024,Qwen/Qwen3-8B_decoding,1027,630,358238,1472,2.2838,92,156.09208333333333,356.4830999166666,100.0,42.0
NONE,16,930,1024,Qwen/Qwen3-8B_prefill,0,930,297696,16,1.5539,1,198.30255555555556,308.1423410777778,100.0,9.777777777777779
NONE,16,930,1024,Qwen/Qwen3-8B_prefill,0,930,297920,16,1.5524,1,199.16766666666666,309.1878857333333,100.0,9.444444444444445
NONE,16,930,1024,Qwen/Qwen3-8B_prefill,0,930,298162,16,1.5523,1,199.4957777777778,309.6772958444445,100.0,9.222222222222221
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1024,930,505249,2176,3.0466,136,168.73013333333336,514.0532242133335,100.0,47.0
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1024,930,505728,2176,3.0463,136,168.7131333333333,513.9508180733333,100.0,47.0
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1024,930,505789,2176,3.0474,136,168.8422,514.52972028,100.0,47.0
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1025,930,505337,2176,3.047,136,168.78580000000002,514.2903326,100.0,47.0
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1025,930,505433,2176,3.047,136,168.66593333333333,513.9250988666666,100.0,47.0
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1025,930,505576,2176,3.0469,136,168.76359999999997,514.2058128399999,100.0,47.0
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1026,930,522293,2176,3.0481,136,168.61806666666664,513.9647290066665,100.0,46.86666666666667
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1026,930,522665,2176,3.0476,136,168.75973333333334,514.3121633066667,100.0,47.0
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1026,930,522769,2176,3.0474,136,168.77086666666668,514.31233908,100.0,47.0
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1027,930,522010,2176,3.0484,136,168.7747333333333,514.4928970933332,100.0,46.93333333333333
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1027,930,522429,2176,3.0475,136,168.83213333333333,514.5159263333333,100.0,47.0
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,1027,930,522503,2176,3.048,136,168.82519999999997,514.5792095999999,100.0,47.0
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill,0,1230,636563,32,2.3172,2,265.5470833333333,615.3257015,100.0,14.333333333333334
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill,0,1230,611170,32,2.3166,2,266.04783333333336,616.3264107000001,100.0,14.25
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill,0,1230,610699,32,2.317,2,266.38958333333335,617.2246645833334,100.0,14.166666666666666
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1024,1230,347116,1456,1.7553,91,192.6633333333333,338.181949,100.0,54.333333333333336
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1024,1230,328271,1456,1.7544,91,193.52366666666666,339.51792079999996,100.0,54.333333333333336
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1024,1230,328464,1456,1.7554,91,193.63633333333334,339.9092195333334,100.0,54.333333333333336
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1025,1230,346942,1456,1.7558,91,193.15933333333334,339.1491574666667,100.0,54.0
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1025,1230,347542,1456,1.7553,91,193.4363333333333,339.53879589999997,100.0,54.0
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1025,1230,347560,1456,1.7564,91,193.49655555555555,339.85735017777773,100.0,54.0
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1026,1230,347247,1456,1.7562,91,192.63322222222223,338.3024648666667,100.0,54.22222222222222
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1026,1230,328212,1456,1.7558,91,193.432,339.62790559999996,100.0,54.0
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1026,1230,328409,1456,1.7571,91,193.46522222222222,339.9377419666667,100.0,54.0
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1027,1230,346985,1456,1.7564,91,193.25255555555557,339.4287885777778,100.0,54.0
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1027,1230,347610,1456,1.756,91,193.457,339.710492,100.0,54.0
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,1027,1230,347650,1456,1.7573,91,193.37833333333336,339.82374516666675,100.0,54.0
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill,0,1530,1029370,48,2.8061,3,368.63373333333334,1034.4231191066667,100.0,19.0
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill,0,1530,1001261,48,2.8092,3,359.6375333333334,1010.2937586400003,100.0,19.066666666666666
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill,0,1530,938054,48,2.8101,3,334.5066666666666,939.9971839999997,100.0,19.133333333333333
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1024,1530,424345,1808,1.7722,113,235.8694444444444,418.0078294444444,100.0,67.0
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1024,1530,426093,1808,1.7721,113,237.25344444444443,420.43682889999997,100.0,67.0
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1024,1530,426186,1808,1.7716,113,237.40966666666665,420.5949654666667,100.0,67.0
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1025,1530,425068,1808,1.7726,113,236.52620000000002,419.26634212000005,100.0,67.0
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1025,1530,425728,1808,1.773,113,236.9504,420.1130592,100.0,67.0
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1025,1530,426765,1808,1.772,113,236.39739999999998,418.89619279999994,100.0,67.0
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1026,1530,424795,1808,1.7729,113,236.7156,419.67308724,100.0,67.0
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1026,1530,425911,1808,1.7733,113,236.1006,418.67719397999997,100.0,67.0
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1026,1530,426615,1808,1.7729,113,237.30599999999998,420.7198074,100.0,67.0
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1027,1530,425229,1808,1.7733,113,236.0438888888889,418.5766281666667,100.0,67.0
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1027,1530,426076,1808,1.7734,113,237.04700000000003,420.37914980000005,100.0,67.0
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1027,1530,426777,1808,1.7733,113,237.397,420.9761001,100.0,67.0
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill,0,1830,1013112,48,2.3738,3,422.4223076923076,1002.7460739999998,100.0,23.46153846153846
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill,0,1830,1016127,48,2.3731,3,423.4327500000001,1004.8482590250003,100.0,23.0
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill,0,1830,1018652,48,2.3732,3,425.01715384615386,1008.6507095076925,100.0,23.46153846153846
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1024,1830,501682,2160,1.8157,135,278.85609999999997,506.31902076999995,100.0,79.0
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1024,1830,503369,2160,1.8148,135,280.0804,508.28990992,100.0,79.0
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1024,1830,503050,2160,1.8149,135,280.5267,509.12790782999997,100.0,79.0
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1025,1830,529469,2160,1.8162,135,278.425,505.67548500000004,100.0,79.0
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1025,1830,531451,2160,1.8157,135,279.67060000000004,507.7979084200001,100.0,79.0
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1025,1830,531922,2160,1.8156,135,280.3344,508.9751366400001,100.0,79.0
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1026,1830,501897,2160,1.816,135,279.2253999999999,507.07332639999987,100.0,79.0
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1026,1830,503465,2160,1.816,135,280.1064,508.67322240000004,100.0,79.0
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1026,1830,504376,2160,1.8166,135,280.5335,509.6171561,100.0,79.0
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1027,1830,501847,2160,1.8164,135,279.23519999999996,507.2028172799999,100.0,79.0
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1027,1830,503514,2160,1.8161,135,279.929,508.37905689999997,100.0,79.0
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1027,1830,503511,2160,1.8167,135,280.6036,509.7725601199999,100.0,79.0
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill,0,2130,1445035,64,2.7571,4,534.636357142857,1474.045900278571,100.0,27.142857142857142
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill,0,2130,1448635,64,2.7572,4,535.8844285714285,1477.540546457143,100.0,27.0
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill,0,2130,1455020,64,2.757,4,540.5434,1490.2781538000002,100.0,27.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1024,2130,626980,2512,1.9978,157,313.95681818181816,627.2229313636363,100.0,83.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1024,2130,593162,2512,2.0002,157,297.0071818181818,594.0737650727272,100.0,83.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1024,2130,594322,2512,1.9997,157,297.6534545454545,595.2176130545454,100.0,83.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1025,2130,627133,2512,1.9986,157,313.6496363636363,626.8601632363635,100.0,83.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1025,2130,592841,2512,2.0011,157,296.8126,593.95169386,100.0,83.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1025,2130,594089,2512,2.0003,157,297.4083636363636,594.9059497818182,100.0,83.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1026,2130,626556,2512,1.9995,157,313.9791818181818,627.8013740454545,100.0,83.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1026,2130,592891,2512,2.0011,157,296.6897272727273,593.7058132454546,100.0,83.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1026,2130,593359,2512,2.0012,157,297.1061818181818,594.5688910545455,100.0,83.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1027,2130,658056,2512,1.9997,157,313.83180000000004,627.5694504600001,100.0,83.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1027,2130,592489,2512,2.0017,157,296.6326363636363,593.7695482090909,100.0,83.0
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1027,2130,593243,2512,2.002,157,297.10090909090906,594.7960199999999,100.0,83.0
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill,0,2243,2039766,80,3.3171,5,599.8197647058824,1989.6621415058826,100.0,28.11764705882353
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill,0,2237,1981037,80,3.3234,5,601.9228823529411,2000.4305072117643,100.0,28.0
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill,0,2238,2039697,80,3.3262,5,597.7638235294118,1988.2820298235295,100.0,28.058823529411764
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1024,2422,784155,2880,2.2421,180,357.03116666666665,800.4995787833334,100.0,85.0
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1024,2422,824530,2880,2.2421,180,358.9218333333333,804.7386425166667,100.0,85.0
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1024,2422,791694,2880,2.2421,180,360.25849999999997,807.73558285,100.0,85.0
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1025,2422,784075,2880,2.243,180,356.87450000000007,800.4695035000001,100.0,85.0
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1025,2422,824172,2880,2.2427,180,358.6525,804.34996175,100.0,85.0
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1025,2422,790362,2880,2.2434,180,359.7030833333333,806.9578971499999,100.0,85.0
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1026,2422,819714,2880,2.2436,180,356.6278333333333,800.1302068666665,100.0,85.0
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1026,2422,787549,2880,2.2435,180,358.4032499999999,804.0776913749997,100.0,85.0
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1026,2422,825731,2880,2.2437,180,359.49199999999996,806.5922003999999,100.0,85.0
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1027,2422,819497,2880,2.2438,180,356.8114166666667,800.6134567166666,100.0,85.0
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1027,2422,787341,2880,2.2437,180,358.36633333333333,804.0665421,100.0,85.0
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1027,2422,825308,2880,2.244,180,359.1600833333334,805.9552270000001,100.0,85.0
NONE,16,330,256,Qwen/Qwen3-8B_prefill,0,330,103041,16,1.0328,1,103.00033333333334,106.37874426666667,100.0,3.0
NONE,16,330,256,Qwen/Qwen3-8B_prefill,0,330,101364,16,1.0326,1,100.95049999999999,104.24148629999999,100.0,3.0
NONE,16,330,256,Qwen/Qwen3-8B_prefill,0,330,100730,16,1.0325,1,100.31766666666665,103.57799083333332,100.0,3.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,256,330,234730,864,1.9424,54,122.96079999999999,238.83905791999996,100.0,26.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,256,330,233190,864,1.9356,54,122.9512,237.98434272,100.0,26.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,256,330,231845,864,1.9342,54,122.1487,236.26001554,100.0,26.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,257,330,246599,864,1.9401,54,123.17572727272727,238.97322848181818,100.0,26.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,257,330,232775,864,1.9387,54,122.85560000000001,238.18015172000003,100.0,26.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,257,330,231318,864,1.9364,54,122.17749999999998,236.58451099999996,100.0,26.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,258,330,246570,864,1.9389,54,123.06645454545456,238.61354871818185,100.0,26.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,258,330,245023,864,1.9354,54,122.63336363636363,237.34461198181816,100.0,26.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,258,330,243893,864,1.9353,54,121.71863636363636,235.56207695454546,100.0,26.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,259,330,245656,864,1.9409,54,123.05499999999999,238.8374495,100.0,26.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,259,330,244908,864,1.9365,54,122.3146,236.8622229,100.0,26.0
FULL,16,330,256,Qwen/Qwen3-8B_decoding,259,330,243349,864,1.9367,54,121.8549,235.99638483,100.0,26.0
NONE,16,630,256,Qwen/Qwen3-8B_prefill,0,630,247084,48,1.6581,3,145.86844444444444,241.8644677333333,100.0,6.0
NONE,16,630,256,Qwen/Qwen3-8B_prefill,0,630,231861,48,1.6581,3,144.86655555555552,240.2032357666666,100.0,6.0
NONE,16,630,256,Qwen/Qwen3-8B_prefill,0,630,246321,48,1.6581,3,145.44977777777777,241.1702765333333,100.0,6.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,256,630,351713,1632,2.3232,102,153.30491666666666,356.1579824,100.0,41.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,256,630,351462,1632,2.3228,102,153.04933333333332,355.50299146666663,100.0,41.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,256,630,351341,1632,2.3226,102,153.00991666666667,355.38083245,100.0,41.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,257,630,351718,1632,2.3254,102,153.09899999999996,356.0164145999999,100.0,41.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,257,630,351409,1632,2.3244,102,152.98499999999999,355.5983339999999,100.0,41.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,257,630,366114,1632,2.3244,102,152.89033333333336,355.3782908,100.0,41.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,258,630,351708,1632,2.3255,102,153.15800000000002,356.16892900000005,100.0,41.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,258,630,366477,1632,2.325,102,153.03316666666663,355.80211249999996,100.0,41.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,258,630,365602,1632,2.3253,102,152.89200000000002,355.5197676,100.0,41.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,259,630,351539,1632,2.3264,102,153.1308333333333,356.2435706666666,100.0,41.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,259,630,366481,1632,2.3256,102,153.09749999999997,356.04354599999994,100.0,41.0
FULL,16,630,256,Qwen/Qwen3-8B_decoding,259,630,351123,1632,2.326,102,152.97841666666667,355.8277971666667,100.0,41.0
NONE,16,930,256,Qwen/Qwen3-8B_prefill,0,930,297131,64,1.5741,4,185.69411111111108,292.3011003,100.0,8.0
NONE,16,930,256,Qwen/Qwen3-8B_prefill,0,930,296934,64,1.5732,4,186.16075,292.8680919,100.0,8.0
NONE,16,930,256,Qwen/Qwen3-8B_prefill,0,930,297415,64,1.5727,4,185.25822222222223,291.3556060888889,100.0,8.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,256,930,512431,2432,3.1242,152,165.54446666666666,517.19402276,100.0,45.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,256,930,529022,2432,3.1232,152,165.681,517.4548992000001,100.0,45.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,256,930,512678,2432,3.1237,152,165.38433333333333,516.6110420333333,100.0,45.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,257,930,512408,2432,3.1258,152,165.54399999999998,517.4574352,100.0,45.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,257,930,512351,2432,3.1257,152,165.56133333333335,517.4950596000001,100.0,45.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,257,930,529204,2432,3.126,152,165.47746666666666,517.2825607999999,100.0,45.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,258,930,512520,2432,3.1261,152,165.65666666666664,517.8593056666666,100.0,45.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,258,930,512797,2432,3.127,152,165.64581249999998,517.9744556874999,100.0,45.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,258,930,529364,2432,3.1261,152,165.5893125,517.6487498062501,100.0,45.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,259,930,529125,2432,3.1268,152,165.63093333333336,517.8948023466667,100.0,45.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,259,930,512843,2432,3.127,152,165.552,517.6811039999999,100.0,45.0
FULL,16,930,256,Qwen/Qwen3-8B_decoding,259,930,512947,2432,3.1265,152,165.63793333333334,517.8669985666667,100.0,45.0
NONE,16,1230,256,Qwen/Qwen3-8B_prefill,0,1230,418754,96,1.761,6,246.9953,434.9587233,100.0,13.0
NONE,16,1230,256,Qwen/Qwen3-8B_prefill,0,1230,419011,96,1.7616,6,247.167,435.4093872,100.0,13.0
NONE,16,1230,256,Qwen/Qwen3-8B_prefill,0,1230,419839,96,1.761,6,247.6202222222222,436.0592113333333,100.0,13.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,256,1230,341234,1616,1.7811,101,189.8871111111111,338.20793359999993,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,256,1230,341302,1616,1.7817,101,189.903,338.3501751,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,256,1230,341504,1616,1.7814,101,190.212,338.8436568,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,257,1230,340713,1616,1.783,101,189.762,338.345646,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,257,1230,341418,1616,1.7834,101,189.84900000000002,338.5767066,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,257,1230,341420,1616,1.7829,101,189.90988888888887,338.59034089999994,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,258,1230,340901,1616,1.7835,101,188.73288888888888,336.6051073333333,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,258,1230,322516,1616,1.7836,101,189.98255555555556,338.8528860888889,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,258,1230,341413,1616,1.7835,101,190.07440000000003,338.99769240000006,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,259,1230,341110,1616,1.7837,101,189.75822222222223,338.4717409777778,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,259,1230,341295,1616,1.7836,101,190.09699999999998,339.0570092,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,259,1230,341258,1616,1.7838,101,190.1126,339.12285588,100.0,53.0
NONE,16,1530,256,Qwen/Qwen3-8B_prefill,0,1530,580613,112,1.6582,7,341.59633333333335,566.4350399333333,100.0,16.0
NONE,16,1530,256,Qwen/Qwen3-8B_prefill,0,1530,582258,112,1.6581,7,343.1892222222222,569.0420493666667,100.0,16.22222222222222
NONE,16,1530,256,Qwen/Qwen3-8B_prefill,0,1530,583761,112,1.658,7,343.3694444444444,569.3065388888888,100.0,16.11111111111111
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,256,1530,392979,2000,1.7926,125,230.8091,413.74839266,100.0,65.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,256,1530,417285,2000,1.7921,125,232.31400000000002,416.32991940000005,100.0,65.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,256,1530,417744,2000,1.7919,125,232.42300000000006,416.4787737000001,100.0,65.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,257,1530,415644,2000,1.7939,125,231.52811111111112,415.33827852222225,100.0,65.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,257,1530,417307,2000,1.7941,125,231.2,414.79591999999997,100.0,65.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,257,1530,417933,2000,1.7939,125,232.62580000000003,417.30742262000007,100.0,65.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,258,1530,416627,2000,1.7944,125,230.99450000000002,414.4965308,100.0,65.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,258,1530,417197,2000,1.7942,125,232.3211111111111,416.8305375555555,100.0,65.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,258,1530,417798,2000,1.7942,125,232.3225,416.8330295,100.0,65.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,259,1530,417072,2000,1.7948,125,231.83780000000002,416.10248344,100.0,65.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,259,1530,417450,2000,1.7945,125,231.90330000000003,416.15047185000003,100.0,65.0
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,259,1530,418455,2000,1.7945,125,232.8143333333333,417.7853211666666,100.0,65.0
NONE,16,1830,256,Qwen/Qwen3-8B_prefill,0,1830,709857,144,1.7988,9,393.1508,707.19965904,100.0,19.0
NONE,16,1830,256,Qwen/Qwen3-8B_prefill,0,1830,711110,144,1.7996,9,395.614,711.9469544,100.0,19.0
NONE,16,1830,256,Qwen/Qwen3-8B_prefill,0,1830,711646,144,1.7993,9,396.8583,714.0671391899999,100.0,19.5
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,256,1830,495358,2400,1.8285,150,275.6018,503.93789130000005,100.0,77.0
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,256,1830,492585,2400,1.8383,150,274.2504,504.15451032000004,100.0,77.0
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,256,1830,493929,2400,1.8379,150,274.76390000000004,504.9885718100001,100.0,77.0
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,257,1830,495045,2400,1.8302,150,275.6235,504.4461297,100.0,77.0
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,257,1830,493026,2400,1.8402,150,274.1699,504.52744998,100.0,77.0
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,257,1830,493891,2400,1.8394,150,274.8503999999999,505.55982575999985,100.0,77.0
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,258,1830,495895,2400,1.8305,150,275.8306,504.9079133,100.0,77.0
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,258,1830,493135,2400,1.8404,150,274.31239999999997,504.84454095999996,100.0,77.0
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,258,1830,493965,2400,1.8402,150,274.74339999999995,505.5828046799999,100.0,77.0
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,259,1830,495719,2400,1.8308,150,275.9349,505.1816149200001,100.0,77.0
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,259,1830,493235,2400,1.8407,150,274.4751,505.22631657,100.0,77.0
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,259,1830,493867,2400,1.8403,150,274.861,505.8266983,100.0,77.0
NONE,16,2130,256,Qwen/Qwen3-8B_prefill,0,2130,900428,160,1.737,10,499.71399999999994,868.003218,100.0,23.0
NONE,16,2130,256,Qwen/Qwen3-8B_prefill,0,2130,903990,160,1.7364,10,502.48370000000006,872.5126966800001,100.0,23.0
NONE,16,2130,256,Qwen/Qwen3-8B_prefill,0,2130,855443,160,1.7364,10,502.9554,873.3317565599999,100.0,23.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,256,2130,665550,2800,2.0201,175,333.19540000000006,673.0880275400001,100.0,81.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,256,2130,617305,2800,2.0199,175,309.03645454545455,624.2227345363635,100.0,81.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,256,2130,649433,2800,2.0198,175,309.5676363636363,625.2647119272726,100.0,81.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,257,2130,665803,2800,2.0222,175,333.3263,674.05244386,100.0,81.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,257,2130,616953,2800,2.0223,175,309.0055454545455,624.9019145727274,100.0,81.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,257,2130,618126,2800,2.0219,175,309.51772727272726,625.8138927727273,100.0,81.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,258,2130,650565,2800,2.0218,175,308.6272,623.98247296,100.0,81.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,258,2130,616703,2800,2.0224,175,309.0667272727273,625.0565492363637,100.0,81.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,258,2130,617781,2800,2.0227,175,309.45436363636367,625.9333413272727,100.0,81.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,259,2130,616115,2800,2.0224,175,308.397909090909,623.7039313454545,100.0,81.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,259,2130,648193,2800,2.0228,175,309.00754545454544,625.0604629454546,100.0,81.0
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,259,2130,648987,2800,2.0231,175,309.4472727272727,626.0427774545454,100.0,81.0
NONE,16,2430,256,Qwen/Qwen3-8B_prefill,0,2295,1139834,192,1.9505,12,599.4269,1169.18216845,100.0,24.0
