cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,throughput_tokens_per_sec
NONE,16,330,8192,Qwen/Qwen3-8B_prefill,0.4183236203817727
FULL,16,330,8192,Qwen/Qwen3-8B_decoding,230.87489189301684
NONE,16,630,8192,Qwen/Qwen3-8B_prefill,0.779464994714253
FULL,16,630,8192,Qwen/Qwen3-8B_decoding,358.30922832882334
NONE,16,930,8192,Qwen/Qwen3-8B_prefill,1.0979383919319827
FULL,16,930,8192,Qwen/Qwen3-8B_decoding,388.66500283667915
NONE,16,1230,8192,Qwen/Qwen3-8B_prefill,1.4690040152776418
FULL,16,1230,8192,Qwen/Qwen3-8B_decoding,450.5561552541418
NONE,16,1530,8192,Qwen/Qwen3-8B_prefill,1.8154311649016643
FULL,16,1530,8192,Qwen/Qwen3-8B_decoding,556.173318257847
NONE,16,1830,8192,Qwen/Qwen3-8B_prefill,2.153122925376348
FULL,16,1830,8192,Qwen/Qwen3-8B_decoding,644.9936844368398
NONE,16,2130,8192,Qwen/Qwen3-8B_prefill,2.4779181357795887
FULL,16,2130,8192,Qwen/Qwen3-8B_decoding,667.5778720955327
NONE,16,2430,8192,Qwen/Qwen3-8B_prefill,2.574844838777163
FULL,16,2430,8192,Qwen/Qwen3-8B_decoding,676.7473828909802
NONE,16,330,4096,Qwen/Qwen3-8B_prefill,0.9262350282791133
FULL,16,330,4096,Qwen/Qwen3-8B_decoding,305.43923265879044
NONE,16,630,4096,Qwen/Qwen3-8B_prefill,1.7233579629908877
FULL,16,630,4096,Qwen/Qwen3-8B_decoding,480.70102232422283
NONE,16,930,4096,Qwen/Qwen3-8B_prefill,2.4235447371211314
FULL,16,930,4096,Qwen/Qwen3-8B_decoding,523.8482354644365
NONE,16,1230,4096,Qwen/Qwen3-8B_prefill,3.240025110194604
FULL,16,1230,4096,Qwen/Qwen3-8B_decoding,605.4872280037843
NONE,16,1530,4096,Qwen/Qwen3-8B_prefill,3.9996333669413633
FULL,16,1530,4096,Qwen/Qwen3-8B_decoding,746.4971943955111
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill,4.742848673484512
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding,867.1319554700924
NONE,16,2130,4096,Qwen/Qwen3-8B_prefill,5.452314962060976
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding,905.8078414836277
NONE,16,2430,4096,Qwen/Qwen3-8B_prefill,5.645929637601892
FULL,16,2430,4096,Qwen/Qwen3-8B_decoding,922.1765731682085
NONE,16,330,1024,Qwen/Qwen3-8B_prefill,3.970650276704691
FULL,16,330,1024,Qwen/Qwen3-8B_decoding,405.6873706915526
NONE,16,630,1024,Qwen/Qwen3-8B_prefill,7.381322179335373
FULL,16,630,1024,Qwen/Qwen3-8B_decoding,644.5562654853694
NONE,16,930,1024,Qwen/Qwen3-8B_prefill,10.303524664062165
FULL,16,930,1024,Qwen/Qwen3-8B_decoding,714.0630383776066
NONE,16,1230,1024,Qwen/Qwen3-8B_prefill,13.811359843471253
FULL,16,1230,1024,Qwen/Qwen3-8B_decoding,829.1807853298783
NONE,16,1530,1024,Qwen/Qwen3-8B_prefill,17.09117668003893
FULL,16,1530,1024,Qwen/Qwen3-8B_decoding,1019.9035378844148
NONE,16,1830,1024,Qwen/Qwen3-8B_prefill,20.22443505006952
FULL,16,1830,1024,Qwen/Qwen3-8B_decoding,1189.4982721986903
NONE,16,2130,1024,Qwen/Qwen3-8B_prefill,23.212796053824672
FULL,16,2130,1024,Qwen/Qwen3-8B_decoding,1255.84825166959
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill,24.08018702278588
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding,1283.9135587364447
NONE,16,330,256,Qwen/Qwen3-8B_prefill,15.494367151941638
FULL,16,330,256,Qwen/Qwen3-8B_decoding,445.9143868462137
NONE,16,630,256,Qwen/Qwen3-8B_prefill,28.948796815632353
FULL,16,630,256,Qwen/Qwen3-8B_decoding,702.0210348214479
NONE,16,930,256,Qwen/Qwen3-8B_prefill,40.67796610169492
FULL,16,930,256,Qwen/Qwen3-8B_decoding,778.0719364617242
NONE,16,1230,256,Qwen/Qwen3-8B_prefill,54.508289802407454
FULL,16,1230,256,Qwen/Qwen3-8B_decoding,906.371522584505
NONE,16,1530,256,Qwen/Qwen3-8B_prefill,67.54719256980883
FULL,16,1530,256,Qwen/Qwen3-8B_decoding,1114.977398478985
NONE,16,1830,256,Qwen/Qwen3-8B_prefill,80.03408859328974
FULL,16,1830,256,Qwen/Qwen3-8B_decoding,1306.8692313975334
NONE,16,2130,256,Qwen/Qwen3-8B_prefill,92.1340550500979
FULL,16,2130,256,Qwen/Qwen3-8B_decoding,1384.915957034631
NONE,16,2430,256,Qwen/Qwen3-8B_prefill,98.18460751725902
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,1420.260159113521
