cudagraph_mode,manipulated,batch_size,graph_batch_size,during_time,index,length,avg_power_js,total_energy_j,energy_per_sample,throughput,timestamp,power,temperature,graphics_clock,sm_clock,memory_clock,memory_used,memory_total,gpu_util,memory_util,power_violation_time_ns,power_reference_time_ns,thermal_violation_time_ns,decoding_steps,perf_state,power_state,total_energy,model_mode,kv_cache_lens,model_name,graph_mode,repeat_count,input_len
FULL,False,8,8,1.6978,1,17,,,,,1773329913.3608165,574.395,64,2370,2370,12481,94766.25,97887.0,100,88,1600898432,1773329913357216,0,,0,0,24609621865,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,2,17,,,,,1773329913.4711154,549.223,63,2370,2370,12481,94766.25,97887.0,100,88,1600898432,1773329913459825,0,,0,0,24609660381,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,3,17,,,,,1773329913.5785594,536.137,63,2370,2370,12481,94766.25,97887.0,100,89,1600898432,1773329913572450,0,,0,0,24609740484,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,4,17,,,,,1773329913.6878958,518.164,63,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329913679919,0,,0,0,24609780772,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,5,17,,,,,1773329913.7955594,500.382,63,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329913789348,0,,0,0,24609821037,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,6,17,,,,,1773329913.9028034,482.575,63,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329913896945,0,,0,0,24609861301,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,7,17,,,,,1773329914.0102391,465.998,63,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329914004208,0,,0,0,24609901730,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,8,17,,,,,1773329914.1175232,430.548,63,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329914111593,0,,0,0,24609941776,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,9,17,,,,,1773329914.2249327,427.911,63,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329914218868,0,,0,0,24609981987,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,10,17,,,,,1773329914.3324375,409.066,63,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329914326282,0,,0,0,24610022215,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,11,17,,,,,1773329914.4399111,399.084,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329914433671,0,,0,0,24610062419,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,12,17,,,,,1773329914.5480201,398.877,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329914541156,0,,0,0,24610102660,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,13,17,,,,,1773329914.655772,401.595,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329914649207,0,,0,0,24610142867,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,14,17,,,,,1773329914.7633028,401.764,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329914757145,0,,0,0,24610182985,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,15,17,,,,,1773329914.8709216,401.827,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329914864760,0,,0,0,24610223161,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,16,17,,,,,1773329914.9783754,401.76,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329914972235,0,,0,0,24610303448,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6978,17,17,,,,,1773329915.0616052,401.803,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329915059348,0,,0,0,24610303448,,8197,qwen3,all,30,8192
FULL,False,8,8,1.6979,1,18,,,,,1773329915.2357118,399.021,62,2422,2422,12481,94766.25,97887.0,97,86,1600898432,1773329915233459,0,,0,0,24610382553,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,2,18,,,,,1773329915.2877736,399.117,62,2422,2422,12481,94766.25,97887.0,97,86,1600898432,1773329915279776,0,,0,0,24610421933,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,3,18,,,,,1773329915.3952456,398.712,62,2422,2422,12481,94766.25,97887.0,97,86,1600898432,1773329915389159,0,,0,0,24610462052,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,4,18,,,,,1773329915.502601,398.643,62,2422,2422,12481,94766.25,97887.0,97,86,1600898432,1773329915496590,0,,0,0,24610502177,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,5,18,,,,,1773329915.6101518,398.573,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329915603950,0,,0,0,24610542310,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,6,18,,,,,1773329915.7174923,398.647,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329915711455,0,,0,0,24610582407,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,7,18,,,,,1773329915.825014,398.504,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329915818802,0,,0,0,24610622582,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,8,18,,,,,1773329915.932371,398.408,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329915926236,0,,0,0,24610662728,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,9,18,,,,,1773329916.039703,398.434,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329916033720,0,,0,0,24610702854,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,10,18,,,,,1773329916.1478207,398.434,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329916141121,0,,0,0,24610742987,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,11,18,,,,,1773329916.2551694,398.648,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329916248978,0,,0,0,24610783127,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,12,18,,,,,1773329916.3626325,401.139,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329916356730,0,,0,0,24610823240,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,13,18,,,,,1773329916.4701397,401.55,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329916464017,0,,0,0,24610863321,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,14,18,,,,,1773329916.5775228,401.593,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329916571476,0,,0,0,24610943504,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,15,18,,,,,1773329916.684953,401.657,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329916678882,0,,0,0,24610983620,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,16,18,,,,,1773329916.7925963,401.546,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329916786230,0,,0,0,24611023723,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,17,18,,,,,1773329916.8999875,401.676,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329916893894,0,,0,0,24611063788,,8198,qwen3,all,30,8192
FULL,False,8,8,1.6979,18,18,,,,,1773329916.9364662,401.676,62,2422,2422,12481,94766.25,97887.0,100,89,1600898432,1773329916934174,0,,0,0,24611063788,,8198,qwen3,all,30,8192
