cudagraph_mode,batch_size,sm_clock,input_len,model_name,kv_cache_lens,iteration,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util
FULL,128,1230,256,Qwen/Qwen3-8B,300,40,1956277,46080,8.6561,360,225.05729268292683,1948.118431192683,100.0,53.0
FULL,128,1230,256,Qwen/Qwen3-8B,301,41,1933229,46080,8.6612,360,224.98858536585365,1948.6711355707314,100.0,53.0
FULL,128,1230,256,Qwen/Qwen3-8B,302,42,1955831,46080,8.6666,360,224.97517073170732,1949.7698146634148,100.0,53.0
FULL,64,1230,256,Qwen/Qwen3-8B,259,0,1840034,28800,9.1672,450,200.17081395348836,1835.0058856744183,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,260,1,1837983,28800,9.1744,450,199.93872093023256,1834.3178013023257,100.0,51.95348837209303
FULL,64,1230,256,Qwen/Qwen3-8B,261,2,1837076,28800,9.1779,450,199.81716279069767,1833.901938376744,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,262,3,1835778,28800,9.1805,450,199.6343023255814,1832.7427125,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,263,4,1835448,28800,9.1834,450,199.59041860465118,1832.9186502139537,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,264,5,1834193,28800,9.1847,450,199.59023255813952,1833.176408976744,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,265,6,1834056,28800,9.187,450,199.403511627907,1831.9200613255814,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,266,7,1833562,28800,9.1875,450,199.40609302325583,1832.043479651163,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,267,8,1833469,28800,9.1886,450,199.44123255813955,1832.5857094837208,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,268,9,1833730,28800,9.1884,450,199.40932558139536,1832.252647172093,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,269,10,1833438,28800,9.1903,450,199.43479069767443,1832.8655569488374,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,270,11,1833364,28800,9.1918,450,199.39141860465116,1832.7660415302328,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,271,12,1832595,28800,9.1934,450,199.46632558139538,1833.7737176000003,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,272,13,1832427,28800,9.1956,450,199.3281395348837,1832.9418399069766,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,273,14,1832449,28800,9.198,450,199.38095348837209,1833.9060101860466,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,274,15,1831761,28800,9.2013,450,199.2406511627907,1833.273003544186,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,275,16,1832260,28800,9.2038,450,199.2786511627907,1834.120849572093,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,276,17,1831798,28800,9.2062,450,199.31783720930235,1834.9598729162794,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,277,18,1851915,28800,9.2062,450,199.29406976744184,1834.7410650930233,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,278,19,1832289,28800,9.2081,450,199.28183720930235,1835.007085206977,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,279,20,1832520,28800,9.2086,450,199.33272093023257,1835.5752939581398,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,280,21,1832165,28800,9.2126,450,199.21379545454548,1835.2770120045457,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,281,22,1832424,28800,9.2138,450,199.36534883720932,1836.9124511162795,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,282,23,1832351,28800,9.2167,450,199.3222790697674,1837.0936495023252,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,283,24,1832491,28800,9.2178,450,199.30913953488377,1837.1917864046518,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,284,25,1832792,28800,9.2198,450,199.29779069767437,1837.485770674418,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,285,26,1832072,28800,9.2223,450,199.28125581395352,1837.8315254930237,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,286,27,1832598,28800,9.2224,450,199.2883953488372,1837.9172972651163,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,287,28,1852902,28800,9.2222,450,199.34879069767445,1838.4344175720935,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,288,29,1832928,28800,9.2238,450,199.42120454545457,1839.421306486364,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,289,30,1852858,28800,9.2254,450,199.37723255813953,1839.3347212418605,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,290,31,1833365,28800,9.2288,450,199.41416279069765,1840.3534255627903,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,291,32,1833122,28800,9.2306,450,199.39993023255818,1840.5809960046518,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,292,33,1853258,28800,9.2326,450,199.47053488372094,1841.631660367442,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,293,34,1833219,28800,9.2348,450,199.4274651162791,1841.6727548558142,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,294,35,1833500,28800,9.2371,450,199.3985348837209,1841.8642065744184,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,295,36,1853835,28800,9.2369,450,199.38183720930232,1841.6700921186045,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,296,37,1853535,28800,9.2407,450,199.46030232558144,1843.1528157000005,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,297,38,1833918,28800,9.2423,450,199.4392093023256,1843.2770041348838,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,298,39,1833763,28800,9.2442,450,199.4213488372093,1843.4908329209302,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,299,40,1834286,28800,9.2458,450,199.46051162790698,1844.1719984093022,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,300,41,1853678,28800,9.2499,450,199.4489772727273,1844.8830948750003,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,301,42,1854602,28800,9.2506,450,199.50825581395347,1845.571071232558,100.0,52.0
FULL,64,1230,256,Qwen/Qwen3-8B,302,43,1855373,28800,9.2526,450,199.57465116279073,1846.5844173488374,100.0,52.0
FULL,16,1230,256,Qwen/Qwen3-8B,258,0,1810656,8640,9.4561,540,190.73672727272725,1803.625566763636,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,259,1,1810442,8640,9.4585,540,190.68865909090908,1803.6286820113637,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,260,2,1810358,8640,9.4581,540,190.74729545454545,1804.1069951386364,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,261,3,1791947,8640,9.4596,540,190.81727272727275,1805.0550730909092,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,262,4,1792043,8640,9.4635,540,190.78686363636362,1805.511484022727,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,263,5,1811652,8640,9.463,540,190.85399999999998,1806.0514019999996,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,264,6,1805714,8640,9.4798,540,190.23115555555555,1803.3533084355554,100.0,52.977777777777774
FULL,16,1230,256,Qwen/Qwen3-8B,265,7,1787619,8640,9.4783,540,190.35988636363638,1804.2881109204548,100.0,52.95454545454545
FULL,16,1230,256,Qwen/Qwen3-8B,266,8,1806866,8640,9.4784,540,190.34188636363635,1804.1365357090908,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,267,9,1807101,8640,9.4804,540,190.37954545454548,1804.8742427272728,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,268,10,1807492,8640,9.4811,540,190.42545454545453,1805.4427770909087,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,269,11,1808089,8640,9.4828,540,190.49455555555554,1806.4217714222218,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,270,12,1808223,8640,9.4835,540,190.54195454545453,1807.0046259318178,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,271,13,1809309,8640,9.4851,540,190.49081818181818,1806.8244595363635,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,272,14,1790686,8640,9.4856,540,190.58395454545453,1807.8031592363634,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,273,15,1809671,8640,9.4857,540,190.63529545454546,1808.3092220931817,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,274,16,1809954,8640,9.4874,540,190.61947727272727,1808.4832286772726,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,275,17,1810373,8640,9.4863,540,190.64715909090907,1808.5361452840907,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,276,18,1810173,8640,9.4878,540,190.72748888888887,1809.5842690799998,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,277,19,1811010,8640,9.4879,540,190.73509090909093,1809.6754690363637,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,278,20,1811193,8640,9.4878,540,190.88586666666666,1811.08692576,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,279,21,1811750,8640,9.4893,540,190.80718181818185,1810.626590427273,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,280,22,1811618,8640,9.4906,540,190.8410681818182,1811.196241686364,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,281,23,1812375,8640,9.4931,540,190.91606818181816,1812.385326856818,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,282,24,1812649,8640,9.4905,540,190.98731818181815,1812.5651432045454,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,283,25,1813144,8640,9.4928,540,191.00363636363633,1813.159319272727,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,284,26,1812993,8640,9.4926,540,191.00295555555556,1813.1146559066667,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,285,27,1812984,8640,9.4946,540,190.95575555555556,1813.0485166977778,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,286,28,1813602,8640,9.4944,540,191.0575909090909,1813.9771911272726,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,287,29,1813345,8640,9.4961,540,191.03400000000005,1814.0779674000005,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,288,30,1813777,8640,9.4967,540,191.00531818181815,1813.9202051772725,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,289,31,1814035,8640,9.4998,540,191.05870454545456,1815.0194814409094,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,290,32,1814305,8640,9.4998,540,191.11500000000004,1815.5542770000004,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,291,33,1814636,8640,9.497,540,191.08386666666667,1814.7234817333333,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,292,34,1814556,8640,9.4974,540,191.16055555555556,1815.5282603333335,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,293,35,1814824,8640,9.4982,540,191.18208888888893,1815.885716684445,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,294,36,1814847,8640,9.5008,540,191.15391111111109,1816.1150786844441,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,295,37,1814742,8640,9.502,540,191.1903409090909,1816.690619318182,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,296,38,1815067,8640,9.5013,540,191.10340909090908,1815.7308207954545,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,297,39,1814423,8640,9.5016,540,191.14719999999994,1816.2042355199994,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,298,40,1814406,8640,9.503,540,191.10013333333333,1816.0245670666666,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,299,41,1833000,8640,9.5031,540,191.03822222222217,1815.4553295999995,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,300,42,1813371,8640,9.5034,540,191.04645454545454,1815.5908761272724,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,301,43,1812730,8640,9.5052,540,190.97815555555556,1815.2855641866668,100.0,53.0
FULL,16,1230,256,Qwen/Qwen3-8B,302,44,1831480,8640,9.5072,540,190.89648888888885,1814.8910991644439,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,258,0,1891376,4800,10.1829,600,185.57108333333335,1889.651784475,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,259,1,1872572,4800,10.1829,600,185.5235,1889.1672481500002,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,260,2,1889955,4800,10.1867,600,185.32754166666666,1887.8760686958333,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,261,3,1889455,4800,10.1906,600,185.3407083333333,1888.7330223416664,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,262,4,1888472,4800,10.1951,600,185.25235416666666,1888.6662759645833,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,263,5,1888164,4800,10.1909,600,185.23663829787236,1887.7280572297873,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,264,6,1887623,4800,10.1958,600,185.1455,1887.7064889,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,265,7,1886539,4800,10.1949,600,185.11520833333336,1887.2310374375004,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,266,8,1886188,4800,10.1963,600,185.07466666666664,1887.0768237333332,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,267,9,1885709,4800,10.1979,600,185.05454166666667,1887.1677104625,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,268,10,1885875,4800,10.1949,600,185.01034042553187,1886.161919604255,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,269,11,1885431,4800,10.1964,600,184.9655625,1885.9828614750002,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,270,12,1885082,4800,10.1985,600,185.017375,1886.8996989374998,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,271,13,1890551,4800,10.1858,600,185.43857446808514,1888.8402318170217,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,272,14,1890393,4800,10.1863,600,185.48338297872343,1889.3893840361702,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,273,15,1890167,4800,10.1836,600,185.42480851063826,1888.292079948936,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,274,16,1890196,4800,10.1849,600,185.41425531914888,1888.4256489999996,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,275,17,1890097,4800,10.1865,600,185.4211063829787,1888.7921001702127,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,276,18,1889804,4800,10.1849,600,185.45282978723404,1888.8185261,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,277,19,1889563,4800,10.19,600,185.39265957446807,1889.1512010638296,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,278,20,1871364,4800,10.1874,600,185.41442553191487,1888.8909186638296,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,279,21,1889518,4800,10.1896,600,185.381744680851,1888.9658255999993,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,280,22,1889568,4800,10.1887,600,185.3853333333333,1888.8355457333332,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,281,23,1889549,4800,10.1862,600,185.33995833333333,1887.9098835749999,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,282,24,1889257,4800,10.1884,600,185.3094166666667,1888.0064607666668,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,283,25,1888420,4800,10.1922,600,185.31616666666665,1888.7794338999997,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,284,26,1888807,4800,10.1878,600,185.29304166666665,1887.7284498916663,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,285,27,1888215,4800,10.1942,600,185.2619791666667,1888.5976680208337,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,286,28,1888201,4800,10.1915,600,185.30370833333336,1888.5227434791668,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,287,29,1888018,4800,10.1946,600,185.20716666666667,1888.1129813,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,288,30,1888340,4800,10.1934,600,185.30320833333334,1888.8697238250002,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,289,31,1888357,4800,10.1926,600,185.28960416666666,1888.5828194291666,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,290,32,1888022,4800,10.1951,600,185.2170833333333,1888.3066862916664,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,291,33,1888048,4800,10.1955,600,185.19797872340422,1888.1859920744675,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,292,34,1888662,4800,10.1934,600,185.25874999999996,1888.4165422499998,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,293,35,1888939,4800,10.1964,600,185.29258333333334,1889.3172967000003,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,294,36,1889331,4800,10.1971,600,185.33468749999997,1889.8763419062498,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,295,37,1889532,4800,10.1964,600,185.40608333333333,1890.4745881000001,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,296,38,1890405,4800,10.1972,600,185.41659574468082,1890.7301101276594,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,297,39,1890424,4800,10.197,600,185.52410416666666,1891.7892901874998,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,298,40,1890744,4800,10.1988,600,185.5615625,1892.5052636250002,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,299,41,1891764,4800,10.1996,600,185.58922916666668,1892.9359018083335,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,300,42,1893086,4800,10.1982,600,185.7310625,1894.1225215875002,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,301,43,1893104,4800,10.2002,600,185.73131249999997,1894.4965337625,100.0,53.0
FULL,8,1230,256,Qwen/Qwen3-8B,302,44,1912083,4800,10.2025,600,185.76166666666666,1895.2334041666666,100.0,53.0
FULL,512,1522,256,Qwen/Qwen3-8B,263,0,2962219,92160,9.4696,180,312.2107173913044,2956.510609408696,100.0,43.0
FULL,512,1522,256,Qwen/Qwen3-8B,264,1,2950295,92160,9.4784,180,309.56434782608704,2934.1747144347837,100.0,43.0
FULL,512,1522,256,Qwen/Qwen3-8B,265,2,2685034,92160,9.4802,180,282.50178260869563,2678.1733994869564,100.0,43.0
FULL,512,1522,256,Qwen/Qwen3-8B,266,3,2685610,92160,9.4898,180,282.87482608695655,2684.4255246000002,100.0,43.0
FULL,512,1522,256,Qwen/Qwen3-8B,267,4,2687778,92160,9.4992,180,283.24239130434785,2690.5761234782613,100.0,43.0
FULL,512,1522,256,Qwen/Qwen3-8B,268,5,2717513,92160,9.5078,180,283.3544565217391,2694.077501717391,100.0,43.0
FULL,512,1522,256,Qwen/Qwen3-8B,269,6,2690316,92160,9.5183,180,283.65525531914886,2699.9158167042547,100.0,43.0
FULL,512,1522,256,Qwen/Qwen3-8B,270,7,2692947,92160,9.5259,180,283.6691914893617,2702.2043512085106,100.0,43.0
FULL,512,1522,256,Qwen/Qwen3-8B,271,8,2692696,92160,9.5361,180,283.70146808510634,2705.4055698063826,100.0,43.06382978723404
FULL,512,1522,256,Qwen/Qwen3-8B,272,9,2610877,92160,9.5423,180,273.62380851063824,2611.000467951063,100.0,43.276595744680854
FULL,512,1522,256,Qwen/Qwen3-8B,273,10,2631886,92160,9.5517,180,273.53964285714284,2612.7686066785714,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,274,11,2624214,92160,9.5605,180,273.5091276595744,2614.884014989361,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,275,12,2595653,92160,9.5686,180,273.46227659574475,2616.651139834043,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,276,13,2623046,92160,9.5791,180,273.3292272727272,2618.2480009681813,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,277,14,2594387,92160,9.5875,180,273.3389555555555,2620.6372363888886,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,278,15,2621450,92160,9.5978,180,273.2807857142857,2622.894325128571,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,279,16,2621500,92160,9.608,180,273.39021951219513,2626.733229073171,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,280,17,2621585,92160,9.6162,180,273.2074042553191,2627.2170407999993,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,281,18,2621275,92160,9.6271,180,273.20865957446813,2630.2070865893625,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,282,19,2621011,92160,9.6358,180,273.12670212765954,2631.7942763617016,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,283,20,2619703,92160,9.6467,180,273.07836170212767,2634.3050318319147,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,284,21,2645582,92160,9.656,180,272.9766170212766,2635.862213957447,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,285,22,2619355,92160,9.6668,180,272.8982127659574,2638.052443165957,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,286,23,2646734,92160,9.6756,180,272.90744680851066,2640.5432923404255,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,287,24,2646644,92160,9.6861,180,272.9103829787234,2643.437260570213,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,288,25,2645912,92160,9.6955,180,272.96882978723414,2646.5692892021284,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,289,26,2645196,92160,9.7047,180,272.9433125,2648.83296481875,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,290,27,2645391,92160,9.7145,180,272.79178723404254,2650.035817085106,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,291,28,2644371,92160,9.7246,180,272.8789333333333,2653.638475093333,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,293,30,2668601,92160,9.7439,180,272.6632,2656.80295448,100.0,44.0
FULL,512,1522,256,Qwen/Qwen3-8B,294,31,2640439,92160,9.7547,180,272.4695238095238,2657.8584639047617,100.0,44.42857142857143
FULL,512,1522,256,Qwen/Qwen3-8B,295,32,2666255,92160,9.766,180,272.27933333333334,2659.0799693333333,100.0,44.5
FULL,512,1522,256,Qwen/Qwen3-8B,296,33,2664825,92160,9.7765,180,272.0984583333333,2660.1705778958335,100.0,45.0
FULL,512,1522,256,Qwen/Qwen3-8B,297,34,2636825,92160,9.7865,180,272.09411111111115,2662.8490183888894,100.0,45.0
FULL,512,1522,256,Qwen/Qwen3-8B,298,35,2662849,92160,9.796,180,271.8966041666667,2663.499134416667,100.0,45.0
FULL,512,1522,256,Qwen/Qwen3-8B,299,36,2661464,92160,9.807,180,271.49554347826086,2662.5567948913044,100.0,45.0
FULL,512,1522,256,Qwen/Qwen3-8B,300,37,2758595,92160,9.8185,180,282.1380625,2770.17256665625,100.0,45.0
FULL,512,1522,256,Qwen/Qwen3-8B,301,38,2787074,92160,9.8289,180,281.7948958333333,2769.7338516562504,100.0,45.0
FULL,512,1522,256,Qwen/Qwen3-8B,302,39,2759088,92160,9.8392,180,281.75241666666665,2772.2183780666664,100.0,45.0
FULL,256,1515,256,Qwen/Qwen3-8B,262,1,2473412,76800,8.9871,300,275.00781818181815,2471.522762781818,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,263,2,2473857,76800,8.9952,300,275.32111363636363,2476.5684813818184,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,264,3,2471006,76800,9.0004,300,275.04809090909094,2475.5428374181824,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,265,4,2472480,76800,9.0084,300,274.83661363636367,2475.8381502818183,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,266,5,2472160,76800,9.0149,300,274.7231818181818,2476.602011772727,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,267,6,2471710,76800,9.0217,300,274.8007045454546,2479.1695161977277,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,268,7,2499913,76800,9.0284,300,274.7798181818182,2480.822110472727,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,269,8,2471424,76800,9.0354,300,274.78006818181814,2482.7478280499995,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,270,9,2498526,76800,9.0429,300,274.59702272727276,2483.153416820455,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,271,10,2470612,76800,9.0481,300,274.7825227272727,2486.259743888636,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,272,11,2471452,76800,9.055,300,274.6018181818182,2486.5194636363635,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,273,12,2497117,76800,9.0616,300,274.4254090909091,2486.733287018182,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,274,13,2499694,76800,9.0679,300,273.5933181818182,2480.916849940909,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,275,14,2541957,76800,9.0788,300,278.41754545454546,2527.697211672727,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,276,15,2496603,76800,9.0816,300,274.4163863636364,2492.1398544,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,277,16,2499630,76800,9.0875,300,274.74536363636366,2496.748492045455,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,278,17,2497966,76800,9.0931,300,274.58362222222223,2496.816335228889,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,279,18,2654528,76800,9.1132,300,287.94295454545454,2624.0817333636364,100.0,52.0
FULL,256,1515,256,Qwen/Qwen3-8B,280,19,2576824,76800,9.1152,300,284.49654545454547,2593.2429111272727,100.0,52.04545454545455
FULL,256,1515,256,Qwen/Qwen3-8B,281,20,2497472,76800,9.1137,300,274.6257727272727,2502.856904904545,100.0,52.97727272727273
FULL,256,1515,256,Qwen/Qwen3-8B,282,21,2523747,76800,9.1205,300,274.4543333333333,2503.160747166666,100.0,53.0
FULL,256,1515,256,Qwen/Qwen3-8B,283,22,2590438,76800,9.1364,300,285.8611333333333,2611.7416585866667,100.0,52.733333333333334
FULL,256,1515,256,Qwen/Qwen3-8B,284,23,2597703,76800,9.1448,300,285.9423863636364,2614.8859348181822,100.0,53.0
FULL,256,1515,256,Qwen/Qwen3-8B,285,24,2525791,76800,9.1418,300,275.76002222222223,2520.942971151111,100.0,53.0
FULL,256,1515,256,Qwen/Qwen3-8B,286,25,2497957,76800,9.1501,300,274.26324444444447,2509.536112991111,100.0,53.0
FULL,256,1515,256,Qwen/Qwen3-8B,287,26,2696814,76800,9.1707,300,292.79502222222226,2685.1353102933335,100.0,53.0
FULL,256,1515,256,Qwen/Qwen3-8B,288,27,2650747,76800,9.1744,300,288.1333555555556,2643.4506572088894,100.0,53.0
FULL,256,1515,256,Qwen/Qwen3-8B,289,28,2542725,76800,9.1719,300,274.251,2515.4027469,100.0,53.0
FULL,256,1515,256,Qwen/Qwen3-8B,290,29,2595408,76800,9.1857,300,283.37482222222224,2602.996104486667,100.0,53.0
