batch_size,sm_clock,input_len,model_name,kv_cache_lens,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J
128,930,256,Qwen/Qwen3-8B,260,959377,23040,5.1316,180,188.24834615384614,966.0152131230768
128,930,256,Qwen/Qwen3-8B,261,978146,23040,5.1347,180,188.66155999999998,968.7205121319998
128,930,256,Qwen/Qwen3-8B,262,957956,23040,5.1379,180,186.7248846153846,959.3737846653846
128,930,256,Qwen/Qwen3-8B,263,977506,23040,5.1392,180,188.32420000000002,967.8357286400001
128,930,256,Qwen/Qwen3-8B,264,978035,23040,5.1375,180,187.3481923076923,962.5013379807692
128,930,256,Qwen/Qwen3-8B,265,959235,23040,5.1378,180,187.21484615384617,961.8724365692309
128,930,256,Qwen/Qwen3-8B,266,978297,23040,5.1384,180,189.5203076923077,973.8311490461539
128,930,256,Qwen/Qwen3-8B,267,961205,23040,5.1373,180,189.49376000000004,973.4862932480002
128,930,256,Qwen/Qwen3-8B,268,960578,23040,5.1361,180,188.1829615384615,966.5265087576921
128,930,256,Qwen/Qwen3-8B,269,978960,23040,5.1395,180,187.54031999999998,963.8634746399999
128,930,256,Qwen/Qwen3-8B,270,960230,23040,5.1399,180,188.01476923076922,966.3771123692306
128,930,256,Qwen/Qwen3-8B,271,960764,23040,5.1392,180,188.67173076923078,969.6217587692307
128,930,256,Qwen/Qwen3-8B,272,981266,23040,5.1405,180,188.90196153846156,971.0505332884617
128,930,256,Qwen/Qwen3-8B,273,961469,23040,5.1438,180,188.5641923076923,969.9364923923076
128,930,256,Qwen/Qwen3-8B,274,961875,23040,5.1448,180,188.59835999999999,970.300842528
128,930,256,Qwen/Qwen3-8B,275,980007,23040,5.1464,180,188.75530769230767,971.4103155076922
128,930,256,Qwen/Qwen3-8B,276,980194,23040,5.1504,180,188.95739999999998,973.20619296
128,930,256,Qwen/Qwen3-8B,277,963396,23040,5.1498,180,188.80299999999997,972.2976893999999
128,930,256,Qwen/Qwen3-8B,278,962763,23040,5.1498,180,188.82204,972.3957415919999
128,930,256,Qwen/Qwen3-8B,279,981703,23040,5.1503,180,189.07211999999998,973.7781396359999
128,930,256,Qwen/Qwen3-8B,280,982194,23040,5.1534,180,189.06688000000003,974.3372593920002
128,930,256,Qwen/Qwen3-8B,281,982226,23040,5.1551,180,189.32038461538463,975.9655147307693
128,930,256,Qwen/Qwen3-8B,282,982287,23040,5.1558,180,189.11249999999998,975.0262274999999
128,930,256,Qwen/Qwen3-8B,283,962930,23040,5.1576,180,189.13446153846155,975.4798988307693
128,930,256,Qwen/Qwen3-8B,284,963823,23040,5.1585,180,189.29730769230767,976.4901617307692
128,930,256,Qwen/Qwen3-8B,285,963396,23040,5.1611,180,189.11676923076922,976.0505576769231
128,930,256,Qwen/Qwen3-8B,286,997115,23040,5.2025,180,188.58896153846155,981.1340724038462
128,930,256,Qwen/Qwen3-8B,287,979005,23040,5.2052,180,188.64073076923074,981.9127317999997
128,930,256,Qwen/Qwen3-8B,288,979181,23040,5.2062,180,188.4347307692308,981.0288953307694
128,930,256,Qwen/Qwen3-8B,289,979670,23040,5.2084,180,188.4442692307692,981.4931318615384
128,930,256,Qwen/Qwen3-8B,290,979523,23040,5.2102,180,188.2226923076923,980.6778714615385
128,930,256,Qwen/Qwen3-8B,291,998616,23040,5.2091,180,188.7389230769231,983.1599242000002
128,930,256,Qwen/Qwen3-8B,292,979355,23040,5.2147,180,188.81653846153844,984.6216031153845
128,930,256,Qwen/Qwen3-8B,293,980124,23040,5.2137,180,187.89411538461542,979.6235493807694
128,930,256,Qwen/Qwen3-8B,294,980016,23040,5.2183,180,188.73542307692307,984.8780582423077
128,930,256,Qwen/Qwen3-8B,295,980381,23040,5.2192,180,187.49761538461536,978.5875542153844
128,930,256,Qwen/Qwen3-8B,296,980195,23040,5.2234,180,187.98126923076921,981.9013616999999
128,930,256,Qwen/Qwen3-8B,297,998568,23040,5.228,180,188.48615384615385,985.4056123076923
128,930,256,Qwen/Qwen3-8B,298,980776,23040,5.2294,180,188.34284615384615,984.9200796769231
128,930,256,Qwen/Qwen3-8B,299,980601,23040,5.2324,180,188.8414615384615,988.094063353846
128,930,256,Qwen/Qwen3-8B,300,999679,23040,5.2325,180,188.74561538461538,987.6114325
128,930,256,Qwen/Qwen3-8B,301,979779,23040,5.2357,180,188.8133076923077,988.5698350846153
128,930,256,Qwen/Qwen3-8B,302,980122,23040,5.2404,180,188.6942692307692,988.833448476923
64,930,256,Qwen/Qwen3-8B,259,927418,14400,5.3876,225,172.03957692307694,926.8804246307693
64,930,256,Qwen/Qwen3-8B,260,910089,14400,5.3899,225,171.8126153846154,926.0528156615386
64,930,256,Qwen/Qwen3-8B,261,927176,14400,5.391,225,171.87530769230767,926.5797837692306
64,930,256,Qwen/Qwen3-8B,262,927467,14400,5.3906,225,171.85223076923077,926.3866351846154
64,930,256,Qwen/Qwen3-8B,263,927371,14400,5.3916,225,171.89266666666663,926.7765015999998
64,930,256,Qwen/Qwen3-8B,264,927641,14400,5.3924,225,171.95042307692307,927.2254614000001
64,930,256,Qwen/Qwen3-8B,265,928024,14400,5.3932,225,171.87876923076922,926.9765782153846
64,930,256,Qwen/Qwen3-8B,266,927526,14400,5.3932,225,171.86557692307693,926.9054294615386
64,930,256,Qwen/Qwen3-8B,267,928440,14400,5.3939,225,172.04984615384618,928.019665169231
64,930,256,Qwen/Qwen3-8B,268,928793,14400,5.3943,225,172.15411538461538,928.6509446192308
64,930,256,Qwen/Qwen3-8B,269,929082,14400,5.3939,225,172.2211923076923,928.9438891884615
64,930,256,Qwen/Qwen3-8B,270,929183,14400,5.3938,225,172.3705555555556,929.7323025555557
64,930,256,Qwen/Qwen3-8B,271,929531,14400,5.3943,225,172.18192307692306,928.800947653846
64,930,256,Qwen/Qwen3-8B,272,930108,14400,5.3935,225,172.45499999999996,930.1360424999998
64,930,256,Qwen/Qwen3-8B,273,930720,14400,5.3949,225,172.57919230769235,931.0474845807695
64,930,256,Qwen/Qwen3-8B,274,930600,14400,5.3962,225,172.62657692307695,931.5275343923079
64,930,256,Qwen/Qwen3-8B,275,931203,14400,5.3961,225,172.46726923076923,930.6506314961538
64,930,256,Qwen/Qwen3-8B,276,931399,14400,5.3962,225,172.7220384615385,932.042663946154
64,930,256,Qwen/Qwen3-8B,277,931912,14400,5.3968,225,172.71138461538465,932.0888004923078
64,930,256,Qwen/Qwen3-8B,278,932254,14400,5.3966,225,172.74434615384612,932.232138453846
64,930,256,Qwen/Qwen3-8B,279,932368,14400,5.3968,225,172.90369230769232,933.1266466461539
64,930,256,Qwen/Qwen3-8B,280,932351,14400,5.3983,225,172.89484615384615,933.3382479923076
64,930,256,Qwen/Qwen3-8B,281,933015,14400,5.398,225,172.92515384615385,933.4499804615384
64,930,256,Qwen/Qwen3-8B,282,933541,14400,5.3984,225,173.1340384615384,934.6467932307689
64,930,256,Qwen/Qwen3-8B,283,950587,14400,5.4002,225,172.94857692307693,933.9569051
64,930,256,Qwen/Qwen3-8B,284,934149,14400,5.3999,225,173.12800000000004,934.8738872000001
64,930,256,Qwen/Qwen3-8B,285,934206,14400,5.4013,225,173.1459615384615,935.2132820576921
64,930,256,Qwen/Qwen3-8B,286,934638,14400,5.4016,225,173.1890769230769,935.4981179076922
64,930,256,Qwen/Qwen3-8B,287,934736,14400,5.4018,225,173.28342307692307,936.042394776923
64,930,256,Qwen/Qwen3-8B,288,952217,14400,5.403,225,173.32257692307695,936.4618831153847
64,930,256,Qwen/Qwen3-8B,289,935214,14400,5.4031,225,173.3705555555555,936.7384487222221
64,930,256,Qwen/Qwen3-8B,290,935127,14400,5.4046,225,173.42569230769232,937.296496646154
64,930,256,Qwen/Qwen3-8B,291,935801,14400,5.4052,225,173.4108461538462,937.3203056307694
64,930,256,Qwen/Qwen3-8B,292,936202,14400,5.4066,225,173.5730384615385,938.439989746154
64,930,256,Qwen/Qwen3-8B,293,936061,14400,5.4073,225,173.62570370370372,938.8462676370372
64,930,256,Qwen/Qwen3-8B,294,936517,14400,5.409,225,173.5942592592593,938.9713483333335
64,930,256,Qwen/Qwen3-8B,295,936524,14400,5.4102,225,173.70480769230772,939.7777505769232
64,930,256,Qwen/Qwen3-8B,296,936671,14400,5.4139,225,173.65514814814816,940.1516065592593
64,930,256,Qwen/Qwen3-8B,297,936844,14400,5.4142,225,173.57711538461535,939.7812181153845
64,930,256,Qwen/Qwen3-8B,298,953580,14400,5.4163,225,173.64392592592597,940.5075959925928
64,930,256,Qwen/Qwen3-8B,299,936578,14400,5.4171,225,173.8043461538461,941.5155235499997
64,930,256,Qwen/Qwen3-8B,300,937281,14400,5.4169,225,173.7872307692308,941.3880503538463
64,930,256,Qwen/Qwen3-8B,301,937986,14400,5.4179,225,173.9039230769231,942.1940648384617
64,930,256,Qwen/Qwen3-8B,302,937921,14400,5.419,225,173.78325925925924,941.7314819259258
16,930,256,Qwen/Qwen3-8B,258,919036,4320,5.5108,270,167.307,921.9954155999999
16,930,256,Qwen/Qwen3-8B,259,919274,4320,5.5111,270,167.2681851851852,921.8316953740741
16,930,256,Qwen/Qwen3-8B,260,919049,4320,5.513,270,167.2253703703704,921.913466851852
16,930,256,Qwen/Qwen3-8B,261,935712,4320,5.5137,270,167.24985185185184,922.1655081555555
16,930,256,Qwen/Qwen3-8B,262,918654,4320,5.5166,270,167.14414814814813,922.067407674074
16,930,256,Qwen/Qwen3-8B,263,919098,4320,5.5159,270,167.16377777777777,922.0586818444444
16,930,256,Qwen/Qwen3-8B,264,918975,4320,5.5154,270,167.11781481481484,921.7215958296297
16,930,256,Qwen/Qwen3-8B,265,918847,4320,5.5151,270,167.39648148148152,923.2083350185187
16,930,256,Qwen/Qwen3-8B,266,935482,4320,5.5154,270,167.36866666666666,923.1051441333332
16,930,256,Qwen/Qwen3-8B,267,919188,4320,5.5168,270,167.34096296296295,923.1866244740739
16,930,256,Qwen/Qwen3-8B,268,919505,4320,5.5149,270,167.3918888888889,923.1495280333334
16,930,256,Qwen/Qwen3-8B,269,919694,4320,5.5151,270,167.38011111111112,923.118050788889
16,930,256,Qwen/Qwen3-8B,270,919355,4320,5.5163,270,167.31862962962964,922.979756625926
16,930,256,Qwen/Qwen3-8B,271,936306,4320,5.5159,270,167.3559259259259,923.1185518148147
16,930,256,Qwen/Qwen3-8B,272,919543,4320,5.516,270,167.4300740740741,923.5442885925927
16,930,256,Qwen/Qwen3-8B,273,919874,4320,5.5163,270,167.44896296296298,923.6987143925927
16,930,256,Qwen/Qwen3-8B,274,919858,4320,5.5169,270,167.34329629629627,923.2162313370369
16,930,256,Qwen/Qwen3-8B,275,919965,4320,5.5159,270,167.44337037037036,923.6008866259259
16,930,256,Qwen/Qwen3-8B,276,936827,4320,5.5173,270,167.4285555555555,923.7535695666663
16,930,256,Qwen/Qwen3-8B,277,920173,4320,5.5184,270,167.36222222222221,923.571687111111
16,930,256,Qwen/Qwen3-8B,278,919879,4320,5.5184,270,167.60762962962963,924.925943348148
16,930,256,Qwen/Qwen3-8B,279,919894,4320,5.5194,270,167.33900000000006,923.6108766000003
16,930,256,Qwen/Qwen3-8B,280,919972,4320,5.5198,270,167.42270370370372,924.1398399037038
16,930,256,Qwen/Qwen3-8B,281,920105,4320,5.5208,270,167.45303703703703,924.4747268740741
16,930,256,Qwen/Qwen3-8B,282,936661,4320,5.5191,270,167.51355555555554,924.5240644666666
16,930,256,Qwen/Qwen3-8B,283,936999,4320,5.5207,270,167.48603703703702,924.6401646703703
16,930,256,Qwen/Qwen3-8B,284,920338,4320,5.5199,270,167.42570370370365,924.1731418740737
16,930,256,Qwen/Qwen3-8B,285,920037,4320,5.5214,270,167.38137037037032,924.1794983629627
16,930,256,Qwen/Qwen3-8B,286,920278,4320,5.5203,270,167.5478148148148,924.9142021222222
16,930,256,Qwen/Qwen3-8B,287,919998,4320,5.522,270,167.40833333333333,924.4288166666666
16,930,256,Qwen/Qwen3-8B,288,920518,4320,5.5217,270,167.47074074074075,924.7231891481482
16,930,256,Qwen/Qwen3-8B,289,936249,4320,5.5234,270,167.3907777777778,924.5662219777778
16,930,256,Qwen/Qwen3-8B,290,936728,4320,5.5213,270,167.3714074074074,924.1077517185184
16,930,256,Qwen/Qwen3-8B,291,919925,4320,5.5229,270,167.4184074074074,924.6351222703703
16,930,256,Qwen/Qwen3-8B,292,919665,4320,5.5228,270,167.3742962962963,924.3747635851853
16,930,256,Qwen/Qwen3-8B,293,919977,4320,5.5239,270,167.35425925925927,924.4481927222223
16,930,256,Qwen/Qwen3-8B,294,919651,4320,5.5228,270,167.35122222222222,924.2473300888889
16,930,256,Qwen/Qwen3-8B,295,919484,4320,5.5234,270,167.40570370370372,924.6486638370371
16,930,256,Qwen/Qwen3-8B,296,919546,4320,5.5247,270,167.31751851851854,924.3790945592594
16,930,256,Qwen/Qwen3-8B,297,935869,4320,5.5251,270,167.26507407407408,924.1562607666667
16,930,256,Qwen/Qwen3-8B,298,935891,4320,5.5246,270,167.32314814814814,924.3934642592593
16,930,256,Qwen/Qwen3-8B,299,935887,4320,5.5256,270,167.29018518518518,924.3786472592592
16,930,256,Qwen/Qwen3-8B,300,918910,4320,5.5264,270,167.15437037037034,923.7619124148147
16,930,256,Qwen/Qwen3-8B,301,918864,4320,5.5263,270,167.15985185185184,923.7754892888888
16,930,256,Qwen/Qwen3-8B,302,918499,4320,5.5267,270,167.23681481481484,924.2677044370372
8,930,256,Qwen/Qwen3-8B,257,961065,2400,5.9239,300,163.17165517241375,966.6125680758618
8,930,256,Qwen/Qwen3-8B,258,977151,2400,5.9282,300,163.53227586206899,969.4520377655174
8,930,256,Qwen/Qwen3-8B,259,959819,2400,5.9295,300,163.13848275862074,967.3296335172416
8,930,256,Qwen/Qwen3-8B,260,960262,2400,5.9301,300,163.00610344827584,966.6424940586206
8,930,256,Qwen/Qwen3-8B,261,976157,2400,5.9319,300,162.83096551724137,965.897004351724
8,930,256,Qwen/Qwen3-8B,262,959292,2400,5.9351,300,162.81227586206893,966.3071384689654
8,930,256,Qwen/Qwen3-8B,263,975551,2400,5.9363,300,162.79531034482756,966.4018007999998
8,930,256,Qwen/Qwen3-8B,264,959038,2400,5.9362,300,162.6801724137931,965.7020394827586
8,930,256,Qwen/Qwen3-8B,265,958995,2400,5.9348,300,162.66665517241378,965.3940651172413
8,930,256,Qwen/Qwen3-8B,266,975002,2400,5.9359,300,162.71475862068965,965.8585356965517
8,930,256,Qwen/Qwen3-8B,267,958881,2400,5.9353,300,162.66482758620688,965.4645511724137
8,930,256,Qwen/Qwen3-8B,268,974913,2400,5.9367,300,162.57537931034486,965.1612543517243
8,930,256,Qwen/Qwen3-8B,269,958675,2400,5.9375,300,162.6411379310345,965.6817564655174
8,930,256,Qwen/Qwen3-8B,270,958329,2400,5.9403,300,162.41268965517244,964.7801003586208
8,930,256,Qwen/Qwen3-8B,271,974662,2400,5.938,300,162.66186206896546,965.8861369655168
8,930,256,Qwen/Qwen3-8B,272,958503,2400,5.9388,300,162.63344827586204,965.8475226206895
8,930,256,Qwen/Qwen3-8B,273,974491,2400,5.9371,300,162.57751724137933,965.2389776137932
8,930,256,Qwen/Qwen3-8B,274,957900,2400,5.939,300,162.45917241379314,964.8450249655175
8,930,256,Qwen/Qwen3-8B,275,974780,2400,5.9385,300,162.656448275862,965.9353180862066
8,930,256,Qwen/Qwen3-8B,276,958238,2400,5.9393,300,162.53655172413795,965.3533416551726
8,930,256,Qwen/Qwen3-8B,277,973951,2400,5.9404,300,162.62689655172412,966.068816275862
8,930,256,Qwen/Qwen3-8B,278,958425,2400,5.9397,300,162.62820689655175,965.9627605034484
8,930,256,Qwen/Qwen3-8B,279,958125,2400,5.9399,300,162.6306551724138,966.0098286586208
8,930,256,Qwen/Qwen3-8B,280,974087,2400,5.9417,300,162.47093103448273,965.353530927586
8,930,256,Qwen/Qwen3-8B,281,957980,2400,5.9404,300,162.53086206896552,965.4983330344828
8,930,256,Qwen/Qwen3-8B,282,974480,2400,5.9396,300,162.39068965517242,964.5357402758622
8,930,256,Qwen/Qwen3-8B,283,958083,2400,5.9395,300,162.5623793103448,965.5392519137929
8,930,256,Qwen/Qwen3-8B,284,973994,2400,5.9395,300,162.53262068965518,965.3625005862069
8,930,256,Qwen/Qwen3-8B,285,958198,2400,5.9402,300,162.61224137931032,965.9492362413791
8,930,256,Qwen/Qwen3-8B,286,973917,2400,5.9412,300,162.36606896551723,964.649288937931
8,930,256,Qwen/Qwen3-8B,287,957501,2400,5.9411,300,162.58575862068963,965.9382505413791
8,930,256,Qwen/Qwen3-8B,288,974028,2400,5.9413,300,162.3944827586207,964.8343404137933
8,930,256,Qwen/Qwen3-8B,289,957720,2400,5.9412,300,162.5946551724138,966.007365310345
8,930,256,Qwen/Qwen3-8B,290,973555,2400,5.9403,300,162.41951724137928,964.8206582689653
8,930,256,Qwen/Qwen3-8B,291,957807,2400,5.9403,300,162.38217241379309,964.5988187896551
8,930,256,Qwen/Qwen3-8B,292,974432,2400,5.9395,300,162.4691724137931,964.9856495517241
8,930,256,Qwen/Qwen3-8B,293,957903,2400,5.9402,300,162.54558620689656,965.5532911862069
8,930,256,Qwen/Qwen3-8B,294,958178,2400,5.94,300,162.6763793103448,966.2976931034482
8,930,256,Qwen/Qwen3-8B,295,974145,2400,5.94,300,162.51248275862065,965.3241475862067
8,930,256,Qwen/Qwen3-8B,296,958073,2400,5.9406,300,162.66696551724132,966.3393753517238
8,930,256,Qwen/Qwen3-8B,297,973328,2400,5.9422,300,162.22575862068965,963.977902875862
8,930,256,Qwen/Qwen3-8B,298,957932,2400,5.9415,300,162.50455172413788,965.5207940689652
8,930,256,Qwen/Qwen3-8B,299,973926,2400,5.9409,300,162.58062068965518,965.8752094551725
8,930,256,Qwen/Qwen3-8B,300,957790,2400,5.9405,300,162.53558620689654,965.5426498620689
8,930,256,Qwen/Qwen3-8B,301,973969,2400,5.941,300,162.52010344827582,965.5319345862066
8,930,256,Qwen/Qwen3-8B,302,957899,2400,5.9415,300,162.45441379310344,965.222899551724
512,1230,256,Qwen/Qwen3-8B,262,2755752,92160,11.6498,180,235.8439298245614,2747.5346136701755
512,1230,256,Qwen/Qwen3-8B,263,2738897,92160,11.6603,180,237.05426785714286,2764.1238794946426
512,1230,256,Qwen/Qwen3-8B,264,2768282,92160,11.6726,180,237.00163157894735,2766.4252447684207
512,1230,256,Qwen/Qwen3-8B,265,2770022,92160,11.6851,180,236.91017543859647,2768.3190910175435
512,1230,256,Qwen/Qwen3-8B,266,2771803,92160,11.6966,180,237.04949122807017,2772.6730790982456
512,1230,256,Qwen/Qwen3-8B,267,2772997,92160,11.7069,180,237.05603508771927,2775.1912971684205
512,1230,256,Qwen/Qwen3-8B,268,2774412,92160,11.7187,180,237.26924561403507,2780.487108577193
512,1230,256,Qwen/Qwen3-8B,269,2798460,92160,11.7296,180,237.2940701754386,2783.3645255298247
512,1230,256,Qwen/Qwen3-8B,270,2800118,92160,11.7398,180,237.51773684210525,2788.4107269789474
512,1230,256,Qwen/Qwen3-8B,271,2778347,92160,11.7468,180,237.57119298245615,2790.701289726316
512,1230,256,Qwen/Qwen3-8B,272,2802769,92160,11.7588,180,237.6649824561404,2794.654995705264
512,1230,256,Qwen/Qwen3-8B,273,2779712,92160,11.7702,180,237.75140350877192,2798.3815695789476
512,1230,256,Qwen/Qwen3-8B,274,2802277,92160,11.7811,180,237.425649122807,2797.1353148807016
512,1230,256,Qwen/Qwen3-8B,275,2805282,92160,11.7922,180,237.8307068965517,2804.5472618655167
512,1230,256,Qwen/Qwen3-8B,276,2805378,92160,11.8047,180,237.95305263157888,2808.9644003999992
512,1230,256,Qwen/Qwen3-8B,277,2805820,92160,11.8171,180,237.99694736842105,2812.4337267473684
512,1230,256,Qwen/Qwen3-8B,278,2806056,92160,11.8277,180,237.987350877193,2814.8429899701755
512,1230,256,Qwen/Qwen3-8B,279,2830135,92160,11.8404,180,237.96192982456137,2817.564433894737
512,1230,256,Qwen/Qwen3-8B,280,2807270,92160,11.8519,180,238.11624137931037,2822.129881203449
512,1230,256,Qwen/Qwen3-8B,281,2831003,92160,11.8641,180,237.939052631579,2822.9327143263163
512,1230,256,Qwen/Qwen3-8B,282,2830916,92160,11.877,180,237.60624561403512,2822.049379157895
512,1230,256,Qwen/Qwen3-8B,283,2831056,92160,11.888,180,238.00298275862073,2829.3794590344833
512,1230,256,Qwen/Qwen3-8B,284,2831176,92160,11.9,180,238.12474137931034,2833.684422413793
512,1230,256,Qwen/Qwen3-8B,285,2832093,92160,11.9118,180,238.14208620689658,2836.7009024793106
512,1230,256,Qwen/Qwen3-8B,286,2832164,92160,11.9243,180,238.0332068965517,2838.3793689965514
512,1230,256,Qwen/Qwen3-8B,287,2855404,92160,11.935,180,238.09274137931035,2841.636868362069
512,1230,256,Qwen/Qwen3-8B,288,2831403,92160,11.9474,180,238.1130172413793,2844.831462189655
512,1230,256,Qwen/Qwen3-8B,289,2831284,92160,11.961,180,237.9836379310345,2846.5222932931038
512,1230,256,Qwen/Qwen3-8B,290,2854929,92160,11.9727,180,237.97377586206898,2849.188626263793
512,1230,256,Qwen/Qwen3-8B,291,2854908,92160,11.9851,180,237.92298275862072,2851.530740660345
512,1230,256,Qwen/Qwen3-8B,292,2854609,92160,11.9967,180,238.1034827586207,2856.4560516103447
512,1230,256,Qwen/Qwen3-8B,293,2854946,92160,12.0104,180,238.17689655172418,2860.5997983448283
512,1230,256,Qwen/Qwen3-8B,294,2854841,92160,12.022,180,238.0138103448276,2861.4020279655174
512,1230,256,Qwen/Qwen3-8B,295,2853877,92160,12.0364,180,237.88101724137928,2863.2310759241377
512,1230,256,Qwen/Qwen3-8B,296,2853946,92160,12.0479,180,237.9423620689655,2866.7057839706895
512,1230,256,Qwen/Qwen3-8B,297,2877141,92160,12.0601,180,237.92763793103447,2869.4311062120687
512,1230,256,Qwen/Qwen3-8B,298,2876622,92160,12.0735,180,237.84429310344828,2871.6130727844825
512,1230,256,Qwen/Qwen3-8B,299,2877066,92160,12.0834,180,237.91577586206893,2874.8314860517235
512,1230,256,Qwen/Qwen3-8B,300,2878208,92160,12.0988,180,237.58671186440677,2874.514109505085
512,1230,256,Qwen/Qwen3-8B,301,2900228,92160,12.1092,180,237.7078448275862,2878.4518345862066
512,1230,256,Qwen/Qwen3-8B,302,2874023,92160,12.1242,180,237.57368965517244,2880.390928117242
256,1230,256,Qwen/Qwen3-8B,261,2577917,76800,11.0069,300,234.1197735849057,2576.932935871698
256,1230,256,Qwen/Qwen3-8B,262,2576891,76800,11.0179,300,234.3691851851852,2582.2562454518516
256,1230,256,Qwen/Qwen3-8B,263,2575866,76800,11.0259,300,234.28760377358492,2583.23169044717
256,1230,256,Qwen/Qwen3-8B,264,2575375,76800,11.0352,300,234.07340740740742,2583.0468654222223
256,1230,256,Qwen/Qwen3-8B,265,2596913,76800,11.0444,300,234.10816981132075,2585.5842706641506
256,1230,256,Qwen/Qwen3-8B,266,2573852,76800,11.0526,300,234.14920754716982,2587.957531335849
256,1230,256,Qwen/Qwen3-8B,267,2596253,76800,11.061,300,234.0856111111111,2589.2209445
256,1230,256,Qwen/Qwen3-8B,268,2594351,76800,11.068,300,233.99337037037034,2589.838623259259
256,1230,256,Qwen/Qwen3-8B,269,2593637,76800,11.0765,300,233.9007962962963,2590.8021701759258
256,1230,256,Qwen/Qwen3-8B,270,2594070,76800,11.0847,300,233.83081481481477,2591.944432977777
256,1230,256,Qwen/Qwen3-8B,271,2592942,76800,11.0919,300,233.52312962962964,2590.2152015388892
256,1230,256,Qwen/Qwen3-8B,272,2592776,76800,11.0998,300,233.7938333333334,2595.064791233334
256,1230,256,Qwen/Qwen3-8B,273,2615256,76800,11.1078,300,233.6195185185185,2594.9988877999995
256,1230,256,Qwen/Qwen3-8B,274,2590764,76800,11.1237,300,233.73016666666666,2599.94425495
256,1230,256,Qwen/Qwen3-8B,275,2613142,76800,11.1323,300,233.42272222222223,2598.531770594445
256,1230,256,Qwen/Qwen3-8B,276,2589423,76800,11.1407,300,233.44044444444444,2600.6899594222223
256,1230,256,Qwen/Qwen3-8B,277,2589074,76800,11.1483,300,233.47535185185188,2602.8532650500006
256,1230,256,Qwen/Qwen3-8B,278,2611499,76800,11.1572,300,233.3205925925926,2603.2045156740737
256,1230,256,Qwen/Qwen3-8B,279,2611351,76800,11.1651,300,233.3818333333333,2605.73150735
256,1230,256,Qwen/Qwen3-8B,280,2610312,76800,11.1734,300,233.23907272727274,2606.0734552109093
256,1230,256,Qwen/Qwen3-8B,281,2610233,76800,11.1829,300,233.22068518518518,2608.0836003574072
256,1230,256,Qwen/Qwen3-8B,282,2586726,76800,11.1919,300,233.1248148148148,2609.109614925926
256,1230,256,Qwen/Qwen3-8B,283,2608989,76800,11.2008,300,233.10270370370364,2610.9367636444435
256,1230,256,Qwen/Qwen3-8B,284,2609237,76800,11.2094,300,233.08698148148147,2612.7652102185184
256,1230,256,Qwen/Qwen3-8B,285,2608633,76800,11.2189,300,233.05555555555551,2614.626972222222
256,1230,256,Qwen/Qwen3-8B,286,2608010,76800,11.2275,300,233.04737037037037,2616.539350833333
256,1230,256,Qwen/Qwen3-8B,287,2608016,76800,11.236,300,233.22534545454545,2620.5199815272726
256,1230,256,Qwen/Qwen3-8B,288,2607681,76800,11.2457,300,232.96240740740737,2619.825344981481
256,1230,256,Qwen/Qwen3-8B,289,2630045,76800,11.2541,300,233.01603703703702,2622.3857824185184
256,1230,256,Qwen/Qwen3-8B,290,2629748,76800,11.263,300,233.03953703703704,2624.724305648148
256,1230,256,Qwen/Qwen3-8B,291,2628943,76800,11.2732,300,232.86503703703707,2625.134135525926
256,1230,256,Qwen/Qwen3-8B,292,2628922,76800,11.284,300,232.85261818181817,2627.5089435636364
256,1230,256,Qwen/Qwen3-8B,293,2628807,76800,11.2923,300,232.78265454545456,2628.6515699236365
256,1230,256,Qwen/Qwen3-8B,294,2628010,76800,11.3023,300,232.79538181818182,2631.1232439236364
256,1230,256,Qwen/Qwen3-8B,295,2628094,76800,11.3108,300,232.73125454545453,2632.3766739127273
256,1230,256,Qwen/Qwen3-8B,296,2627379,76800,11.3207,300,232.66634545454545,2633.9458969872726
256,1230,256,Qwen/Qwen3-8B,297,2627173,76800,11.3299,300,232.65049090909093,2635.9067969509097
256,1230,256,Qwen/Qwen3-8B,298,2626592,76800,11.3402,300,232.6315636363636,2638.0884579490903
256,1230,256,Qwen/Qwen3-8B,299,2650499,76800,11.3492,300,232.63616363636365,2640.234348341818
256,1230,256,Qwen/Qwen3-8B,300,2651209,76800,11.3589,300,232.57372727272733,2641.7817107181822
256,1230,256,Qwen/Qwen3-8B,301,2628631,76800,11.3679,300,232.81270909090912,2646.591595674546
256,1230,256,Qwen/Qwen3-8B,302,2651966,76800,11.3778,300,232.86623636363638,2649.505464098182
128,1230,256,Qwen/Qwen3-8B,260,1898227,46080,8.4914,360,223.5218536585366,1898.0134681560978
128,1230,256,Qwen/Qwen3-8B,261,1897876,46080,8.4949,360,223.46282926829267,1898.2943883512191
128,1230,256,Qwen/Qwen3-8B,262,1898939,46080,8.4978,360,223.57083333333338,1899.8602275000003
128,1230,256,Qwen/Qwen3-8B,263,1899401,46080,8.5012,360,223.67907317073175,1901.540536839025
128,1230,256,Qwen/Qwen3-8B,264,1900079,46080,8.5047,360,223.6317317073171,1901.9207886512197
128,1230,256,Qwen/Qwen3-8B,265,1900705,46080,8.5089,360,223.67273170731707,1903.2089068243904
128,1230,256,Qwen/Qwen3-8B,266,1900994,46080,8.5121,360,223.77297560975612,1904.7779456878052
128,1230,256,Qwen/Qwen3-8B,267,1901776,46080,8.5157,360,223.87568292682928,1906.4581531000003
