sm_clock,kv_group,kv_cache_lens,graph_mode,batch_size,avg_power,avg_total_energy_delta,avg_print_index,points
1230,1024,1042,mani,4,193.72707692307694,482948.0,18.0,13
1230,1024,1042,mani,5,194.61553846153845,504755.0,19.0,13
1230,1024,1042,mani,6,194.957,505521.0,19.0,13
1230,1024,1042,mani,7,196.36207692307693,489900.0,19.0,13
1230,1024,1042,mani,8,197.68514285714286,512403.0,19.5,14
1230,1024,1042,mani,9,198.30076923076922,514093.0,19.0,13
1230,1024,1042,mani,10,199.04876923076924,517091.0,19.0,13
1230,1024,1042,mani,11,199.62907142857142,537491.0,19.5,14
1230,1024,1042,mani,12,200.4267142857143,539638.0,20.5,14
1230,1024,1042,mani,13,201.47971428571427,522525.0,20.5,14
1230,1024,1042,mani,14,202.02564285714286,544100.0,20.5,14
1230,1024,1042,mani,15,203.08721428571428,567083.0,20.5,14
1230,1024,1042,mani,16,203.892,569071.0,20.5,14
1230,1024,1042,seg,1,197.75546153846153,472776.0,18.0,13
1230,1024,1042,seg,2,191.06123076923075,476408.0,19.0,13
1230,1024,1042,seg,3,194.2343846153846,484124.0,18.0,13
1230,1024,1042,seg,4,194.74946153846153,485493.0,19.0,13
1230,1024,1042,seg,5,197.21053846153848,491964.0,18.0,13
1230,1024,1042,seg,6,197.034,491706.0,19.0,13
