cudagraph_mode,manipulated,batch_size,graph_batch_size,during_time,index,length,avg_power_js,total_energy_j,energy_per_sample,throughput,timestamp,power,temperature,graphics_clock,sm_clock,memory_clock,memory_used,memory_total,gpu_util,memory_util,power_violation_time_ns,power_reference_time_ns,thermal_violation_time_ns,decoding_steps,perf_state,power_state,total_energy,model_mode,kv_cache_lens,model_name,graph_mode,repeat_count,input_len
FULL,False,16,16,1.9003,1,19,,,,,1774320664.389931,157.706,30,630,630,12481,89646.25,97887.0,100,21,1063234912,1774320664384498,0,,0,0,19209125821,,8202,mlp,seg,135,8192
FULL,False,16,16,1.9003,2,19,,,,,1774320664.4288776,157.706,30,630,630,12481,89646.25,97887.0,100,21,1063234912,1774320664415867,0,,0,0,19209141827,,8202,mlp,seg,135,8192
FULL,False,16,16,1.9003,3,19,,,,,1774320664.5406508,158.767,30,630,630,12481,89646.25,97887.0,92,46,1063234912,1774320664530418,0,,0,0,19209158789,,8202,mlp,seg,135,8192
FULL,False,16,16,1.9003,4,19,,,,,1774320664.6489408,160.355,30,630,630,12481,89646.25,97887.0,92,46,1063234912,1774320664642180,0,,0,0,19209175838,,8202,mlp,seg,135,8192
FULL,False,16,16,1.9003,5,19,,,,,1774320664.7605977,162.041,30,630,630,12481,89646.25,97887.0,100,50,1063234912,1774320664750513,0,,0,0,19209192879,,8202,mlp,seg,135,8192
FULL,False,16,16,1.9003,6,19,,,,,1774320664.869136,163.659,30,630,630,12481,89646.25,97887.0,100,50,1063234912,1774320664862207,0,,0,0,19209209931,,8202,mlp,seg,135,8192
FULL,False,16,16,1.9003,7,19,,,,,1774320664.9806683,166.811,30,630,630,12481,89646.25,97887.0,100,50,1063234912,1774320664970705,0,,0,0,19209226989,,8202,mlp,seg,135,8192
FULL,False,16,16,1.9003,8,19,,,,,1774320665.0891235,168.411,30,630,630,12481,89646.25,97887.0,100,50,1063234912,1774320665082260,0,,0,0,19209244003,,8202,mlp,seg,135,8192
FULL,False,16,16,1.9003,9,19,,,,,1774320665.2006173,169.663,30,630,630,12481,89646.25,97887.0,100,50,1063234912,1774320665190645,0,,0,0,19209261039,,8202,mlp,seg,135,8192
FULL,False,16,16,1.9003,10,19,,,,,1774320665.3090582,169.75,30,630,630,12481,89646.25,97887.0,100,50,1063234912,1774320665302187,0,,0,0,19209278097,,8202,mlp,seg,135,8192
FULL,False,16,16,1.9003,11,19,,,,,1774320665.4206007,170.021,30,630,630,12481,89646.25,97887.0,100,50,1063234912,1774320665410477,0,,0,0,19209295147,,8202,mlp,seg,135,8192
